request_id,shelter_id,relief_item_id,requested_quantity,current_stock,urgent_quantity,urgency_level,needed_by,status,notes,matched_wish_ids,total_matched_quantity,remaining_quantity,created_at,updated_at
request_001567,SH_009353,relief_item_000865,34,5,8,높음,2025-09-30T21:19:32,대기중,해일 상황 대비 요청,,0,29,2025-09-16T21:19:32,2025-09-16T21:19:32
request_001568,SH_020398,relief_item_000089,11593,2840,638,높음,2025-09-28T21:16:51,매칭완료,지진 상황 대비 요청,,0,8743,2025-09-16T21:16:51,2025-09-16T21:16:51
request_001569,SH_004805,relief_item_000400,1283,63,527,높음,2025-10-11T21:17:17,대기중,지진 상황 대비 요청,,0,1218,2025-09-16T21:17:17,2025-09-16T21:17:17
request_001570,SH_010186,relief_item_000719,22,3,1,높음,2025-10-08T21:19:15,완료,지진 상황 대비 요청,,0,19,2025-09-16T21:19:15,2025-09-16T21:19:15
request_001571,SH_019557,relief_item_000545,293,59,203,높음,2025-09-18T21:18:52,대기중,지진 상황 대비 요청,,0,234,2025-09-16T21:18:52,2025-09-16T21:18:52
request_001572,SH_015457,relief_item_000893,2174,580,923,높음,2025-09-21T21:19:33,대기중,지진 상황 대비 요청,,0,1582,2025-09-16T21:19:33,2025-09-16T21:19:33
request_001573,SH_020496,relief_item_000979,10,1,6,높음,2025-09-21T21:19:40,매칭완료,폭염 상황 대비 요청,,0,7,2025-09-16T21:19:40,2025-09-16T21:19:40
request_001574,SH_012520,relief_item_000443,305,92,0,중간,2025-09-27T21:19:17,매칭완료,지진 상황 대비 요청,,0,198,2025-09-16T21:19:17,2025-09-16T21:19:17
request_001575,SH_007071,relief_item_000026,18,5,5,높음,2025-09-17T21:19:34,대기중,해일 상황 대비 요청,,0,1,2025-09-16T21:19:34,2025-09-16T21:19:34
request_001576,SH_019542,relief_item_000638,14157,511,12167,높음,2025-09-26T21:19:29,매칭완료,지진 상황 대비 요청,,0,13645,2025-09-16T21:19:29,2025-09-16T21:19:29
request_001577,SH_006628,relief_item_000747,2644,70,1812,높음,2025-09-25T21:19:23,매칭완료,지진 상황 대비 요청,,0,2574,2025-09-16T21:19:23,2025-09-16T21:19:23
request_001578,SH_003772,relief_item_000214,1837,226,1474,높음,2025-10-05T21:19:45,대기중,지진 상황 대비 요청,,0,1611,2025-09-16T21:19:45,2025-09-16T21:19:45
request_001579,SH_021772,relief_item_000413,3345,425,440,높음,2025-09-21T21:19:10,배송중,지진 상황 대비 요청,,0,2920,2025-09-16T21:19:10,2025-09-16T21:19:10
request_001580,SH_016975,relief_item_000432,97,29,8,높음,2025-09-25T21:18:23,배송중,한파 상황 대비 요청,,0,68,2025-09-16T21:18:23,2025-09-16T21:18:23
request_001581,SH_017707,relief_item_000586,54,13,3,높음,2025-09-26T21:17:53,대기중,지진 상황 대비 요청,,0,41,2025-09-16T21:17:53,2025-09-16T21:17:53
request_001582,SH_014380,relief_item_000011,27,0,15,높음,2025-09-23T21:19:21,배송중,해일 상황 대비 요청,,0,27,2025-09-16T21:19:21,2025-09-16T21:19:21
request_001583,SH_016294,relief_item_000317,20,4,12,높음,2025-09-25T21:17:08,대기중,한파 상황 대비 요청,,0,1,2025-09-16T21:17:08,2025-09-16T21:17:08
request_001584,SH_012308,relief_item_000080,25,7,2,높음,2025-10-09T21:18:45,매칭완료,해일 상황 대비 요청,,0,0,2025-09-16T21:18:45,2025-09-16T21:18:45
request_001585,SH_015497,relief_item_000906,7055,2316,708,중간,2025-10-13T21:18:34,대기중,지진 상황 대비 요청,,0,4736,2025-09-16T21:18:34,2025-09-16T21:18:34
request_001586,SH_014309,relief_item_000783,236,16,104,높음,2025-09-23T21:18:25,대기중,지진 상황 대비 요청,,0,220,2025-09-16T21:18:25,2025-09-16T21:18:25
request_001587,SH_015422,relief_item_000275,1676,38,1114,높음,2025-09-20T21:18:37,완료,지진 상황 대비 요청,,0,1638,2025-09-16T21:18:37,2025-09-16T21:18:37
request_001588,SH_010448,relief_item_000848,268,3,103,높음,2025-10-13T21:19:40,취소,지진 상황 대비 요청,,0,265,2025-09-16T21:19:40,2025-09-16T21:19:40
request_001589,SH_012143,relief_item_000593,10,3,4,높음,2025-09-18T21:19:27,배송중,지진 상황 대비 요청,,0,7,2025-09-16T21:19:27,2025-09-16T21:19:27
request_001590,SH_016196,relief_item_000782,243,55,32,높음,2025-10-11T21:18:29,매칭완료,지진 상황 대비 요청,,0,188,2025-09-16T21:18:29,2025-09-16T21:18:29
request_001591,SH_003604,relief_item_000553,3497,1014,2277,높음,2025-10-06T21:17:43,매칭완료,지진 상황 대비 요청,,0,2483,2025-09-16T21:17:43,2025-09-16T21:17:43
request_001592,SH_006557,relief_item_000551,95,3,33,높음,2025-09-19T21:19:46,대기중,지진 상황 대비 요청,,0,91,2025-09-16T21:19:46,2025-09-16T21:19:46
request_001593,SH_005588,relief_item_000008,388,28,41,높음,2025-10-06T21:17:43,대기중,지진 상황 대비 요청,,0,343,2025-09-16T21:17:43,2025-09-16T21:17:43
request_001594,SH_012040,relief_item_000419,640,48,29,높음,2025-09-30T21:17:59,배송중,지진 상황 대비 요청,,0,592,2025-09-16T21:17:59,2025-09-16T21:17:59
request_001595,SH_012842,relief_item_000556,5,0,3,높음,2025-10-10T21:18:34,매칭완료,해일 상황 대비 요청,,0,3,2025-09-16T21:18:34,2025-09-16T21:18:34
request_001596,SH_013535,relief_item_000445,597,187,131,중간,2025-09-21T21:17:59,매칭완료,지진 상황 대비 요청,,0,407,2025-09-16T21:17:59,2025-09-16T21:17:59
request_001597,SH_015450,relief_item_000012,2655,612,1909,높음,2025-10-03T21:19:30,대기중,지진 상황 대비 요청,,0,2043,2025-09-16T21:19:30,2025-09-16T21:19:30
request_001598,SH_016834,relief_item_000350,380,49,135,높음,2025-10-09T21:16:52,대기중,지진 상황 대비 요청,,0,331,2025-09-16T21:16:52,2025-09-16T21:16:52
request_001599,SH_011716,relief_item_000133,7836,190,1553,높음,2025-09-18T21:19:30,배송중,지진 상황 대비 요청,,0,7646,2025-09-16T21:19:30,2025-09-16T21:19:30
request_001600,SH_005576,relief_item_000708,114,31,33,높음,2025-10-04T21:18:36,배송중,지진 상황 대비 요청,,0,83,2025-09-16T21:18:36,2025-09-16T21:18:36
request_001601,SH_007814,relief_item_000248,2964,311,182,높음,2025-09-28T21:17:37,대기중,지진 상황 대비 요청,,0,2653,2025-09-16T21:17:37,2025-09-16T21:17:37
request_001602,SH_007025,relief_item_000969,234,56,68,높음,2025-09-21T21:19:35,대기중,지진 상황 대비 요청,,0,178,2025-09-16T21:19:35,2025-09-16T21:19:35
request_001603,SH_022018,relief_item_000838,715,232,248,중간,2025-09-27T21:18:43,대기중,지진 상황 대비 요청,,0,483,2025-09-16T21:18:43,2025-09-16T21:18:43
request_001604,SH_009512,relief_item_000958,378,5,126,높음,2025-09-20T21:17:31,대기중,지진 상황 대비 요청,,0,373,2025-09-16T21:17:31,2025-09-16T21:17:31
request_001605,SH_011580,relief_item_000729,3591,757,294,높음,2025-09-21T21:19:05,대기중,지진 상황 대비 요청,,0,2829,2025-09-16T21:19:05,2025-09-16T21:19:05
request_001606,SH_020049,relief_item_000575,11960,1877,1982,높음,2025-09-28T21:19:33,매칭완료,지진 상황 대비 요청,,0,10074,2025-09-16T21:19:33,2025-09-16T21:19:33
request_001607,SH_011828,relief_item_000751,2361,117,1740,높음,2025-09-27T21:17:07,취소,지진 상황 대비 요청,,0,2244,2025-09-16T21:17:07,2025-09-16T21:17:07
request_001608,SH_001892,relief_item_000012,29,8,2,높음,2025-09-20T21:18:51,대기중,폭염 상황 대비 요청,,0,21,2025-09-16T21:18:51,2025-09-16T21:18:51
request_001609,SH_009663,relief_item_000355,52,3,21,높음,2025-10-11T21:17:04,매칭완료,지진 상황 대비 요청,,0,36,2025-09-16T21:17:04,2025-09-16T21:17:04
request_001610,SH_014835,relief_item_000168,469,50,7,높음,2025-10-03T21:19:16,대기중,지진 상황 대비 요청,,0,400,2025-09-16T21:19:16,2025-09-16T21:19:16
request_001611,SH_019421,relief_item_000837,78,18,37,높음,2025-09-24T21:17:00,대기중,지진 상황 대비 요청,,0,56,2025-09-16T21:17:00,2025-09-16T21:17:00
request_001612,SH_010680,relief_item_000636,148,3,105,높음,2025-09-22T21:16:52,대기중,지진 상황 대비 요청,,0,144,2025-09-16T21:16:52,2025-09-16T21:16:52
request_001613,SH_020533,relief_item_000527,62,14,39,높음,2025-09-27T21:17:44,대기중,지진 상황 대비 요청,,0,34,2025-09-16T21:17:44,2025-09-16T21:17:44
request_001614,SH_008810,relief_item_000730,5504,585,1700,높음,2025-10-01T21:19:06,대기중,지진 상황 대비 요청,,0,4913,2025-09-16T21:19:06,2025-09-16T21:19:06
request_001615,SH_019982,relief_item_000693,289,78,180,높음,2025-09-18T21:19:27,매칭완료,지진 상황 대비 요청,,0,209,2025-09-16T21:19:27,2025-09-16T21:19:27
request_001616,SH_019203,relief_item_000880,108,19,1,높음,2025-09-25T21:17:54,대기중,지진 상황 대비 요청,,0,89,2025-09-16T21:17:54,2025-09-16T21:17:54
request_001617,SH_007711,relief_item_000623,23531,3695,15879,높음,2025-09-18T21:17:33,대기중,지진 상황 대비 요청,,0,19836,2025-09-16T21:17:33,2025-09-16T21:17:33
request_001618,SH_021772,relief_item_000112,2239,616,134,높음,2025-10-13T21:17:50,대기중,지진 상황 대비 요청,,0,1623,2025-09-16T21:17:50,2025-09-16T21:17:50
request_001619,SH_001836,relief_item_000309,209,47,112,높음,2025-09-26T21:18:59,배송중,지진 상황 대비 요청,,0,162,2025-09-16T21:18:59,2025-09-16T21:18:59
request_001620,SH_004622,relief_item_000466,2079,511,1322,높음,2025-09-28T21:18:41,대기중,지진 상황 대비 요청,,0,1568,2025-09-16T21:18:41,2025-09-16T21:18:41
request_001621,SH_001457,relief_item_000854,6429,371,2684,높음,2025-09-22T21:17:39,대기중,지진 상황 대비 요청,,0,6058,2025-09-16T21:17:39,2025-09-16T21:17:39
request_001622,SH_007801,relief_item_000119,49,12,23,높음,2025-10-07T21:19:10,매칭완료,지진 상황 대비 요청,,0,37,2025-09-16T21:19:10,2025-09-16T21:19:10
request_001623,SH_011230,relief_item_000942,14,0,10,높음,2025-10-03T21:17:31,대기중,해일 상황 대비 요청,,0,0,2025-09-16T21:17:31,2025-09-16T21:17:31
request_001624,SH_014697,relief_item_000261,49,12,12,높음,2025-09-26T21:18:41,매칭완료,지진 상황 대비 요청,,0,20,2025-09-16T21:18:41,2025-09-16T21:18:41
request_001625,SH_006766,relief_item_000550,15,4,11,높음,2025-10-16T21:18:32,매칭완료,폭염 상황 대비 요청,,0,1,2025-09-16T21:18:32,2025-09-16T21:18:32
request_001626,SH_007058,relief_item_000775,20,5,15,높음,2025-10-10T21:17:07,대기중,해일 상황 대비 요청,,0,0,2025-09-16T21:17:07,2025-09-16T21:17:07
request_001627,SH_019140,relief_item_000314,202,61,33,중간,2025-10-13T21:17:54,배송중,지진 상황 대비 요청,,0,141,2025-09-16T21:17:54,2025-09-16T21:17:54
request_001628,SH_020322,relief_item_000171,30,5,1,높음,2025-09-25T21:17:59,완료,지진 상황 대비 요청,,0,25,2025-09-16T21:17:59,2025-09-16T21:17:59
request_001629,SH_000214,relief_item_000657,1945,205,1635,높음,2025-09-21T21:18:17,매칭완료,지진 상황 대비 요청,,0,1739,2025-09-16T21:18:17,2025-09-16T21:18:17
request_001630,SH_011083,relief_item_000816,92,27,11,높음,2025-09-24T21:17:53,대기중,지진 상황 대비 요청,,0,65,2025-09-16T21:17:53,2025-09-16T21:17:53
request_001631,SH_022497,relief_item_000740,5119,340,2462,높음,2025-09-17T21:18:56,매칭완료,지진 상황 대비 요청,,0,4762,2025-09-16T21:18:56,2025-09-16T21:18:56
request_001632,SH_019938,relief_item_000926,48,14,7,높음,2025-09-25T21:17:29,대기중,지진 상황 대비 요청,,0,34,2025-09-16T21:17:29,2025-09-16T21:17:29
request_001633,SH_002110,relief_item_000012,7895,1994,3240,높음,2025-09-19T21:17:10,대기중,지진 상황 대비 요청,,0,5896,2025-09-16T21:17:10,2025-09-16T21:17:10
request_001634,SH_021758,relief_item_000536,5207,1309,2157,높음,2025-10-03T21:17:23,완료,지진 상황 대비 요청,,0,3898,2025-09-16T21:17:23,2025-09-16T21:17:23
request_001635,SH_012392,relief_item_000870,211,56,87,높음,2025-10-02T21:19:41,매칭완료,한파 상황 대비 요청,,0,143,2025-09-16T21:19:41,2025-09-16T21:19:41
request_001636,SH_004558,relief_item_000974,717,40,598,높음,2025-10-09T21:17:55,매칭완료,지진 상황 대비 요청,,0,664,2025-09-16T21:17:55,2025-09-16T21:17:55
request_001637,SH_005998,relief_item_000343,10179,528,2990,높음,2025-09-30T21:18:53,완료,해일 상황 대비 요청,,0,9651,2025-09-16T21:18:53,2025-09-16T21:18:53
request_001638,SH_011477,relief_item_000815,104,17,20,높음,2025-09-28T21:18:26,대기중,지진 상황 대비 요청,,0,69,2025-09-16T21:18:26,2025-09-16T21:18:26
request_001639,SH_016796,relief_item_000304,3125,66,826,높음,2025-10-14T21:18:30,대기중,지진 상황 대비 요청,,0,3042,2025-09-16T21:18:30,2025-09-16T21:18:30
request_001640,SH_011734,relief_item_000420,846,30,816,높음,2025-09-21T21:17:01,취소,지진 상황 대비 요청,,0,816,2025-09-16T21:17:01,2025-09-16T21:17:01
request_001641,SH_012626,relief_item_000353,21,7,2,중간,2025-09-29T21:19:02,대기중,한파 상황 대비 요청,,0,14,2025-09-16T21:19:02,2025-09-16T21:19:02
request_001642,SH_012624,relief_item_000269,19,1,18,높음,2025-09-24T21:18:31,배송중,해일 상황 대비 요청,,0,18,2025-09-16T21:18:31,2025-09-16T21:18:31
request_001643,SH_016798,relief_item_000880,517,121,97,높음,2025-10-15T21:18:24,대기중,지진 상황 대비 요청,,0,396,2025-09-16T21:18:24,2025-09-16T21:18:24
request_001644,SH_007979,relief_item_000125,375,23,41,높음,2025-09-27T21:17:52,취소,지진 상황 대비 요청,,0,352,2025-09-16T21:17:52,2025-09-16T21:17:52
request_001645,SH_008152,relief_item_000783,9212,3022,5692,중간,2025-10-16T21:17:12,대기중,지진 상황 대비 요청,,0,6187,2025-09-16T21:17:12,2025-09-16T21:17:12
request_001646,SH_010082,relief_item_000680,5739,543,3315,높음,2025-10-13T21:19:25,대기중,지진 상황 대비 요청,,0,5185,2025-09-16T21:19:25,2025-09-16T21:19:25
request_001647,SH_005565,relief_item_000795,2013,572,60,높음,2025-09-17T21:19:27,매칭완료,지진 상황 대비 요청,,0,1410,2025-09-16T21:19:27,2025-09-16T21:19:27
request_001648,SH_021723,relief_item_000040,1677,56,1454,높음,2025-10-11T21:19:27,대기중,지진 상황 대비 요청,,0,1621,2025-09-16T21:19:27,2025-09-16T21:19:27
request_001649,SH_007140,relief_item_000314,965,284,145,높음,2025-09-26T21:19:15,배송중,지진 상황 대비 요청,,0,681,2025-09-16T21:19:15,2025-09-16T21:19:15
request_001650,SH_005106,relief_item_000753,3109,83,1643,높음,2025-09-24T21:18:14,배송중,지진 상황 대비 요청,,0,3026,2025-09-16T21:18:14,2025-09-16T21:18:14
request_001651,SH_014639,relief_item_000782,684,193,40,높음,2025-09-20T21:18:09,대기중,지진 상황 대비 요청,,0,491,2025-09-16T21:18:09,2025-09-16T21:18:09
request_001652,SH_014706,relief_item_000940,34,9,13,높음,2025-09-24T21:17:19,대기중,폭염 상황 대비 요청,,0,25,2025-09-16T21:17:19,2025-09-16T21:17:19
request_001653,SH_005171,relief_item_000809,74,17,6,높음,2025-10-05T21:18:25,대기중,한파 상황 대비 요청,,0,57,2025-09-16T21:18:25,2025-09-16T21:18:25
request_001654,SH_013131,relief_item_000288,455,103,96,높음,2025-09-22T21:17:48,대기중,지진 상황 대비 요청,,0,323,2025-09-16T21:17:48,2025-09-16T21:17:48
request_001655,SH_016034,relief_item_000035,634,30,114,높음,2025-10-06T21:17:51,대기중,지진 상황 대비 요청,,0,601,2025-09-16T21:17:51,2025-09-16T21:17:51
request_001656,SH_020730,relief_item_000225,25,3,13,높음,2025-09-24T21:17:31,매칭완료,한파 상황 대비 요청,,0,22,2025-09-16T21:17:31,2025-09-16T21:17:31
request_001657,SH_018149,relief_item_000592,442,35,366,높음,2025-10-15T21:19:38,대기중,지진 상황 대비 요청,,0,403,2025-09-16T21:19:38,2025-09-16T21:19:38
request_001658,SH_000432,relief_item_000432,8183,1468,6255,높음,2025-09-18T21:17:35,배송중,지진 상황 대비 요청,,0,6715,2025-09-16T21:17:35,2025-09-16T21:17:35
request_001659,SH_014886,relief_item_000865,5988,172,3187,높음,2025-09-19T21:16:57,대기중,지진 상황 대비 요청,,0,5801,2025-09-16T21:16:57,2025-09-16T21:16:57
request_001660,SH_018224,relief_item_000351,515,54,379,높음,2025-09-27T21:18:37,매칭완료,지진 상황 대비 요청,,0,452,2025-09-16T21:18:37,2025-09-16T21:18:37
request_001661,SH_004118,relief_item_000263,171,33,90,높음,2025-09-20T21:19:34,대기중,지진 상황 대비 요청,,0,138,2025-09-16T21:19:34,2025-09-16T21:19:34
request_001662,SH_005457,relief_item_000583,769,10,591,높음,2025-09-22T21:19:23,매칭완료,지진 상황 대비 요청,,0,759,2025-09-16T21:19:23,2025-09-16T21:19:23
request_001663,SH_018741,relief_item_000339,1547,467,692,중간,2025-09-23T21:19:19,대기중,지진 상황 대비 요청,,0,1067,2025-09-16T21:19:19,2025-09-16T21:19:19
request_001664,SH_015901,relief_item_000790,2699,502,775,높음,2025-09-19T21:17:31,대기중,지진 상황 대비 요청,,0,2193,2025-09-16T21:17:31,2025-09-16T21:17:31
request_001665,SH_007704,relief_item_000569,45,11,9,높음,2025-10-09T21:17:28,대기중,해일 상황 대비 요청,,0,23,2025-09-16T21:17:28,2025-09-16T21:17:28
request_001666,SH_011814,relief_item_000583,12194,1056,8484,높음,2025-10-10T21:16:56,대기중,지진 상황 대비 요청,,0,11138,2025-09-16T21:16:56,2025-09-16T21:16:56
request_001667,SH_017706,relief_item_000588,20,5,14,높음,2025-09-20T21:17:42,매칭완료,지진 상황 대비 요청,,0,6,2025-09-16T21:17:42,2025-09-16T21:17:42
request_001668,SH_009409,relief_item_000087,20,2,16,높음,2025-09-24T21:18:58,대기중,폭염 상황 대비 요청,,0,0,2025-09-16T21:18:58,2025-09-16T21:18:58
request_001669,SH_022121,relief_item_000753,94,10,24,높음,2025-10-15T21:18:05,매칭완료,지진 상황 대비 요청,,0,84,2025-09-16T21:18:05,2025-09-16T21:18:05
request_001670,SH_020665,relief_item_000745,1966,362,1108,높음,2025-10-06T21:19:03,대기중,지진 상황 대비 요청,,0,1604,2025-09-16T21:19:03,2025-09-16T21:19:03
request_001671,SH_003444,relief_item_000647,14,2,6,높음,2025-10-13T21:19:14,매칭완료,한파 상황 대비 요청,,0,10,2025-09-16T21:19:14,2025-09-16T21:19:14
request_001672,SH_009403,relief_item_000015,5106,842,1256,높음,2025-10-03T21:18:41,배송중,지진 상황 대비 요청,,0,4264,2025-09-16T21:18:41,2025-09-16T21:18:41
request_001673,SH_012302,relief_item_000809,31,3,5,높음,2025-09-20T21:17:38,매칭완료,해일 상황 대비 요청,,0,28,2025-09-16T21:17:38,2025-09-16T21:17:38
request_001674,SH_001520,relief_item_000998,30,9,17,높음,2025-09-21T21:19:15,대기중,지진 상황 대비 요청,,0,13,2025-09-16T21:19:15,2025-09-16T21:19:15
request_001675,SH_020994,relief_item_000448,272,73,119,높음,2025-10-08T21:17:16,매칭완료,지진 상황 대비 요청,,0,194,2025-09-16T21:17:16,2025-09-16T21:17:16
request_001676,SH_005664,relief_item_000409,327,80,41,높음,2025-09-18T21:18:04,대기중,지진 상황 대비 요청,,0,240,2025-09-16T21:18:04,2025-09-16T21:18:04
request_001677,SH_008181,relief_item_000198,13,2,2,높음,2025-09-17T21:19:22,매칭완료,지진 상황 대비 요청,,0,7,2025-09-16T21:19:22,2025-09-16T21:19:22
request_001678,SH_010354,relief_item_000346,359,80,119,높음,2025-10-07T21:18:51,대기중,지진 상황 대비 요청,,0,271,2025-09-16T21:18:51,2025-09-16T21:18:51
request_001679,SH_018868,relief_item_000312,85,26,48,중간,2025-10-07T21:19:46,대기중,지진 상황 대비 요청,,0,22,2025-09-16T21:19:46,2025-09-16T21:19:46
request_001680,SH_005356,relief_item_000727,12,3,2,높음,2025-09-23T21:17:48,대기중,한파 상황 대비 요청,,0,9,2025-09-16T21:17:48,2025-09-16T21:17:48
request_001681,SH_006359,relief_item_000808,2710,70,331,높음,2025-10-11T21:17:21,대기중,지진 상황 대비 요청,,0,2640,2025-09-16T21:17:21,2025-09-16T21:17:21
request_001682,SH_016771,relief_item_000936,9,1,3,높음,2025-10-04T21:16:52,완료,한파 상황 대비 요청,,0,8,2025-09-16T21:16:52,2025-09-16T21:16:52
request_001683,SH_015770,relief_item_000348,9,0,4,높음,2025-10-11T21:16:59,대기중,해일 상황 대비 요청,,0,0,2025-09-16T21:16:59,2025-09-16T21:16:59
request_001684,SH_021541,relief_item_000624,452,90,36,높음,2025-09-20T21:16:57,대기중,지진 상황 대비 요청,,0,362,2025-09-16T21:16:57,2025-09-16T21:16:57
request_001685,SH_013767,relief_item_000561,124,11,0,높음,2025-10-02T21:19:36,대기중,지진 상황 대비 요청,,0,113,2025-09-16T21:19:36,2025-09-16T21:19:36
request_001686,SH_020480,relief_item_000344,290,57,198,높음,2025-10-15T21:17:07,완료,지진 상황 대비 요청,,0,233,2025-09-16T21:17:07,2025-09-16T21:17:07
request_001687,SH_020060,relief_item_000405,480,81,355,높음,2025-09-23T21:19:20,대기중,지진 상황 대비 요청,,0,382,2025-09-16T21:19:20,2025-09-16T21:19:20
request_001688,SH_010037,relief_item_000334,459,22,41,높음,2025-10-12T21:18:38,매칭완료,지진 상황 대비 요청,,0,437,2025-09-16T21:18:38,2025-09-16T21:18:38
request_001689,SH_013352,relief_item_000558,435,48,188,높음,2025-10-11T21:17:33,매칭완료,지진 상황 대비 요청,,0,375,2025-09-16T21:17:33,2025-09-16T21:17:33
request_001690,SH_002147,relief_item_000149,528,3,403,높음,2025-09-24T21:19:32,배송중,지진 상황 대비 요청,,0,525,2025-09-16T21:19:32,2025-09-16T21:19:32
request_001691,SH_012690,relief_item_000199,64,17,12,높음,2025-10-03T21:17:53,매칭완료,한파 상황 대비 요청,,0,35,2025-09-16T21:17:53,2025-09-16T21:17:53
request_001692,SH_002321,relief_item_000030,16,1,9,높음,2025-10-04T21:18:51,배송중,지진 상황 대비 요청,,0,15,2025-09-16T21:18:51,2025-09-16T21:18:51
request_001693,SH_011732,relief_item_000239,11,1,9,높음,2025-10-04T21:18:38,완료,지진 상황 대비 요청,,0,10,2025-09-16T21:18:38,2025-09-16T21:18:38
request_001694,SH_021271,relief_item_000630,1085,350,489,중간,2025-10-04T21:18:33,대기중,지진 상황 대비 요청,,0,724,2025-09-16T21:18:33,2025-09-16T21:18:33
request_001695,SH_021932,relief_item_000613,14,0,4,높음,2025-10-11T21:16:59,매칭완료,지진 상황 대비 요청,,0,11,2025-09-16T21:16:59,2025-09-16T21:16:59
request_001696,SH_022300,relief_item_000750,66,0,25,높음,2025-09-27T21:17:59,배송중,지진 상황 대비 요청,,0,66,2025-09-16T21:17:59,2025-09-16T21:17:59
request_001697,SH_016802,relief_item_000275,5026,1536,2480,중간,2025-09-17T21:19:07,완료,지진 상황 대비 요청,,0,3490,2025-09-16T21:19:07,2025-09-16T21:19:07
request_001698,SH_003262,relief_item_000611,1010,165,503,높음,2025-10-05T21:17:45,매칭완료,지진 상황 대비 요청,,0,845,2025-09-16T21:17:45,2025-09-16T21:17:45
request_001699,SH_011996,relief_item_000851,19,6,3,중간,2025-10-12T21:17:03,배송중,지진 상황 대비 요청,,0,13,2025-09-16T21:17:03,2025-09-16T21:17:03
request_001700,SH_015684,relief_item_000986,2903,16,1621,높음,2025-10-02T21:19:06,대기중,지진 상황 대비 요청,,0,2884,2025-09-16T21:19:06,2025-09-16T21:19:06
request_001701,SH_013588,relief_item_000429,122,4,83,높음,2025-10-08T21:18:33,매칭완료,지진 상황 대비 요청,,0,118,2025-09-16T21:18:33,2025-09-16T21:18:33
request_001702,SH_000677,relief_item_000282,126,19,23,높음,2025-10-13T21:18:56,취소,지진 상황 대비 요청,,0,107,2025-09-16T21:18:56,2025-09-16T21:18:56
request_001703,SH_003868,relief_item_000495,34,11,16,중간,2025-10-08T21:19:12,매칭완료,한파 상황 대비 요청,,0,23,2025-09-16T21:19:12,2025-09-16T21:19:12
request_001704,SH_022018,relief_item_000105,2674,718,128,높음,2025-10-09T21:18:00,대기중,지진 상황 대비 요청,,0,1939,2025-09-16T21:18:00,2025-09-16T21:18:00
request_001705,SH_014739,relief_item_000299,310,60,35,높음,2025-10-03T21:17:00,대기중,지진 상황 대비 요청,,0,235,2025-09-16T21:17:00,2025-09-16T21:17:00
request_001706,SH_003383,relief_item_000046,1118,79,721,높음,2025-10-08T21:18:07,매칭완료,지진 상황 대비 요청,,0,1037,2025-09-16T21:18:07,2025-09-16T21:18:07
request_001707,SH_022385,relief_item_000275,1975,114,30,높음,2025-09-29T21:19:09,대기중,지진 상황 대비 요청,,0,1861,2025-09-16T21:19:09,2025-09-16T21:19:09
request_001708,SH_000561,relief_item_000108,4996,53,1530,높음,2025-10-03T21:19:00,대기중,지진 상황 대비 요청,,0,4943,2025-09-16T21:19:00,2025-09-16T21:19:00
request_001709,SH_022626,relief_item_000113,3918,969,1179,높음,2025-09-22T21:18:00,완료,지진 상황 대비 요청,,0,2949,2025-09-16T21:18:00,2025-09-16T21:18:00
request_001710,SH_012534,relief_item_000203,24768,4880,14502,높음,2025-09-30T21:17:13,대기중,지진 상황 대비 요청,,0,19884,2025-09-16T21:17:13,2025-09-16T21:17:13
request_001711,SH_014538,relief_item_000685,4136,579,2493,높음,2025-09-20T21:16:57,배송중,지진 상황 대비 요청,,0,3557,2025-09-16T21:16:57,2025-09-16T21:16:57
request_001712,SH_013600,relief_item_000468,56,0,8,높음,2025-09-22T21:18:29,대기중,한파 상황 대비 요청,,0,56,2025-09-16T21:18:29,2025-09-16T21:18:29
request_001713,SH_018756,relief_item_000957,46,4,30,높음,2025-10-05T21:18:57,대기중,지진 상황 대비 요청,,0,20,2025-09-16T21:18:57,2025-09-16T21:18:57
request_001714,SH_021282,relief_item_000725,43,9,6,높음,2025-09-28T21:16:57,대기중,지진 상황 대비 요청,,0,34,2025-09-16T21:16:57,2025-09-16T21:16:57
request_001715,SH_009618,relief_item_000554,17,4,4,높음,2025-09-26T21:18:09,매칭완료,지진 상황 대비 요청,,0,3,2025-09-16T21:18:09,2025-09-16T21:18:09
request_001716,SH_014945,relief_item_000646,535,71,247,높음,2025-10-07T21:17:28,취소,지진 상황 대비 요청,,0,464,2025-09-16T21:17:28,2025-09-16T21:17:28
request_001717,SH_001738,relief_item_000926,3264,766,1885,높음,2025-09-22T21:17:02,대기중,지진 상황 대비 요청,,0,2497,2025-09-16T21:17:02,2025-09-16T21:17:02
request_001718,SH_001096,relief_item_000350,24,8,9,중간,2025-09-29T21:17:11,취소,지진 상황 대비 요청,,0,16,2025-09-16T21:17:11,2025-09-16T21:17:11
request_001719,SH_009780,relief_item_000730,110,2,29,높음,2025-09-28T21:19:41,대기중,지진 상황 대비 요청,,0,108,2025-09-16T21:19:41,2025-09-16T21:19:41
request_001720,SH_008544,relief_item_000872,21,5,15,높음,2025-10-08T21:18:37,매칭완료,지진 상황 대비 요청,,0,16,2025-09-16T21:18:37,2025-09-16T21:18:37
request_001721,SH_022220,relief_item_000874,293,70,104,높음,2025-10-01T21:18:16,매칭완료,지진 상황 대비 요청,,0,218,2025-09-16T21:18:16,2025-09-16T21:18:16
