consumption_id,shelter_id,disaster_incident_id,relief_item_id,consumed_quantity,start_date,end_date,duration_days,daily_consumption_rate,peak_consumption_day,peak_consumption_quantity,remain_item,shelter_occupancy,occupancy_rate,disaster_severity,weather_conditions,special_circumstances,waste_rate,satisfaction_score,adequacy_level,restock_frequency,seasonality,children_ratio,elderly_ratio,disabled_ratio,accessibility_score,distribution_efficiency,recorded_by,created_at,updated_at
consumption_002620,SH_008574,incident_000609,relief_item_000463,1,2018-03-06,2018-03-15,9,0.11,2,0,0,3623,0.46,중간,일반,"반려동물 포함,고령자 포함",0.14,2.0,적정,5,봄,0.02,0.01,0.12,4.8,0.74,user_000005,2018-03-15,2018-03-15
consumption_002621,SH_006863,incident_000281,relief_item_000379,5,2018-08-08,2018-08-11,3,1.67,1,2,0,7426,0.37,높음,눈,"반려동물 포함,장애인 포함",0.049,3.3,과다,3,여름,0.21,0.06,0.14,4.9,0.89,user_000003,2018-08-11,2018-08-11
consumption_002622,SH_005664,,relief_item_000409,0,2025-02-13,2025-03-01,16,0.0,7,0,0,1157,0.22,낮음,추위,"반려동물 포함,고령자 포함",0.018,3.3,적정,5,겨울,0.06,0.18,0.14,3.8,0.71,user_000007,2025-03-01,2025-03-01
consumption_002623,SH_002600,incident_000233,relief_item_000276,6,2017-12-29,2018-01-04,6,1.0,5,1,0,1905,0.68,높음,눈,"장애인 포함,고령자 포함,반려동물 포함",0.065,4.2,적정,1,겨울,0.15,0.09,0.12,3.8,0.88,user_000005,2018-01-04,2018-01-04
consumption_002624,SH_006452,incident_000277,relief_item_000154,1,2016-05-05,2016-05-07,2,0.5,2,0,0,10532,0.96,중간,더위,"반려동물 포함,고령자 포함,장애인 포함",0.104,3.3,부족,0,봄,0.14,0.18,0.03,4.2,0.92,user_000002,2016-05-07,2016-05-07
consumption_002625,SH_002374,,relief_item_000544,0,2021-06-13,2021-07-04,21,0.0,4,0,0,135,0.14,중간,더위,"반려동물 포함,어린이 다수,고령자 포함",0.147,2.5,부족,3,여름,0.16,0.07,0.02,3.6,0.85,user_000005,2021-07-04,2021-07-04
consumption_002626,SH_005720,,relief_item_000679,7,2015-12-02,2015-12-31,29,0.24,7,0,0,506,0.21,중간,눈,반려동물 포함,0.098,3.6,적정,4,겨울,0.05,0.15,0.04,4.1,0.71,user_000001,2015-12-31,2015-12-31
consumption_002627,SH_001324,,relief_item_000273,1,2024-02-13,2024-03-13,29,0.03,25,0,0,2321,0.65,높음,더위,어린이 다수,0.03,2.3,과다,3,겨울,0.15,0.13,0.06,2.2,0.65,user_000002,2024-03-13,2024-03-13
consumption_002628,SH_005720,,relief_item_000679,6,2022-01-30,2022-02-08,9,0.67,1,1,0,1455,0.61,중간,눈,"어린이 다수,장애인 포함",0.148,3.3,충분,0,겨울,0.1,0.17,0.01,4.2,0.8,user_000001,2022-02-08,2022-02-08
consumption_002629,SH_017082,incident_000290,relief_item_000465,1,2017-03-17,2017-04-04,18,0.06,1,0,0,307,0.24,중간,일반,"고령자 포함,장애인 포함,어린이 다수",0.037,3.9,충분,5,봄,0.33,0.27,0.08,2.0,0.88,user_000001,2017-04-04,2017-04-04
consumption_002630,SH_016001,incident_000002,relief_item_000175,1,2019-09-13,2019-09-30,17,0.06,14,0,0,11992,0.52,낮음,일반,어린이 다수,0.115,4.8,적정,2,가을,0.29,0.03,0.14,2.1,0.92,user_000002,2019-09-30,2019-09-30
consumption_002631,SH_009117,incident_000381,relief_item_000898,2,2021-11-20,2021-12-07,17,0.12,7,0,0,436,0.41,중간,추위,고령자 포함,0.009,3.6,부족,2,가을,0.14,0.02,0.13,2.0,0.82,user_000004,2021-12-07,2021-12-07
consumption_002632,SH_009961,,relief_item_000936,0,2020-12-21,2021-01-01,11,0.0,8,0,0,702,0.74,낮음,추위,"어린이 다수,장애인 포함,고령자 포함",0.132,3.6,충분,4,겨울,0.34,0.02,0.01,3.2,0.83,user_000008,2021-01-01,2021-01-01
consumption_002633,SH_000581,,relief_item_000228,2,2023-02-28,2023-03-01,1,2.0,1,2,0,4465,0.16,낮음,일반,"반려동물 포함,장애인 포함,어린이 다수",0.114,4.7,과다,3,겨울,0.23,0.29,0.13,4.0,0.64,user_000002,2023-03-01,2023-03-01
consumption_002634,SH_006310,,relief_item_000749,2,2025-04-07,2025-04-25,18,0.11,7,0,0,2717,0.51,중간,더위,"어린이 다수,고령자 포함",0.102,4.6,과다,5,봄,0.24,0.26,0.05,2.9,0.6,user_000005,2025-04-25,2025-04-25
consumption_002635,SH_000705,incident_000457,relief_item_000543,1,2021-05-15,2021-05-19,4,0.25,2,0,0,3807,0.7,낮음,추위,"장애인 포함,어린이 다수,반려동물 포함",0.106,2.5,부족,4,봄,0.17,0.24,0.12,3.1,0.77,user_000004,2021-05-19,2021-05-19
consumption_002636,SH_015096,,relief_item_000845,1,2019-08-29,2019-09-11,13,0.08,4,0,0,6437,0.34,높음,일반,장애인 포함,0.028,4.1,충분,0,여름,0.11,0.09,0.09,4.0,0.92,user_000007,2019-09-11,2019-09-11
consumption_002637,SH_017097,incident_000881,relief_item_000368,3,2024-11-14,2024-11-21,7,0.43,2,0,0,35,0.07,중간,추위,장애인 포함,0.039,4.2,과다,2,가을,0.37,0.0,0.11,3.4,0.67,user_000001,2024-11-21,2024-11-21
consumption_002638,SH_007210,,relief_item_000810,0,2017-06-27,2017-07-01,4,0.0,3,0,0,305,0.26,중간,비,"장애인 포함,고령자 포함,반려동물 포함",0.091,3.2,부족,4,여름,0.06,0.24,0.06,4.7,0.63,user_000007,2017-07-01,2017-07-01
consumption_002639,SH_017320,,relief_item_000991,0,2016-04-04,2016-04-13,9,0.0,3,0,0,2840,0.2,낮음,비,"고령자 포함,반려동물 포함",0.085,3.4,충분,3,봄,0.04,0.0,0.1,4.1,0.62,user_000009,2016-04-13,2016-04-13
consumption_002640,SH_010153,incident_000691,relief_item_000437,3,2015-11-04,2015-11-20,16,0.19,2,0,0,973,0.04,중간,눈,"고령자 포함,장애인 포함",0.142,4.5,부족,5,가을,0.11,0.01,0.04,4.7,0.95,user_000002,2015-11-20,2015-11-20
consumption_002641,SH_004061,incident_000199,relief_item_000260,4,2016-05-14,2016-05-23,9,0.44,1,0,0,3023,0.52,높음,일반,반려동물 포함,0.062,4.3,부족,2,봄,0.16,0.06,0.05,4.4,0.93,user_000004,2016-05-23,2016-05-23
consumption_002642,SH_022247,,relief_item_000944,23,2018-09-29,2018-10-25,26,0.88,15,1,0,2308,0.64,중간,눈,장애인 포함,0.135,4.7,과다,4,가을,0.08,0.13,0.12,3.5,0.91,user_000005,2018-10-25,2018-10-25
consumption_002643,SH_022597,incident_000070,relief_item_000207,1,2020-08-24,2020-09-19,26,0.04,24,0,0,571,0.29,낮음,추위,반려동물 포함,0.065,3.3,부족,0,여름,0.14,0.04,0.0,2.6,0.73,user_000010,2020-09-19,2020-09-19
consumption_002644,SH_018080,incident_000726,relief_item_000407,1,2025-03-15,2025-04-02,18,0.06,4,0,0,15859,0.65,낮음,더위,"반려동물 포함,장애인 포함,어린이 다수",0.114,2.9,과다,2,봄,0.22,0.16,0.13,3.3,0.84,user_000003,2025-04-02,2025-04-02
consumption_002645,SH_006985,incident_000192,relief_item_000079,9,2017-04-06,2017-05-04,28,0.32,25,0,1,2320,0.54,낮음,일반,"반려동물 포함,고령자 포함,어린이 다수",0.099,4.2,적정,3,봄,0.06,0.09,0.14,4.8,0.91,user_000008,2017-05-04,2017-05-04
consumption_002646,SH_004410,incident_000260,relief_item_000853,4,2022-12-05,2022-12-25,20,0.2,3,0,1,89,0.89,중간,추위,"고령자 포함,반려동물 포함,어린이 다수",0.106,4.4,부족,1,겨울,0.15,0.22,0.15,2.2,0.7,user_000003,2022-12-25,2022-12-25
consumption_002647,SH_008043,incident_000398,relief_item_000831,4,2017-01-27,2017-02-24,28,0.14,22,0,0,1287,0.41,낮음,더위,고령자 포함,0.145,4.2,부족,1,겨울,0.37,0.27,0.15,3.1,0.72,user_000004,2017-02-24,2017-02-24
consumption_002648,SH_009630,,relief_item_000616,12,2020-08-01,2020-08-24,23,0.52,7,0,0,11666,0.57,높음,눈,"장애인 포함,반려동물 포함,어린이 다수",0.039,2.6,적정,4,여름,0.2,0.02,0.07,4.7,0.66,user_000002,2020-08-24,2020-08-24
consumption_002649,SH_005333,,relief_item_000488,1,2024-11-07,2024-11-20,13,0.08,5,0,0,50,0.57,중간,더위,장애인 포함,0.048,4.4,충분,5,가을,0.15,0.12,0.02,2.2,0.91,user_000009,2024-11-20,2024-11-20
consumption_002650,SH_012689,incident_000790,relief_item_000684,17,2020-07-05,2020-07-23,18,0.94,7,0,3,1958,0.29,중간,비,"반려동물 포함,장애인 포함",0.01,4.4,충분,1,여름,0.04,0.04,0.15,4.7,0.8,user_000009,2020-07-23,2020-07-23
consumption_002651,SH_015732,incident_000116,relief_item_000874,1,2024-04-01,2024-04-24,23,0.04,21,0,0,106,0.22,높음,추위,"고령자 포함,어린이 다수",0.11,4.6,충분,0,봄,0.3,0.22,0.08,4.5,0.84,user_000001,2024-04-24,2024-04-24
consumption_002652,SH_013973,,relief_item_000853,8,2023-09-23,2023-09-28,5,1.6,5,1,1,7493,0.93,높음,추위,"고령자 포함,어린이 다수",0.061,2.9,부족,2,가을,0.0,0.16,0.06,4.5,0.91,user_000005,2023-09-28,2023-09-28
consumption_002653,SH_001954,incident_000831,relief_item_000233,2,2023-05-24,2023-05-25,1,2.0,1,2,0,888,0.24,낮음,일반,장애인 포함,0.135,3.1,과다,3,봄,0.17,0.0,0.12,2.2,0.77,user_000009,2023-05-25,2023-05-25
consumption_002654,SH_008721,,relief_item_000246,2,2021-07-12,2021-08-07,26,0.08,10,0,0,241,0.49,높음,눈,어린이 다수,0.119,2.1,과다,0,여름,0.27,0.0,0.09,4.4,0.85,user_000010,2021-08-07,2021-08-07
consumption_002655,SH_016134,incident_000508,relief_item_000518,1,2025-01-26,2025-02-17,22,0.05,7,0,0,343,0.86,낮음,눈,"반려동물 포함,어린이 다수",0.11,2.8,충분,0,겨울,0.26,0.05,0.0,2.0,0.64,user_000001,2025-02-17,2025-02-17
consumption_002656,SH_004908,,relief_item_000016,7,2017-02-26,2017-03-10,12,0.58,12,0,0,4136,0.57,낮음,일반,"어린이 다수,장애인 포함,반려동물 포함",0.031,4.1,충분,5,겨울,0.13,0.13,0.01,3.2,0.82,user_000004,2017-03-10,2017-03-10
consumption_002657,SH_014521,incident_000653,relief_item_000446,1,2016-11-13,2016-11-25,12,0.08,1,0,0,8615,0.62,높음,추위,"어린이 다수,반려동물 포함",0.057,2.4,충분,5,가을,0.27,0.16,0.12,3.0,0.77,user_000002,2016-11-25,2016-11-25
consumption_002658,SH_000275,incident_000260,relief_item_000923,26,2017-06-11,2017-06-25,14,1.86,13,1,5,6045,0.75,중간,비,"고령자 포함,장애인 포함,어린이 다수",0.071,3.9,과다,0,여름,0.15,0.03,0.0,2.4,0.86,user_000006,2017-06-25,2017-06-25
consumption_002659,SH_009487,,relief_item_000985,3,2023-05-13,2023-06-09,27,0.11,7,0,0,75,0.75,낮음,추위,"반려동물 포함,장애인 포함,어린이 다수",0.068,4.5,과다,4,봄,0.34,0.05,0.03,2.1,0.82,user_000002,2023-06-09,2023-06-09
consumption_002660,SH_002639,incident_000812,relief_item_000122,1,2016-12-15,2016-12-18,3,0.33,2,0,0,1769,0.06,중간,더위,"어린이 다수,반려동물 포함",0.055,4.8,부족,0,겨울,0.09,0.07,0.08,4.0,0.8,user_000010,2016-12-18,2016-12-18
consumption_002661,SH_020512,,relief_item_000466,1,2024-02-18,2024-02-19,1,1.0,1,2,0,17,0.33,높음,비,"어린이 다수,고령자 포함",0.002,2.4,과다,2,겨울,0.18,0.09,0.02,4.5,0.91,user_000008,2024-02-19,2024-02-19
consumption_002662,SH_010400,incident_000146,relief_item_000063,0,2016-10-03,2016-10-17,14,0.0,2,0,0,145,0.1,높음,일반,어린이 다수,0.036,4.9,충분,2,가을,0.31,0.05,0.02,2.4,0.73,user_000005,2016-10-17,2016-10-17
consumption_002663,SH_015990,incident_000178,relief_item_000086,6,2022-03-12,2022-04-09,28,0.21,21,0,0,48,0.14,중간,눈,"고령자 포함,어린이 다수",0.053,4.5,적정,1,봄,0.3,0.17,0.05,2.3,0.83,user_000010,2022-04-09,2022-04-09
consumption_002664,SH_014639,,relief_item_000054,1,2025-05-14,2025-06-05,22,0.05,20,0,0,1229,0.78,낮음,추위,"고령자 포함,장애인 포함,반려동물 포함",0.147,3.6,적정,3,봄,0.08,0.2,0.14,3.4,0.88,user_000010,2025-06-05,2025-06-05
consumption_002665,SH_008371,incident_000124,relief_item_000618,10,2020-10-01,2020-10-19,18,0.56,7,1,1,3320,0.73,낮음,더위,"고령자 포함,장애인 포함,반려동물 포함",0.089,4.1,부족,1,가을,0.28,0.05,0.07,3.6,0.9,user_000005,2020-10-19,2020-10-19
consumption_002666,SH_017498,incident_000500,relief_item_000199,0,2015-09-26,2015-10-02,6,0.0,3,0,0,90,0.82,높음,추위,"고령자 포함,반려동물 포함",0.015,3.6,과다,4,가을,0.24,0.09,0.04,3.8,0.65,user_000008,2015-10-02,2015-10-02
consumption_002667,SH_000346,incident_000430,relief_item_000468,5,2023-10-28,2023-11-24,27,0.19,17,0,1,3900,0.77,낮음,일반,고령자 포함,0.055,2.5,과다,4,가을,0.01,0.03,0.04,4.7,0.9,user_000008,2023-11-24,2023-11-24
consumption_002668,SH_019172,,relief_item_000449,9,2018-12-30,2019-01-10,11,0.82,3,1,0,10,0.03,낮음,일반,"어린이 다수,고령자 포함",0.066,3.1,적정,5,겨울,0.33,0.08,0.03,2.7,0.77,user_000010,2019-01-10,2019-01-10
consumption_002669,SH_015699,,relief_item_000709,3,2019-09-13,2019-09-27,14,0.21,6,0,0,10238,0.8,높음,일반,"어린이 다수,장애인 포함",0.024,2.8,과다,3,가을,0.05,0.27,0.08,3.9,0.99,user_000004,2019-09-27,2019-09-27
consumption_002670,SH_017948,incident_000504,relief_item_000167,4,2020-02-07,2020-03-05,27,0.15,13,0,0,32,0.01,낮음,일반,고령자 포함,0.076,2.4,과다,1,겨울,0.36,0.14,0.01,3.3,0.98,user_000004,2020-03-05,2020-03-05
consumption_002671,SH_002749,,relief_item_000390,0,2023-02-09,2023-02-18,9,0.0,4,0,0,24296,0.95,중간,일반,"반려동물 포함,고령자 포함,장애인 포함",0.061,2.1,과다,3,겨울,0.04,0.18,0.03,3.3,0.76,user_000003,2023-02-18,2023-02-18
consumption_002672,SH_012379,,relief_item_000680,1,2022-06-27,2022-07-16,19,0.05,9,0,0,177,0.96,높음,눈,장애인 포함,0.034,4.2,과다,0,여름,0.34,0.24,0.12,3.2,0.85,user_000002,2022-07-16,2022-07-16
consumption_002673,SH_019823,incident_000521,relief_item_000378,0,2020-07-17,2020-08-03,17,0.0,8,0,0,133,0.47,중간,더위,"고령자 포함,반려동물 포함,장애인 포함",0.038,4.8,과다,5,여름,0.06,0.19,0.09,3.8,0.92,user_000010,2020-08-03,2020-08-03
consumption_002674,SH_015614,,relief_item_000904,6,2020-07-31,2020-08-05,5,1.2,5,1,1,4756,0.89,높음,눈,"고령자 포함,반려동물 포함,장애인 포함",0.022,2.5,적정,1,여름,0.2,0.22,0.13,3.3,0.67,user_000007,2020-08-05,2020-08-05
consumption_002675,SH_021079,,relief_item_000974,4,2025-08-18,2025-09-11,24,0.17,2,0,0,19602,0.5,낮음,비,반려동물 포함,0.023,2.8,과다,0,여름,0.25,0.23,0.05,2.4,0.67,user_000004,2025-09-11,2025-09-11
consumption_002676,SH_018756,incident_000114,relief_item_000957,10,2022-10-11,2022-10-30,19,0.53,4,1,1,413,0.66,높음,비,"장애인 포함,어린이 다수",0.14,2.8,적정,1,가을,0.14,0.07,0.07,2.4,0.81,user_000009,2022-10-30,2022-10-30
consumption_002677,SH_010676,incident_000834,relief_item_000188,0,2023-03-22,2023-04-19,28,0.0,27,0,0,967,0.3,중간,더위,"반려동물 포함,어린이 다수",0.109,4.6,부족,0,봄,0.23,0.15,0.03,2.9,0.67,user_000006,2023-04-19,2023-04-19
consumption_002678,SH_022446,,relief_item_000757,2,2022-08-01,2022-08-21,20,0.1,1,0,0,299,0.83,높음,일반,장애인 포함,0.115,3.7,충분,5,여름,0.37,0.07,0.09,4.4,0.96,user_000005,2022-08-21,2022-08-21
consumption_002679,SH_002884,,relief_item_000932,6,2017-03-19,2017-04-12,24,0.25,7,0,0,4535,0.1,낮음,추위,"장애인 포함,반려동물 포함",0.102,2.0,부족,0,봄,0.24,0.04,0.07,3.9,0.96,user_000007,2017-04-12,2017-04-12
consumption_002680,SH_011276,,relief_item_000470,1,2023-09-20,2023-09-26,6,0.17,6,0,0,1360,0.12,낮음,비,고령자 포함,0.013,4.0,적정,0,가을,0.36,0.15,0.12,4.5,0.68,user_000001,2023-09-26,2023-09-26
consumption_002681,SH_005333,,relief_item_000488,1,2021-07-03,2021-07-29,26,0.04,14,0,0,54,0.61,중간,일반,"반려동물 포함,어린이 다수,장애인 포함",0.036,4.5,충분,0,여름,0.24,0.22,0.09,3.1,0.68,user_000009,2021-07-29,2021-07-29
consumption_002682,SH_011346,incident_000554,relief_item_000258,1,2021-10-24,2021-11-05,12,0.08,5,0,0,13881,0.72,중간,비,"장애인 포함,반려동물 포함",0.144,3.6,적정,2,가을,0.02,0.26,0.14,4.9,0.7,user_000005,2021-11-05,2021-11-05
consumption_002683,SH_004501,,relief_item_000829,1,2025-01-20,2025-02-02,13,0.08,10,0,0,10752,0.92,낮음,더위,고령자 포함,0.075,2.2,부족,5,겨울,0.36,0.22,0.08,4.5,0.93,user_000010,2025-02-02,2025-02-02
consumption_002684,SH_007902,,relief_item_000945,16,2020-12-22,2020-12-25,3,5.33,2,10,0,20,0.22,낮음,일반,어린이 다수,0.03,3.9,과다,3,겨울,0.39,0.09,0.12,3.9,0.96,user_000003,2020-12-25,2020-12-25
consumption_002685,SH_019974,incident_000168,relief_item_000612,1,2022-07-08,2022-08-04,27,0.04,9,0,0,5774,0.83,낮음,비,어린이 다수,0.014,3.2,과다,1,여름,0.22,0.26,0.1,2.4,0.79,user_000009,2022-08-04,2022-08-04
consumption_002686,SH_003427,incident_000779,relief_item_000599,1,2021-02-24,2021-03-23,27,0.04,20,0,0,35,0.39,중간,일반,"어린이 다수,반려동물 포함",0.087,3.5,충분,3,겨울,0.14,0.06,0.11,3.3,0.68,user_000001,2021-03-23,2021-03-23
consumption_002687,SH_017811,,relief_item_000652,6,2019-03-04,2019-03-31,27,0.22,3,0,0,3737,0.21,중간,비,"고령자 포함,반려동물 포함,어린이 다수",0.044,2.0,충분,3,봄,0.02,0.17,0.13,3.6,0.99,user_000006,2019-03-31,2019-03-31
consumption_002688,SH_020791,incident_000358,relief_item_000610,0,2019-08-18,2019-09-01,14,0.0,3,0,0,1453,0.22,중간,일반,"반려동물 포함,장애인 포함,어린이 다수",0.123,2.5,과다,3,여름,0.11,0.12,0.13,4.4,0.63,user_000003,2019-09-01,2019-09-01
consumption_002689,SH_012075,,relief_item_000235,0,2023-05-02,2023-05-04,2,0.0,1,0,0,155,1.0,중간,눈,"장애인 포함,어린이 다수,고령자 포함",0.072,4.5,충분,4,봄,0.01,0.09,0.06,3.9,0.65,user_000003,2023-05-04,2023-05-04
consumption_002690,SH_010811,,relief_item_000604,0,2018-05-05,2018-05-13,8,0.0,6,0,0,1195,0.53,높음,비,반려동물 포함,0.006,3.3,충분,1,봄,0.24,0.13,0.02,2.9,0.89,user_000003,2018-05-13,2018-05-13
consumption_002691,SH_010916,incident_000154,relief_item_000435,3,2021-10-17,2021-11-01,15,0.2,1,0,0,1756,0.5,중간,일반,반려동물 포함,0.064,3.9,부족,1,가을,0.39,0.18,0.02,2.6,0.98,user_000003,2021-11-01,2021-11-01
consumption_002692,SH_002315,,relief_item_000940,16,2020-08-23,2020-09-15,23,0.7,20,1,2,7906,0.69,중간,추위,"고령자 포함,반려동물 포함,어린이 다수",0.144,3.0,과다,2,여름,0.09,0.27,0.0,2.2,0.86,user_000002,2020-09-15,2020-09-15
consumption_002693,SH_020193,,relief_item_000340,3,2022-07-21,2022-08-02,12,0.25,11,0,0,2627,0.11,낮음,비,"어린이 다수,장애인 포함,반려동물 포함",0.005,3.6,적정,4,여름,0.34,0.0,0.15,2.8,0.77,user_000006,2022-08-02,2022-08-02
consumption_002694,SH_002886,,relief_item_000402,1,2015-12-28,2016-01-15,18,0.06,10,0,0,99,0.99,높음,추위,"어린이 다수,반려동물 포함,장애인 포함",0.076,2.1,부족,5,겨울,0.21,0.23,0.04,3.6,0.71,user_000003,2016-01-15,2016-01-15
consumption_002695,SH_013473,incident_000067,relief_item_000599,4,2017-10-28,2017-11-06,9,0.44,8,0,0,393,0.19,높음,더위,"장애인 포함,어린이 다수,반려동물 포함",0.028,4.7,부족,2,가을,0.08,0.23,0.08,4.9,0.83,user_000003,2017-11-06,2017-11-06
consumption_002696,SH_017789,incident_000817,relief_item_000079,1,2022-10-24,2022-11-09,16,0.06,9,0,0,264,0.23,중간,추위,"어린이 다수,장애인 포함",0.006,4.6,충분,0,가을,0.24,0.13,0.05,4.0,0.92,user_000010,2022-11-09,2022-11-09
consumption_002697,SH_005048,,relief_item_000983,0,2023-11-28,2023-12-18,20,0.0,4,0,0,321,0.4,낮음,눈,"반려동물 포함,어린이 다수",0.145,4.9,과다,3,가을,0.11,0.0,0.12,4.8,0.83,user_000008,2023-12-18,2023-12-18
consumption_002698,SH_003776,incident_000558,relief_item_000556,0,2017-08-15,2017-08-23,8,0.0,7,0,0,2832,0.3,높음,추위,"고령자 포함,장애인 포함",0.062,2.2,적정,4,여름,0.06,0.1,0.07,4.2,0.82,user_000009,2017-08-23,2017-08-23
consumption_002699,SH_015928,,relief_item_000408,10,2024-01-19,2024-02-05,17,0.59,8,1,1,71,0.79,낮음,눈,"어린이 다수,반려동물 포함,장애인 포함",0.071,4.1,충분,0,겨울,0.16,0.03,0.11,2.6,1.0,user_000009,2024-02-05,2024-02-05
consumption_002700,SH_001434,,relief_item_000916,1,2019-08-28,2019-09-27,30,0.03,14,0,0,21,0.6,높음,추위,반려동물 포함,0.091,4.1,부족,1,여름,0.09,0.29,0.14,2.8,0.77,user_000002,2019-09-27,2019-09-27
consumption_002701,SH_017523,,relief_item_000991,2,2024-05-30,2024-06-27,28,0.07,21,0,0,913,0.03,높음,비,"어린이 다수,고령자 포함",0.127,4.6,충분,2,봄,0.38,0.28,0.11,2.9,0.9,user_000002,2024-06-27,2024-06-27
consumption_002702,SH_001008,incident_000814,relief_item_000499,1,2025-07-16,2025-07-26,10,0.1,9,0,0,3047,0.7,낮음,추위,"장애인 포함,어린이 다수,반려동물 포함",0.093,3.2,적정,3,여름,0.04,0.17,0.06,4.6,0.87,user_000001,2025-07-26,2025-07-26
consumption_002703,SH_019880,,relief_item_000251,2,2024-01-24,2024-02-10,17,0.12,7,0,0,118,0.81,높음,눈,반려동물 포함,0.014,2.9,적정,1,겨울,0.07,0.06,0.1,4.9,0.86,user_000003,2024-02-10,2024-02-10
consumption_002704,SH_019428,incident_000593,relief_item_000130,15,2022-04-13,2022-04-18,5,3.0,4,6,1,417,0.9,중간,일반,"고령자 포함,어린이 다수",0.097,3.9,부족,2,봄,0.31,0.12,0.13,3.3,0.74,user_000003,2022-04-18,2022-04-18
consumption_002705,SH_010050,incident_000690,relief_item_000015,7,2017-02-03,2017-02-14,11,0.64,10,0,1,115,0.88,낮음,일반,"반려동물 포함,장애인 포함",0.033,2.7,과다,5,겨울,0.12,0.14,0.11,3.0,0.9,user_000007,2017-02-14,2017-02-14
consumption_002706,SH_019416,,relief_item_000391,4,2023-05-08,2023-05-12,4,1.0,2,2,0,748,0.9,낮음,눈,"반려동물 포함,고령자 포함",0.067,3.4,과다,3,봄,0.28,0.07,0.03,3.9,0.83,user_000006,2023-05-12,2023-05-12
consumption_002707,SH_012163,incident_000454,relief_item_000205,5,2023-03-17,2023-04-01,15,0.33,11,0,1,6988,0.27,중간,비,"고령자 포함,반려동물 포함,장애인 포함",0.089,4.8,충분,1,봄,0.12,0.01,0.0,4.6,0.91,user_000001,2023-04-01,2023-04-01
consumption_002708,SH_009649,incident_000535,relief_item_000422,2,2022-03-25,2022-04-09,15,0.13,4,0,0,200,0.66,낮음,더위,"장애인 포함,고령자 포함,어린이 다수",0.001,3.0,적정,5,봄,0.03,0.12,0.14,2.0,0.82,user_000001,2022-04-09,2022-04-09
consumption_002709,SH_011736,incident_000151,relief_item_000531,4,2017-10-25,2017-11-12,18,0.22,4,0,0,79,0.99,낮음,일반,"고령자 포함,반려동물 포함",0.071,2.8,충분,1,가을,0.37,0.18,0.08,3.2,0.93,user_000008,2017-11-12,2017-11-12
consumption_002710,SH_010153,incident_000691,relief_item_000437,8,2025-02-20,2025-03-20,28,0.29,26,0,0,17137,0.7,높음,더위,장애인 포함,0.002,3.3,충분,4,겨울,0.36,0.02,0.09,3.6,0.65,user_000002,2025-03-20,2025-03-20
consumption_002711,SH_001137,incident_000265,relief_item_000675,2,2020-10-01,2020-10-21,20,0.1,14,0,0,567,0.09,높음,눈,반려동물 포함,0.119,3.1,충분,3,가을,0.24,0.26,0.0,4.1,0.7,user_000008,2020-10-21,2020-10-21
consumption_002712,SH_018570,incident_000997,relief_item_000163,58,2022-06-13,2022-07-08,25,2.32,7,2,7,1070,0.78,낮음,추위,어린이 다수,0.074,4.2,적정,0,여름,0.35,0.04,0.07,2.0,0.62,user_000009,2022-07-08,2022-07-08
consumption_002713,SH_000118,,relief_item_000313,11,2018-07-12,2018-07-14,2,5.5,1,10,2,14,0.09,낮음,추위,"고령자 포함,장애인 포함,반려동물 포함",0.074,4.7,충분,5,여름,0.02,0.13,0.08,2.6,0.61,user_000010,2018-07-14,2018-07-14
consumption_002714,SH_021324,,relief_item_000094,19,2024-04-13,2024-05-11,28,0.68,3,1,4,10,0.05,낮음,눈,"고령자 포함,장애인 포함",0.141,2.5,부족,2,봄,0.01,0.05,0.06,2.8,0.7,user_000008,2024-05-11,2024-05-11
consumption_002715,SH_009372,,relief_item_000222,0,2017-09-27,2017-10-23,26,0.0,1,0,0,47,0.23,중간,비,장애인 포함,0.059,4.6,적정,2,가을,0.35,0.28,0.04,4.4,0.97,user_000006,2017-10-23,2017-10-23
consumption_002716,SH_001615,,relief_item_000037,0,2024-03-25,2024-04-03,9,0.0,3,0,0,428,0.77,낮음,더위,"어린이 다수,장애인 포함",0.033,3.2,과다,5,봄,0.0,0.12,0.15,3.1,0.71,user_000007,2024-04-03,2024-04-03
consumption_002717,SH_015967,incident_000308,relief_item_000010,8,2019-11-02,2019-11-05,3,2.67,1,3,0,77,0.96,높음,추위,어린이 다수,0.144,2.6,적정,2,가을,0.32,0.22,0.12,4.5,0.72,user_000004,2019-11-05,2019-11-05
consumption_002718,SH_010811,,relief_item_000604,1,2018-09-30,2018-10-30,30,0.03,22,0,0,1785,0.8,낮음,추위,"고령자 포함,반려동물 포함",0.102,4.3,적정,1,가을,0.08,0.15,0.08,3.8,0.73,user_000003,2018-10-30,2018-10-30
consumption_002719,SH_015740,incident_000629,relief_item_000387,14,2020-04-27,2020-05-01,4,3.5,3,3,0,305,0.09,높음,눈,"고령자 포함,어린이 다수,장애인 포함",0.093,2.8,충분,2,봄,0.05,0.09,0.0,4.0,0.84,user_000003,2020-05-01,2020-05-01
consumption_002720,SH_006985,incident_000192,relief_item_000079,3,2023-01-30,2023-02-21,22,0.14,11,0,0,442,0.1,높음,일반,장애인 포함,0.123,4.8,과다,2,겨울,0.05,0.11,0.01,2.3,0.89,user_000008,2023-02-21,2023-02-21
