match_id,donation_wish_id,relief_request_id,matched_quantity,donor_id,shelter_id,relief_item_id,status,matched_at,delivery_scheduled_at,delivery_completed_at,verified_at,delivery_company,tracking_number,delivery_address,created_at,updated_at
match_001518,wish_013478,request_002786,20,user_002236,SH_003352,relief_item_000327,배송중,2025-09-16T21:19:35,2025-09-18T21:19:35,2025-09-19T21:19:35,2025-09-20T01:19:35,롯데택배,TRK691207546,"대구광역시 수성구 국채보상로 846 (범어동, 청구성조타운)",2025-09-16T21:19:35,2025-09-16T21:19:35
match_001519,wish_017269,request_005356,16,user_002238,SH_019533,relief_item_000676,매칭완료,2025-09-16T21:19:53,2025-09-19T21:19:53,2025-09-21T14:19:53,2025-09-21T19:19:53,롯데택배,TRK614990329,"경상북도 구미시 백산로5길 20(송정동, 힐스테이트 송정 2단지)",2025-09-16T21:19:53,2025-09-16T21:19:53
match_001520,wish_026153,request_007468,2,user_009049,SH_002858,relief_item_000920,배송중,2025-09-16T21:18:24,2025-09-19T21:18:24,2025-09-21T16:18:24,2025-09-21T17:18:24,우체국택배,TRK181606056,"서울특별시 은평구 연서로3가길 13-11(역촌동, 한국리치빌)",2025-09-16T21:18:24,2025-09-16T21:18:24
match_001521,wish_016634,request_007117,20,user_000240,SH_021324,relief_item_000094,배송완료,2025-09-16T21:19:15,2025-09-17T21:19:15,2025-09-18T10:19:15,2025-09-18T11:19:15,우체국택배,TRK532156727,"충청남도 보령시 남포면 보령남로 343, 대천종합경기장",2025-09-16T21:19:15,2025-09-16T21:19:15
match_001522,wish_000822,request_001011,1,user_005986,SH_011732,relief_item_000162,매칭완료,2025-09-16T21:19:17,2025-09-18T21:19:17,2025-09-20T14:19:17,2025-09-20T17:19:17,CJ대한통운,TRK218309983,"부산광역시 수영구 호암로 55, 동아중학교 (광안동)",2025-09-16T21:19:17,2025-09-16T21:19:17
match_001523,wish_007040,request_008629,16,user_008298,SH_006786,relief_item_000817,배송완료,2025-09-16T21:18:34,2025-09-17T21:18:34,2025-09-19T21:18:34,2025-09-19T23:18:34,한진택배,TRK427778309,"경상북도 포항시 남구 중앙로 154 (해도동, 학산타워빌딩)",2025-09-16T21:18:34,2025-09-16T21:18:34
match_001524,wish_006250,request_005703,2,user_005641,SH_013473,relief_item_000599,매칭완료,2025-09-16T21:18:07,2025-09-19T21:18:07,2025-09-20T16:18:07,2025-09-20T22:18:07,롯데택배,TRK444793208,"대구광역시 동구 팔공로101길 55 (지묘동, 팔공2차보성아파트)",2025-09-16T21:18:07,2025-09-16T21:18:07
match_001525,wish_003561,request_009715,1,user_003897,SH_015850,relief_item_000257,배송완료,2025-09-16T21:18:59,2025-09-19T21:18:59,2025-09-21T18:18:59,2025-09-21T19:18:59,CJ대한통운,TRK374443501,"경상남도 창원시 마산합포구 문화남11길 48 (청계동, 보광목욕탕)",2025-09-16T21:18:59,2025-09-16T21:18:59
match_001526,wish_013585,request_003041,1,user_002136,SH_017167,relief_item_000979,배송중,2025-09-16T21:19:53,2025-09-17T21:19:53,2025-09-19T16:19:53,2025-09-19T21:19:53,CJ대한통운,TRK475934107,"부산광역시 연제구 거제대로 198, 104동 지하1층 (거제동, 현대아파트)",2025-09-16T21:19:53,2025-09-16T21:19:53
match_001527,wish_003497,request_009481,2,user_001724,SH_018571,relief_item_000710,검수완료,2025-09-16T21:18:49,2025-09-19T21:18:49,2025-09-21T03:18:49,2025-09-21T08:18:49,한진택배,TRK777817141,서울특별시 중구 퇴계로 지하 431-1 (신당동),2025-09-16T21:18:49,2025-09-16T21:18:49
match_001528,wish_018621,request_009942,2,user_006145,SH_004045,relief_item_000269,배송완료,2025-09-16T21:19:25,2025-09-18T21:19:25,2025-09-20T06:19:25,2025-09-20T07:19:25,롯데택배,TRK718094463,"서울특별시 구로구 경인로8길 64 (오류동, 영풍마드레빌아파트)",2025-09-16T21:19:25,2025-09-16T21:19:25
match_001529,wish_026808,request_001969,13,user_003750,SH_002012,relief_item_000682,배송중,2025-09-16T21:19:21,2025-09-18T21:19:21,2025-09-19T07:19:21,2025-09-19T13:19:21,CJ대한통운,TRK435334662,"대구광역시 달서구 상원로 143 (월성동, 월성동삼성래미안아파트)",2025-09-16T21:19:21,2025-09-16T21:19:21
match_001530,wish_010457,request_009645,2,user_006336,SH_016306,relief_item_000772,매칭완료,2025-09-16T21:17:55,2025-09-19T21:17:55,2025-09-21T05:17:55,2025-09-21T06:17:55,롯데택배,TRK694077464,경상북도 성주군 성주읍 성밖숲길 43 (신성강변타운),2025-09-16T21:17:55,2025-09-16T21:17:55
match_001531,wish_004675,request_008756,54,user_000794,SH_018570,relief_item_000163,검수완료,2025-09-16T21:19:10,2025-09-18T21:19:10,2025-09-19T16:19:10,2025-09-19T22:19:10,롯데택배,TRK593203611,"서울특별시 중구 다산로 지하122, 약수역 3호선 (신당동)",2025-09-16T21:19:10,2025-09-16T21:19:10
match_001532,wish_028762,request_000902,9,user_003664,SH_017729,relief_item_000659,검수완료,2025-09-16T21:18:07,2025-09-18T21:18:07,2025-09-20T08:18:07,2025-09-20T12:18:07,롯데택배,TRK450143085,"경기도 김포시 중봉로 1-1 (감정동, 중봉마을신안실크밸리)",2025-09-16T21:18:07,2025-09-16T21:18:07
match_001533,wish_018837,request_002106,3,user_003526,SH_021509,relief_item_000178,배송중,2025-09-16T21:19:25,2025-09-18T21:19:25,2025-09-19T21:19:25,2025-09-19T22:19:25,CJ대한통운,TRK797358533,"서울특별시 서초구 잠원로 46-38 (잠원동, 브라운스톤잠원)",2025-09-16T21:19:25,2025-09-16T21:19:25
match_001534,wish_005822,request_005144,1,user_008560,SH_021275,relief_item_000929,취소,2025-09-16T21:19:43,2025-09-17T21:19:43,2025-09-18T09:19:43,2025-09-18T11:19:43,CJ대한통운,TRK205784167,울산광역시 중구 번영로 417 (복산동),2025-09-16T21:19:43,2025-09-16T21:19:43
match_001535,wish_011842,request_000848,5,user_009195,SH_004955,relief_item_000739,검수완료,2025-09-16T21:18:28,2025-09-18T21:18:28,2025-09-20T18:18:28,2025-09-20T22:18:28,우체국택배,TRK678500732,"경기도 용인시 기흥구 연원로42번길 2 (마북동, 블루밍 구성 더센트럴)",2025-09-16T21:18:28,2025-09-16T21:18:28
match_001536,wish_005894,request_000876,1,user_004052,SH_021090,relief_item_000242,배송완료,2025-09-16T21:18:28,2025-09-18T21:18:28,2025-09-19T07:18:28,2025-09-19T08:18:28,한진택배,TRK666903502,부산광역시 남구 백운포로 36 (용호동),2025-09-16T21:18:28,2025-09-16T21:18:28
match_001537,wish_016961,request_007194,9,user_007775,SH_002224,relief_item_000153,매칭완료,2025-09-16T21:18:57,2025-09-17T21:18:57,2025-09-18T15:18:57,2025-09-18T17:18:57,우체국택배,TRK859915611,"부산광역시 사상구 백양대로494번길 10 (주례동, 주례1차동일아파트)",2025-09-16T21:18:57,2025-09-16T21:18:57
match_001539,wish_014051,request_002094,6,user_000268,SH_002374,relief_item_000544,매칭완료,2025-09-16T21:18:58,2025-09-17T21:18:58,2025-09-19T13:18:58,2025-09-19T19:18:58,롯데택배,TRK575882700,"서울특별시 강서구 국회대로7길 157 (화곡동, 은창아파트)",2025-09-16T21:18:58,2025-09-16T21:18:58
match_001540,wish_024628,request_001510,5,user_005509,SH_010262,relief_item_000510,매칭완료,2025-09-16T21:18:44,2025-09-19T21:18:44,2025-09-20T12:18:44,2025-09-20T15:18:44,한진택배,TRK438515597,경기도 광주시 초월읍 현산로 69 (대주피오레),2025-09-16T21:18:44,2025-09-16T21:18:44
match_001541,wish_015551,request_009067,6,user_003557,SH_005453,relief_item_000307,매칭완료,2025-09-16T21:18:33,2025-09-19T21:18:33,2025-09-20T09:18:33,2025-09-20T14:18:33,CJ대한통운,TRK735657320,"경기도 동두천시 동광로154번길 15 (보산동, 대한주택공사보산아파트)",2025-09-16T21:18:33,2025-09-16T21:18:33
match_001542,wish_001020,request_009341,3,user_006041,SH_011557,relief_item_000606,배송완료,2025-09-16T21:19:42,2025-09-18T21:19:42,2025-09-20T20:19:42,2025-09-20T23:19:42,우체국택배,TRK135597430,전라남도 목포시 해안로 165 (해안동2가),2025-09-16T21:19:42,2025-09-16T21:19:42
match_001543,wish_026930,request_008721,1,user_000246,SH_014112,relief_item_000419,검수완료,2025-09-16T21:19:12,2025-09-18T21:19:12,2025-09-20T13:19:12,2025-09-20T15:19:12,롯데택배,TRK280615880,충청남도 아산시 번영로 113-24 (온천동),2025-09-16T21:19:12,2025-09-16T21:19:12
match_001544,wish_019574,request_000567,1,user_006079,SH_008747,relief_item_000987,매칭완료,2025-09-16T21:18:06,2025-09-17T21:18:06,2025-09-18T14:18:06,2025-09-18T19:18:06,롯데택배,TRK658141203,"세종특별자치시 달빛1로 39 (종촌동, 가재마을2단지)",2025-09-16T21:18:06,2025-09-16T21:18:06
match_001545,wish_000347,request_007417,1,user_002304,SH_016593,relief_item_000298,검수완료,2025-09-16T21:18:37,2025-09-17T21:18:37,2025-09-18T10:18:37,2025-09-18T13:18:37,한진택배,TRK374266111,"경상남도 진주시 진주대로1270번길 11-1 (유곡동, 유곡한보아파트)",2025-09-16T21:18:37,2025-09-16T21:18:37
match_001546,wish_028221,request_009296,17,user_003766,SH_012142,relief_item_000677,매칭완료,2025-09-16T21:18:22,2025-09-18T21:18:22,2025-09-19T19:18:22,2025-09-20T00:18:22,CJ대한통운,TRK286007812,"경상남도 통영시 여황로 399-5, 동원헬스목욕탕 (북신동)",2025-09-16T21:18:22,2025-09-16T21:18:22
match_001547,wish_011226,request_007795,6,user_002937,SH_016068,relief_item_000176,취소,2025-09-16T21:18:29,2025-09-17T21:18:29,2025-09-18T10:18:29,2025-09-18T14:18:29,CJ대한통운,TRK246251694,"제주특별자치도 제주시 금월길 46-3(아라이동, 프로빌F단지연립주택)",2025-09-16T21:18:29,2025-09-16T21:18:29
match_001548,wish_008690,request_004719,5,user_004700,SH_006746,relief_item_000767,검수완료,2025-09-16T21:18:00,2025-09-19T21:18:00,2025-09-21T03:18:00,2025-09-21T04:18:00,CJ대한통운,TRK828198292,"대구광역시 달서구 월배로 지하 412 (송현동, 대구지하철1호선 송현역)",2025-09-16T21:18:00,2025-09-16T21:18:00
match_001549,wish_013103,request_008317,2,user_006184,SH_018192,relief_item_000487,배송완료,2025-09-16T21:19:17,2025-09-18T21:19:17,2025-09-19T19:19:17,2025-09-20T01:19:17,롯데택배,TRK502736892,"전라남도 광양시 폭포사랑길 91 (금호동, 목련연립아파트)",2025-09-16T21:19:17,2025-09-16T21:19:17
match_001551,wish_012400,request_001084,5,user_001859,SH_020192,relief_item_000481,배송중,2025-09-16T21:19:20,2025-09-17T21:19:20,2025-09-19T05:19:20,2025-09-19T09:19:20,CJ대한통운,TRK627928098,,2025-09-16T21:19:20,2025-09-16T21:19:20
match_001552,wish_008378,request_002931,15,user_007751,SH_012689,relief_item_000684,배송완료,2025-09-16T21:18:59,2025-09-18T21:18:59,2025-09-19T01:18:59,2025-09-19T05:18:59,한진택배,TRK271278815,"광주광역시 북구 평교로 42 (문흥동, 대주맨션)",2025-09-16T21:18:59,2025-09-16T21:18:59
match_001553,wish_016090,request_007126,3,user_009014,SH_012587,relief_item_000294,배송중,2025-09-16T21:19:02,2025-09-18T21:19:02,2025-09-19T06:19:02,2025-09-19T07:19:02,한진택배,TRK613240095,"서울특별시 강남구 압구정로42길 78 (신사동, 압구정하이츠파크)",2025-09-16T21:19:02,2025-09-16T21:19:02
match_001554,wish_029482,request_000137,5,user_008981,SH_000620,relief_item_000282,검수완료,2025-09-16T21:19:08,2025-09-17T21:19:08,2025-09-18T08:19:08,2025-09-18T13:19:08,CJ대한통운,TRK417162533,광주광역시 남구 중앙로 15-0 (월산동),2025-09-16T21:19:08,2025-09-16T21:19:08
match_001556,wish_024869,request_007945,8,user_005835,SH_008804,relief_item_000201,취소,2025-09-16T21:19:45,2025-09-17T21:19:45,2025-09-19T17:19:45,2025-09-19T21:19:45,우체국택배,TRK895210074,"세종특별자치시 시청대로 78 (보람동, 호려울마을3단지)",2025-09-16T21:19:45,2025-09-16T21:19:45
match_001558,wish_014442,request_001171,2,user_008131,SH_006461,relief_item_000427,배송중,2025-09-16T21:18:17,2025-09-17T21:18:17,2025-09-18T08:18:17,2025-09-18T10:18:17,한진택배,TRK605269587,"경기도 시흥시 동서로 287, 갯골생태공원 내 (장곡동)",2025-09-16T21:18:17,2025-09-16T21:18:17
match_001559,wish_023552,request_008159,25,user_000019,SH_008587,relief_item_000949,검수완료,2025-09-16T21:19:39,2025-09-17T21:19:39,2025-09-19T12:19:39,2025-09-19T18:19:39,우체국택배,TRK406516332,"대구광역시 북구 대천로9길 15 (읍내동, 삼진목화아파트)",2025-09-16T21:19:39,2025-09-16T21:19:39
match_001560,wish_025423,request_003580,3,user_004251,SH_022305,relief_item_000414,취소,2025-09-16T21:18:11,2025-09-19T21:18:11,2025-09-21T18:18:11,2025-09-21T20:18:11,롯데택배,TRK268666726,"울산광역시 중구 우정3길 9 (우정동, 선경1차아파트)",2025-09-16T21:18:11,2025-09-16T21:18:11
match_001561,wish_024847,request_004205,1,user_005993,SH_019793,relief_item_000395,검수완료,2025-09-16T21:19:28,2025-09-18T21:19:28,2025-09-19T21:19:28,2025-09-20T00:19:28,한진택배,TRK828083272,"경상남도 창원시 마산합포구 자산서10길 63 (자산동, 형제아파트)",2025-09-16T21:19:28,2025-09-16T21:19:28
match_001562,wish_028273,request_000355,41,user_005190,SH_010331,relief_item_000978,취소,2025-09-16T21:19:49,2025-09-18T21:19:49,2025-09-19T03:19:49,2025-09-19T05:19:49,롯데택배,TRK796690372,"서울특별시 관악구 관악로30길 12 (봉천동, 봉천우성아파트)",2025-09-16T21:19:49,2025-09-16T21:19:49
match_001563,wish_016733,request_008872,3,user_005326,SH_021218,relief_item_000820,배송완료,2025-09-16T21:19:03,2025-09-18T21:19:03,2025-09-19T02:19:03,2025-09-19T08:19:03,CJ대한통운,TRK113892383,"강원특별자치도 속초시 장안로 31 (동명동, 속초디오션자이)",2025-09-16T21:19:03,2025-09-16T21:19:03
match_001564,wish_013027,request_001003,3,user_006897,SH_016023,relief_item_000740,배송완료,2025-09-16T21:18:05,2025-09-18T21:18:05,2025-09-19T09:18:05,2025-09-19T11:18:05,한진택배,TRK925451315,서울특별시 강북구 오현로31길 89 (번동),2025-09-16T21:18:05,2025-09-16T21:18:05
match_001565,wish_028249,request_006750,1,user_009718,SH_010102,relief_item_000155,취소,2025-09-16T21:18:37,2025-09-19T21:18:37,2025-09-20T17:18:37,2025-09-20T23:18:37,한진택배,TRK325127221,"경상남도 창원시 의창구 도계로 12, 한일데파트 지하1층 (도계동)",2025-09-16T21:18:37,2025-09-16T21:18:37
match_001566,wish_028418,request_009817,2,user_005651,SH_009335,relief_item_000477,배송중,2025-09-16T21:18:29,2025-09-17T21:18:29,2025-09-19T12:18:29,2025-09-19T17:18:29,CJ대한통운,TRK181463351,강원특별자치도 고성군 현내면 금강산로 799-9,2025-09-16T21:18:29,2025-09-16T21:18:29
match_001569,wish_001763,request_004007,3,user_000252,SH_022664,relief_item_000166,배송완료,2025-09-16T21:18:40,2025-09-19T21:18:40,2025-09-20T05:18:40,2025-09-20T08:18:40,우체국택배,TRK464470392,경기도 고양시 일산서구 강선로 30 (주엽동),2025-09-16T21:18:40,2025-09-16T21:18:40
match_001570,wish_027931,request_006323,16,user_001922,SH_022684,relief_item_000791,검수완료,2025-09-16T21:18:46,2025-09-17T21:18:46,2025-09-18T03:18:46,2025-09-18T05:18:46,롯데택배,TRK376459755,경기도 고양시 덕양구 소원로181번길 15 (행신동),2025-09-16T21:18:46,2025-09-16T21:18:46
match_001571,wish_014299,request_005823,5,user_005199,SH_007868,relief_item_000538,검수완료,2025-09-16T21:19:18,2025-09-17T21:19:18,2025-09-19T04:19:18,2025-09-19T05:19:18,한진택배,TRK322925048,"인천광역시 계양구 계양대로 지하 162 (계산동, 경인교대역)",2025-09-16T21:19:18,2025-09-16T21:19:18
match_001573,wish_007654,request_008314,1,user_004621,SH_012584,relief_item_000134,취소,2025-09-16T21:19:22,2025-09-17T21:19:22,2025-09-18T08:19:22,2025-09-18T11:19:22,우체국택배,TRK304781746,"서울특별시 강남구 테헤란로 517 (삼성동, 현대백화점)",2025-09-16T21:19:22,2025-09-16T21:19:22
match_001574,wish_007902,request_005206,20,user_006283,SH_009494,relief_item_000099,배송중,2025-09-16T21:19:40,2025-09-18T21:19:40,2025-09-19T21:19:40,2025-09-19T22:19:40,우체국택배,TRK221074310,"강원특별자치도 원주시 단관공원길 63, 단관공원 (관설동)",2025-09-16T21:19:40,2025-09-16T21:19:40
match_001575,wish_001216,request_004670,6,user_000098,SH_006851,relief_item_000156,검수완료,2025-09-16T21:19:11,2025-09-17T21:19:11,2025-09-18T20:19:11,2025-09-18T22:19:11,롯데택배,TRK405557785,"전북특별자치도 남원시 오들1길 97 (월락동, 부영2차아파트)",2025-09-16T21:19:11,2025-09-16T21:19:11
match_001576,wish_007450,request_003200,1,user_003047,SH_005788,relief_item_000561,배송중,2025-09-16T21:18:14,2025-09-18T21:18:14,2025-09-20T04:18:14,2025-09-20T05:18:14,한진택배,TRK265941463,"제주특별자치도 제주시 노연로 61 (연동, 다울하우스)",2025-09-16T21:18:14,2025-09-16T21:18:14
match_001577,wish_002341,request_006276,3,user_002829,SH_006359,relief_item_000389,검수완료,2025-09-16T21:19:52,2025-09-18T21:19:52,2025-09-19T07:19:52,2025-09-19T12:19:52,롯데택배,TRK880946986,"서울특별시 서초구 방배중앙로21길 55 (방배동, 방배3차현대홈타운)",2025-09-16T21:19:52,2025-09-16T21:19:52
match_001578,wish_010137,request_007659,1,user_000485,SH_019837,relief_item_000986,배송완료,2025-09-16T21:18:01,2025-09-18T21:18:01,2025-09-20T07:18:01,2025-09-20T13:18:01,한진택배,TRK556837983,경기도 평택시 서탄면 수월암길 95,2025-09-16T21:18:01,2025-09-16T21:18:01
match_001579,wish_028859,request_004456,2,user_002150,SH_000722,relief_item_000602,취소,2025-09-16T21:19:10,2025-09-18T21:19:10,2025-09-20T15:19:10,2025-09-20T21:19:10,롯데택배,TRK846295127,부산광역시 동래구 만덕고개길 236 (온천동),2025-09-16T21:19:10,2025-09-16T21:19:10
match_001580,wish_006791,request_006656,2,user_009585,SH_016516,relief_item_000852,배송중,2025-09-16T21:19:26,2025-09-19T21:19:26,2025-09-21T06:19:26,2025-09-21T10:19:26,우체국택배,TRK739460375,강원특별자치도 양구군 동면 금강산로 1673,2025-09-16T21:19:26,2025-09-16T21:19:26
match_001581,wish_001815,request_001001,1,user_006142,SH_006147,relief_item_000556,매칭완료,2025-09-16T21:18:02,2025-09-18T21:18:02,2025-09-19T07:18:02,2025-09-19T11:18:02,한진택배,TRK546859683,"경상남도 거제시 상동7길 30 (상동동, 대동다숲아파트)",2025-09-16T21:18:02,2025-09-16T21:18:02
match_001582,wish_026983,request_001245,1,user_002043,SH_015905,relief_item_000895,배송중,2025-09-16T21:19:51,2025-09-19T21:19:51,2025-09-20T08:19:51,2025-09-20T13:19:51,우체국택배,TRK614070834,"부산광역시 남구 용호로232번길 31 (용호동, 도시타워아파트)",2025-09-16T21:19:51,2025-09-16T21:19:51
match_001583,wish_016676,request_007922,2,user_007821,SH_013019,relief_item_000553,취소,2025-09-16T21:18:01,2025-09-19T21:18:01,2025-09-20T14:18:01,2025-09-20T17:18:01,한진택배,TRK149643169,"인천광역시 미추홀구 인하로 190, 인천광역시소방본부및미추홀소방서 지하1층 (주안동)",2025-09-16T21:18:01,2025-09-16T21:18:01
match_001584,wish_013260,request_006919,3,user_006966,SH_018616,relief_item_000956,배송완료,2025-09-16T21:19:49,2025-09-19T21:19:49,2025-09-20T23:19:49,2025-09-21T05:19:49,CJ대한통운,TRK106844467,"경상남도 창원시 의창구 평산로 96 (팔용동, 웰빙프라자)",2025-09-16T21:19:49,2025-09-16T21:19:49
match_001585,wish_003438,request_005093,9,user_001374,SH_011619,relief_item_000848,배송중,2025-09-16T21:18:20,2025-09-18T21:18:20,2025-09-20T18:18:20,2025-09-20T22:18:20,CJ대한통운,TRK235342981,"부산광역시 동래구 충렬대로140번길 32 (온천동, 동래대우아파트)",2025-09-16T21:18:20,2025-09-16T21:18:20
match_001586,wish_026929,request_003428,23,user_008145,SH_017921,relief_item_000305,취소,2025-09-16T21:18:04,2025-09-18T21:18:04,2025-09-20T01:18:04,2025-09-20T06:18:04,CJ대한통운,TRK185580908,"전라남도 순천시 남정5길 33 (남정동, 남정현대아파트)",2025-09-16T21:18:04,2025-09-16T21:18:04
match_001587,wish_028187,request_000804,1,user_005220,SH_010515,relief_item_000679,매칭완료,2025-09-16T21:19:30,2025-09-18T21:19:30,2025-09-19T01:19:30,2025-09-19T07:19:30,롯데택배,TRK487995727,울산광역시 울주군 청량읍 율리영해2길 7 (문수데시앙2단지아파트),2025-09-16T21:19:30,2025-09-16T21:19:30
match_001588,wish_001793,request_006453,1,user_002052,SH_016442,relief_item_000669,배송중,2025-09-16T21:17:55,2025-09-18T21:17:55,2025-09-19T03:17:55,2025-09-19T06:17:55,한진택배,TRK844718964,"경기도 김포시 김포한강3로 지하 442 (마산동, 마산역)",2025-09-16T21:17:55,2025-09-16T21:17:55
match_001589,wish_021991,request_001691,12,user_008699,SH_012690,relief_item_000199,취소,2025-09-16T21:19:31,2025-09-17T21:19:31,2025-09-19T06:19:31,2025-09-19T07:19:31,한진택배,TRK545843665,"광주광역시 북구 우치로275번길 29 (오치동, 민방위 급수시설)",2025-09-16T21:19:31,2025-09-16T21:19:31
match_001590,wish_010148,request_003908,9,user_003347,SH_013114,relief_item_000649,배송중,2025-09-16T21:19:34,2025-09-19T21:19:34,2025-09-20T07:19:34,2025-09-20T08:19:34,한진택배,TRK297889743,경상남도 창원시 진해구 중원로74번길 5(대흥동),2025-09-16T21:19:34,2025-09-16T21:19:34
match_001591,wish_023853,request_006537,6,user_004024,SH_004357,relief_item_000537,검수완료,2025-09-16T21:18:06,2025-09-19T21:18:06,2025-09-21T04:18:06,2025-09-21T06:18:06,우체국택배,TRK104610330,"인천광역시 계양구 경명대로1114번길 26 (계산동, 안남초등학교)",2025-09-16T21:18:06,2025-09-16T21:18:06
match_001592,wish_027216,request_001979,3,user_007692,SH_016739,relief_item_000274,매칭완료,2025-09-16T21:19:36,2025-09-17T21:19:36,2025-09-19T07:19:36,2025-09-19T12:19:36,CJ대한통운,TRK610679855,경기도 김포시 월곶면 김포대로 2741,2025-09-16T21:19:36,2025-09-16T21:19:36
match_001593,wish_023325,request_000444,6,user_007486,SH_015484,relief_item_000372,매칭완료,2025-09-16T21:18:09,2025-09-18T21:18:09,2025-09-20T17:18:09,2025-09-20T23:18:09,롯데택배,TRK352869442,"경기도 남양주시 다산중앙로 153 (다산동, 다산자이 아이비플레이스)",2025-09-16T21:18:09,2025-09-16T21:18:09
match_001594,wish_000693,request_004048,8,user_002705,SH_015157,relief_item_000436,취소,2025-09-16T21:18:18,2025-09-19T21:18:18,2025-09-20T17:18:18,2025-09-20T20:18:18,우체국택배,TRK303730815,"인천광역시 부평구 광장로 16 (부평동, 부평민자역사)",2025-09-16T21:18:18,2025-09-16T21:18:18
match_001595,wish_029911,request_005187,1,user_003214,SH_022993,relief_item_000159,매칭완료,2025-09-16T21:18:07,2025-09-17T21:18:07,2025-09-18T09:18:07,2025-09-18T14:18:07,우체국택배,TRK109113486,경상북도 경주시 감포읍 감포항구길 34-19,2025-09-16T21:18:07,2025-09-16T21:18:07
match_001596,wish_023797,request_007534,7,user_000381,SH_000787,relief_item_000723,검수완료,2025-09-16T21:18:25,2025-09-17T21:18:25,2025-09-19T10:18:25,2025-09-19T16:18:25,한진택배,TRK802802151,"경기도 여주시 점동면 청안리길 8, 농협",2025-09-16T21:18:25,2025-09-16T21:18:25
match_001597,wish_023304,request_006892,2,user_001862,SH_015305,relief_item_000552,취소,2025-09-16T21:19:28,2025-09-19T21:19:28,2025-09-20T07:19:28,2025-09-20T08:19:28,우체국택배,TRK721648535,서울특별시 관악구 구암길 106 (봉천동),2025-09-16T21:19:28,2025-09-16T21:19:28
match_001598,wish_010624,request_004489,22,user_007088,SH_021991,relief_item_000254,검수완료,2025-09-16T21:17:58,2025-09-17T21:17:58,2025-09-18T20:17:58,2025-09-19T00:17:58,우체국택배,TRK639052674,"대구광역시 서구 통학로 46 (내당동, 황제맨션)",2025-09-16T21:17:58,2025-09-16T21:17:58
match_001600,wish_006612,request_009838,3,user_006435,SH_002170,relief_item_000141,취소,2025-09-16T21:18:11,2025-09-17T21:18:11,2025-09-18T20:18:11,2025-09-18T21:18:11,한진택배,TRK781501968,서울특별시 강서구 강서로 206 (화곡동),2025-09-16T21:18:11,2025-09-16T21:18:11
match_001601,wish_012777,request_008335,3,user_009180,SH_004434,relief_item_000601,배송완료,2025-09-16T21:18:04,2025-09-17T21:18:04,2025-09-19T13:18:04,2025-09-19T14:18:04,우체국택배,TRK647944893,"경기도 화성시 화산로 10 (안녕동, 남수원현대아파트)",2025-09-16T21:18:04,2025-09-16T21:18:04
match_001602,wish_025606,request_004315,6,user_000790,SH_005933,relief_item_000644,검수완료,2025-09-16T21:18:56,2025-09-17T21:18:56,2025-09-19T06:18:56,2025-09-19T10:18:56,CJ대한통운,TRK723092235,경상남도 거창군 거창읍 거열로2길 34-9 (화목아파트),2025-09-16T21:18:56,2025-09-16T21:18:56
match_001603,wish_024055,request_003762,26,user_000057,SH_009504,relief_item_000969,배송완료,2025-09-16T21:18:24,2025-09-17T21:18:24,2025-09-19T07:18:24,2025-09-19T12:18:24,롯데택배,TRK114908638,"경기도 파주시 숲속노을로 150 (동패동, 초롱꽃마을 파밀리에 7단지)",2025-09-16T21:18:24,2025-09-16T21:18:24
match_001604,wish_003500,request_004259,11,user_006066,SH_013494,relief_item_000452,배송중,2025-09-16T21:18:17,2025-09-19T21:18:17,2025-09-21T18:18:17,2025-09-21T21:18:17,한진택배,TRK572546556,"대구광역시 동구 동화천로77길 30(지묘동, LH뉴웰시티)",2025-09-16T21:18:17,2025-09-16T21:18:17
match_001605,wish_025480,request_007614,5,user_001407,SH_011424,relief_item_000021,배송완료,2025-09-16T21:19:41,2025-09-19T21:19:41,2025-09-21T20:19:41,2025-09-22T02:19:41,한진택배,TRK763623519,"대구광역시 중구 국채보상로 645 (동인동2가, 드림상호저축은행)",2025-09-16T21:19:41,2025-09-16T21:19:41
match_001606,wish_004435,request_001349,1,user_001717,SH_010914,relief_item_000464,배송중,2025-09-16T21:19:05,2025-09-19T21:19:05,2025-09-20T19:19:05,2025-09-21T01:19:05,한진택배,TRK662861769,"충청북도 청주시 흥덕구 가로수로 1340-6 (복대동, 서원초등학교)",2025-09-16T21:19:05,2025-09-16T21:19:05
match_001607,wish_029736,request_003540,1,user_006483,SH_008614,relief_item_000526,매칭완료,2025-09-16T21:19:43,2025-09-17T21:19:43,2025-09-18T18:19:43,2025-09-18T23:19:43,CJ대한통운,TRK677507630,"대전광역시 서구 대덕대로 150, 106동 (갈마동, 큰마을아파트)",2025-09-16T21:19:43,2025-09-16T21:19:43
match_001608,wish_026158,request_006769,1,user_009356,SH_020907,relief_item_000849,검수완료,2025-09-16T21:19:38,2025-09-17T21:19:38,2025-09-19T10:19:38,2025-09-19T14:19:38,한진택배,TRK442672588,경상북도 상주시 왕산로 64 (남성동),2025-09-16T21:19:38,2025-09-16T21:19:38
match_001609,wish_008153,request_002357,1,user_008666,SH_009157,relief_item_000060,취소,2025-09-16T21:19:33,2025-09-19T21:19:33,2025-09-20T21:19:33,2025-09-21T02:19:33,롯데택배,TRK225111411,"광주광역시 동구 양림로119번길 8 (학동, 병무청)",2025-09-16T21:19:33,2025-09-16T21:19:33
