stat_id,shelter_id,date,occupancy_count,occupancy_rate,new_arrivals,departures,total_meals_served,total_supplies_distributed,emergency_requests,staff_count,volunteer_count,created_at
stat_00014767,shelter_0041,2025-02-21 15:09:03.316503,315,0.955,4,0,936,119,0,11,29,2025-02-22 15:08:03.316503
stat_00014768,shelter_0041,2025-02-22 15:09:03.316503,320,0.97,5,0,962,190,0,11,0,2025-02-23 15:08:03.316503
stat_00014769,shelter_0041,2025-02-23 15:09:03.316503,323,0.979,3,0,969,157,0,17,19,2025-02-24 15:08:03.316503
stat_00014770,shelter_0041,2025-02-24 15:09:03.316503,329,0.997,6,0,996,435,0,14,20,2025-02-25 15:08:03.316503
stat_00014771,shelter_0041,2025-02-25 15:09:03.316503,323,0.979,0,6,987,238,0,12,24,2025-02-26 15:08:03.316503
stat_00014772,shelter_0041,2025-02-26 15:09:03.316503,316,0.958,0,7,968,573,0,9,23,2025-02-27 15:08:03.316503
stat_00014773,shelter_0041,2025-02-27 15:09:03.316503,326,0.988,10,0,980,414,0,16,15,2025-02-28 15:08:03.316503
stat_00014774,shelter_0041,2025-02-28 15:09:03.316503,317,0.961,0,9,951,589,0,6,23,2025-03-01 15:08:03.316503
stat_00014775,shelter_0041,2025-03-01 15:09:03.316503,307,0.93,0,10,939,347,0,11,21,2025-03-02 15:08:03.316503
stat_00014776,shelter_0041,2025-03-02 15:09:03.316503,307,0.93,0,0,919,126,0,16,15,2025-03-03 15:08:03.316503
stat_00014777,shelter_0041,2025-03-03 15:09:03.316503,306,0.927,0,1,927,53,1,7,13,2025-03-04 15:08:03.316503
stat_00014778,shelter_0041,2025-03-04 15:09:03.316503,296,0.897,0,10,891,157,0,14,13,2025-03-05 15:08:03.316503
stat_00014779,shelter_0041,2025-03-05 15:09:03.316503,298,0.903,2,0,904,548,0,7,24,2025-03-06 15:08:03.316503
stat_00014780,shelter_0041,2025-03-06 15:09:03.316503,311,0.942,13,0,953,289,0,8,9,2025-03-07 15:08:03.316503
stat_00014781,shelter_0041,2025-03-07 15:09:03.316503,312,0.945,1,0,945,463,0,15,28,2025-03-08 15:08:03.316503
stat_00014782,shelter_0041,2025-03-08 15:09:03.316503,304,0.921,0,8,930,273,0,11,5,2025-03-09 15:08:03.316503
stat_00014783,shelter_0041,2025-03-09 15:09:03.316503,298,0.903,0,6,900,204,0,14,6,2025-03-10 15:08:03.316503
stat_00014784,shelter_0041,2025-03-10 15:09:03.316503,300,0.909,2,0,891,144,0,18,29,2025-03-11 15:08:03.316503
stat_00014785,shelter_0041,2025-03-11 15:09:03.316503,296,0.897,0,4,883,349,0,17,15,2025-03-12 15:08:03.316503
stat_00014786,shelter_0041,2025-03-12 15:09:03.316503,304,0.921,8,0,918,301,0,13,29,2025-03-13 15:08:03.316503
stat_00014787,shelter_0041,2025-03-13 15:09:03.316503,294,0.891,0,10,901,341,0,5,25,2025-03-14 15:08:03.316503
stat_00014788,shelter_0041,2025-03-14 15:09:03.316503,307,0.93,13,0,915,417,0,17,21,2025-03-15 15:08:03.316503
stat_00014789,shelter_0041,2025-03-15 15:09:03.316503,300,0.909,0,7,919,176,0,20,7,2025-03-16 15:08:03.316503
stat_00014790,shelter_0041,2025-03-16 15:09:03.316503,301,0.912,1,0,909,599,0,14,18,2025-03-17 15:08:03.316503
stat_00014791,shelter_0041,2025-03-17 15:09:03.316503,295,0.894,0,6,881,190,0,11,27,2025-03-18 15:08:03.316503
stat_00014792,shelter_0041,2025-03-18 15:09:03.316503,302,0.915,7,0,916,141,0,10,3,2025-03-19 15:08:03.316503
stat_00014793,shelter_0041,2025-03-19 15:09:03.316503,303,0.918,1,0,909,75,0,10,11,2025-03-20 15:08:03.316503
stat_00014794,shelter_0041,2025-03-20 15:09:03.316503,297,0.9,0,6,894,492,3,20,4,2025-03-21 15:08:03.316503
stat_00014795,shelter_0041,2025-03-21 15:09:03.316503,292,0.885,0,5,867,409,0,17,29,2025-03-22 15:08:03.316503
stat_00014796,shelter_0041,2025-03-22 15:09:03.316503,298,0.903,6,0,900,135,4,15,29,2025-03-23 15:08:03.316503
stat_00014797,shelter_0041,2025-03-23 15:09:03.316503,294,0.891,0,4,886,416,0,14,10,2025-03-24 15:08:03.316503
stat_00014798,shelter_0041,2025-03-24 15:09:03.316503,302,0.915,8,0,901,592,0,8,20,2025-03-25 15:08:03.316503
stat_00014799,shelter_0041,2025-03-25 15:09:03.316503,302,0.915,0,0,925,131,0,17,6,2025-03-26 15:08:03.316503
stat_00014800,shelter_0041,2025-03-26 15:09:03.316503,295,0.894,0,7,877,522,0,11,1,2025-03-27 15:08:03.316503
stat_00014801,shelter_0041,2025-03-27 15:09:03.316503,308,0.933,13,0,930,431,0,13,24,2025-03-28 15:08:03.316503
stat_00014802,shelter_0041,2025-03-28 15:09:03.316503,299,0.906,0,9,917,450,0,15,6,2025-03-29 15:08:03.316503
stat_00014803,shelter_0041,2025-03-29 15:09:03.316503,314,0.952,15,0,954,392,0,6,3,2025-03-30 15:08:03.316503
stat_00014804,shelter_0041,2025-03-30 15:09:03.316503,308,0.933,0,6,932,494,0,13,16,2025-03-31 15:08:03.316503
stat_00014805,shelter_0041,2025-03-31 15:09:03.316503,322,0.976,14,0,985,383,0,14,9,2025-04-01 15:08:03.316503
stat_00014806,shelter_0041,2025-04-01 15:09:03.316503,326,0.988,4,0,984,57,3,16,14,2025-04-02 15:08:03.316503
stat_00014807,shelter_0041,2025-04-02 15:09:03.316503,317,0.961,0,9,962,595,0,5,16,2025-04-03 15:08:03.316503
stat_00014808,shelter_0041,2025-04-03 15:09:03.316503,307,0.93,0,10,928,158,0,12,4,2025-04-04 15:08:03.316503
stat_00014809,shelter_0041,2025-04-04 15:09:03.316503,305,0.924,0,2,919,471,0,9,30,2025-04-05 15:08:03.316503
stat_00014810,shelter_0041,2025-04-05 15:09:03.316503,296,0.897,0,9,879,473,0,11,5,2025-04-06 15:08:03.316503
stat_00014811,shelter_0041,2025-04-06 15:09:03.316503,302,0.915,6,0,903,463,0,14,25,2025-04-07 15:08:03.316503
stat_00014812,shelter_0041,2025-04-07 15:09:03.316503,316,0.958,14,0,941,27,0,10,19,2025-04-08 15:08:03.316503
stat_00014813,shelter_0041,2025-04-08 15:09:03.316503,317,0.961,1,0,944,286,0,15,21,2025-04-09 15:08:03.316503
stat_00014814,shelter_0041,2025-04-09 15:09:03.316503,317,0.961,0,0,971,550,0,14,16,2025-04-10 15:08:03.316503
stat_00014815,shelter_0041,2025-04-10 15:09:03.316503,324,0.982,7,0,981,12,0,14,27,2025-04-11 15:08:03.316503
stat_00014816,shelter_0041,2025-04-11 15:09:03.316503,330,1.0,6,0,997,438,0,12,21,2025-04-12 15:08:03.316503
stat_00014817,shelter_0041,2025-04-12 15:09:03.316503,330,1.0,9,0,993,312,0,11,13,2025-04-13 15:08:03.316503
stat_00014818,shelter_0041,2025-04-13 15:09:03.316503,330,1.0,10,0,992,63,0,8,21,2025-04-14 15:08:03.316503
stat_00014819,shelter_0041,2025-04-14 15:09:03.316503,330,1.0,13,0,1005,657,0,16,6,2025-04-15 15:08:03.316503
stat_00014820,shelter_0041,2025-04-15 15:09:03.316503,327,0.991,0,3,986,122,0,20,7,2025-04-16 15:08:03.316503
stat_00014821,shelter_0041,2025-04-16 15:09:03.316503,323,0.979,0,4,978,129,0,16,4,2025-04-17 15:08:03.316503
stat_00014822,shelter_0041,2025-04-17 15:09:03.316503,330,1.0,8,0,1010,234,0,7,4,2025-04-18 15:08:03.316503
stat_00014823,shelter_0041,2025-04-18 15:09:03.316503,330,1.0,4,0,1007,404,0,13,24,2025-04-19 15:08:03.316503
stat_00014824,shelter_0041,2025-04-19 15:09:03.316503,330,1.0,6,0,996,103,0,12,27,2025-04-20 15:08:03.316503
stat_00014825,shelter_0041,2025-04-20 15:09:03.316503,322,0.976,0,8,980,75,0,7,30,2025-04-21 15:08:03.316503
stat_00014826,shelter_0041,2025-04-21 15:09:03.316503,327,0.991,5,0,973,98,0,11,0,2025-04-22 15:08:03.316503
stat_00014827,shelter_0041,2025-04-22 15:09:03.316503,330,1.0,5,0,1006,522,0,17,0,2025-04-23 15:08:03.316503
stat_00014828,shelter_0041,2025-04-23 15:09:03.316503,330,1.0,3,0,1006,541,0,10,1,2025-04-24 15:08:03.316503
stat_00014829,shelter_0041,2025-04-24 15:09:03.316503,330,1.0,13,0,996,658,0,8,10,2025-04-25 15:08:03.316503
stat_00014830,shelter_0041,2025-04-25 15:09:03.316503,330,1.0,1,0,989,169,0,8,7,2025-04-26 15:08:03.316503
stat_00014831,shelter_0041,2025-04-26 15:09:03.316503,330,1.0,15,0,982,110,0,6,9,2025-04-27 15:08:03.316503
stat_00014832,shelter_0041,2025-04-27 15:09:03.316503,330,1.0,3,0,988,289,0,15,14,2025-04-28 15:08:03.316503
stat_00014833,shelter_0041,2025-04-28 15:09:03.316503,330,1.0,15,0,1008,464,0,17,9,2025-04-29 15:08:03.316503
stat_00014834,shelter_0041,2025-04-29 15:09:03.316503,330,1.0,10,0,1000,136,0,5,23,2025-04-30 15:08:03.316503
stat_00014835,shelter_0041,2025-04-30 15:09:03.316503,323,0.979,0,7,987,553,0,16,12,2025-05-01 15:08:03.316503
stat_00014836,shelter_0041,2025-05-01 15:09:03.316503,330,1.0,11,0,1001,473,0,11,10,2025-05-02 15:08:03.316503
stat_00014837,shelter_0041,2025-05-02 15:09:03.316503,330,1.0,13,0,1003,377,0,10,11,2025-05-03 15:08:03.316503
stat_00014838,shelter_0041,2025-05-03 15:09:03.316503,322,0.976,0,8,966,118,0,9,7,2025-05-04 15:08:03.316503
stat_00014839,shelter_0041,2025-05-04 15:09:03.316503,325,0.985,3,0,974,444,0,9,5,2025-05-05 15:08:03.316503
stat_00014840,shelter_0041,2025-05-05 15:09:03.316503,330,1.0,12,0,1004,592,0,10,8,2025-05-06 15:08:03.316503
stat_00014841,shelter_0041,2025-05-06 15:09:03.316503,323,0.979,0,7,985,42,0,6,26,2025-05-07 15:08:03.316503
stat_00014842,shelter_0041,2025-05-07 15:09:03.316503,330,1.0,10,0,981,541,0,8,13,2025-05-08 15:08:03.316503
stat_00014843,shelter_0041,2025-05-08 15:09:03.316503,330,1.0,6,0,1005,162,0,6,19,2025-05-09 15:08:03.316503
stat_00014844,shelter_0041,2025-05-09 15:09:03.316503,330,1.0,10,0,980,519,0,8,21,2025-05-10 15:08:03.316503
stat_00014845,shelter_0041,2025-05-10 15:09:03.316503,330,1.0,0,0,997,328,0,16,24,2025-05-11 15:08:03.316503
stat_00014846,shelter_0041,2025-05-11 15:09:03.316503,330,1.0,1,0,1005,70,0,12,9,2025-05-12 15:08:03.316503
stat_00014847,shelter_0041,2025-05-12 15:09:03.316503,330,1.0,8,0,986,94,0,7,3,2025-05-13 15:08:03.316503
stat_00014848,shelter_0041,2025-05-13 15:09:03.316503,330,1.0,11,0,981,302,0,10,18,2025-05-14 15:08:03.316503
stat_00014849,shelter_0041,2025-05-14 15:09:03.316503,326,0.988,0,4,990,336,0,20,7,2025-05-15 15:08:03.316503
stat_00014850,shelter_0041,2025-05-15 15:09:03.316503,319,0.967,0,7,952,395,0,5,13,2025-05-16 15:08:03.316503
stat_00014851,shelter_0041,2025-05-16 15:09:03.316503,311,0.942,0,8,951,445,0,9,22,2025-05-17 15:08:03.316503
stat_00014852,shelter_0041,2025-05-17 15:09:03.316503,306,0.927,0,5,935,182,0,5,27,2025-05-18 15:08:03.316503
stat_00014853,shelter_0041,2025-05-18 15:09:03.316503,320,0.97,14,0,980,534,0,20,3,2025-05-19 15:08:03.316503
stat_00014854,shelter_0041,2025-05-19 15:09:03.316503,312,0.945,0,8,953,15,0,17,25,2025-05-20 15:08:03.316503
stat_00014855,shelter_0041,2025-05-20 15:09:03.316503,311,0.942,0,1,932,144,0,18,18,2025-05-21 15:08:03.316503
stat_00014856,shelter_0041,2025-05-21 15:09:03.316503,325,0.985,14,0,994,178,0,16,1,2025-05-22 15:08:03.316503
stat_00014857,shelter_0041,2025-05-22 15:09:03.316503,323,0.979,0,2,969,419,0,11,11,2025-05-23 15:08:03.316503
stat_00014858,shelter_0041,2025-05-23 15:09:03.316503,330,1.0,15,0,1010,224,0,7,17,2025-05-24 15:08:03.316503
stat_00014859,shelter_0041,2025-05-24 15:09:03.316503,321,0.973,0,9,969,278,0,14,10,2025-05-25 15:08:03.316503
stat_00014860,shelter_0041,2025-05-25 15:09:03.316503,323,0.979,2,0,962,5,0,6,0,2025-05-26 15:08:03.316503
stat_00014861,shelter_0041,2025-05-26 15:09:03.316503,330,1.0,9,0,993,374,0,17,27,2025-05-27 15:08:03.316503
stat_00014862,shelter_0041,2025-05-27 15:09:03.316503,330,1.0,10,0,994,589,0,14,20,2025-05-28 15:08:03.316503
stat_00014863,shelter_0041,2025-05-28 15:09:03.316503,320,0.97,0,10,977,499,0,16,18,2025-05-29 15:08:03.316503
stat_00014864,shelter_0041,2025-05-29 15:09:03.316503,324,0.982,4,0,982,642,0,7,9,2025-05-30 15:08:03.316503
stat_00014865,shelter_0041,2025-05-30 15:09:03.316503,316,0.958,0,8,946,466,0,10,10,2025-05-31 15:08:03.316503
stat_00014866,shelter_0041,2025-05-31 15:09:03.316503,307,0.93,0,9,931,549,0,20,26,2025-06-01 15:08:03.316503
stat_00014867,shelter_0041,2025-06-01 15:09:03.316503,311,0.942,4,0,949,495,0,15,30,2025-06-02 15:08:03.316503
stat_00014868,shelter_0041,2025-06-02 15:09:03.316503,307,0.93,0,4,921,306,0,13,4,2025-06-03 15:08:03.316503
stat_00014869,shelter_0041,2025-06-03 15:09:03.316503,302,0.915,0,5,898,82,0,7,25,2025-06-04 15:08:03.316503
stat_00014870,shelter_0041,2025-06-04 15:09:03.316503,312,0.945,10,0,952,602,0,15,25,2025-06-05 15:08:03.316503
stat_00014871,shelter_0041,2025-06-05 15:09:03.316503,312,0.945,0,0,932,201,0,5,17,2025-06-06 15:08:03.316503
stat_00014872,shelter_0041,2025-06-06 15:09:03.316503,307,0.93,0,5,938,1,4,5,19,2025-06-07 15:08:03.316503
stat_00014873,shelter_0041,2025-06-07 15:09:03.316503,311,0.942,4,0,934,612,0,20,1,2025-06-08 15:08:03.316503
stat_00014874,shelter_0041,2025-06-08 15:09:03.316503,325,0.985,14,0,973,279,0,7,24,2025-06-09 15:08:03.316503
stat_00014875,shelter_0041,2025-06-09 15:09:03.316503,330,1.0,10,0,995,88,0,18,2,2025-06-10 15:08:03.316503
stat_00014876,shelter_0041,2025-06-10 15:09:03.316503,321,0.973,0,9,963,599,0,11,3,2025-06-11 15:08:03.316503
stat_00014877,shelter_0041,2025-06-11 15:09:03.316503,318,0.964,0,3,966,213,0,8,14,2025-06-12 15:08:03.316503
stat_00014878,shelter_0041,2025-06-12 15:09:03.316503,329,0.997,11,0,996,8,0,14,3,2025-06-13 15:08:03.316503
stat_00014879,shelter_0041,2025-06-13 15:09:03.316503,330,1.0,7,0,984,570,0,8,18,2025-06-14 15:08:03.316503
stat_00014880,shelter_0041,2025-06-14 15:09:03.316503,325,0.985,0,5,985,389,0,6,19,2025-06-15 15:08:03.316503
stat_00014881,shelter_0041,2025-06-15 15:09:03.316503,330,1.0,10,0,994,401,0,20,9,2025-06-16 15:08:03.316503
stat_00014882,shelter_0041,2025-06-16 15:09:03.316503,330,1.0,6,0,1010,91,0,18,13,2025-06-17 15:08:03.316503
stat_00014883,shelter_0041,2025-06-17 15:09:03.316503,330,1.0,3,0,981,120,0,12,8,2025-06-18 15:08:03.316503
stat_00014884,shelter_0041,2025-06-18 15:09:03.316503,327,0.991,0,3,983,525,0,16,29,2025-06-19 15:08:03.316503
stat_00014885,shelter_0041,2025-06-19 15:09:03.316503,330,1.0,12,0,1008,364,0,8,23,2025-06-20 15:08:03.316503
stat_00014886,shelter_0041,2025-06-20 15:09:03.316503,330,1.0,9,0,997,231,0,8,23,2025-06-21 15:08:03.316503
stat_00014887,shelter_0041,2025-06-21 15:09:03.316503,330,1.0,3,0,986,162,0,16,11,2025-06-22 15:08:03.316503
stat_00014888,shelter_0041,2025-06-22 15:09:03.316503,330,1.0,13,0,996,54,0,8,29,2025-06-23 15:08:03.316503
stat_00014889,shelter_0041,2025-06-23 15:09:03.316503,321,0.973,0,9,966,394,0,17,19,2025-06-24 15:08:03.316503
stat_00014890,shelter_0041,2025-06-24 15:09:03.316503,325,0.985,4,0,988,273,0,7,0,2025-06-25 15:08:03.316503
stat_00014891,shelter_0041,2025-06-25 15:09:03.316503,328,0.994,3,0,987,517,4,17,0,2025-06-26 15:08:03.316503
stat_00014892,shelter_0041,2025-06-26 15:09:03.316503,320,0.97,0,8,953,288,0,20,30,2025-06-27 15:08:03.316503
stat_00014893,shelter_0041,2025-06-27 15:09:03.316503,330,1.0,15,0,1005,605,0,16,9,2025-06-28 15:08:03.316503
stat_00014894,shelter_0041,2025-06-28 15:09:03.316503,330,1.0,9,0,997,159,0,6,11,2025-06-29 15:08:03.316503
stat_00014895,shelter_0041,2025-06-29 15:09:03.316503,330,1.0,6,0,989,496,0,19,12,2025-06-30 15:08:03.316503
stat_00014896,shelter_0041,2025-06-30 15:09:03.316503,320,0.97,0,10,967,236,0,13,29,2025-07-01 15:08:03.316503
stat_00014897,shelter_0041,2025-07-01 15:09:03.316503,314,0.952,0,6,934,255,1,7,27,2025-07-02 15:08:03.316503
stat_00014898,shelter_0041,2025-07-02 15:09:03.316503,314,0.952,0,0,949,114,0,7,9,2025-07-03 15:08:03.316503
stat_00014899,shelter_0041,2025-07-03 15:09:03.316503,323,0.979,9,0,966,520,0,7,7,2025-07-04 15:08:03.316503
stat_00014900,shelter_0041,2025-07-04 15:09:03.316503,326,0.988,3,0,976,132,0,14,19,2025-07-05 15:08:03.316503
stat_00014901,shelter_0041,2025-07-05 15:09:03.316503,318,0.964,0,8,957,619,4,7,4,2025-07-06 15:08:03.316503
stat_00014902,shelter_0041,2025-07-06 15:09:03.316503,318,0.964,0,0,953,400,0,9,15,2025-07-07 15:08:03.316503
stat_00014903,shelter_0041,2025-07-07 15:09:03.316503,321,0.973,3,0,974,639,0,14,12,2025-07-08 15:08:03.316503
stat_00014904,shelter_0041,2025-07-08 15:09:03.316503,330,1.0,10,0,995,242,0,12,7,2025-07-09 15:08:03.316503
stat_00014905,shelter_0041,2025-07-09 15:09:03.316503,330,1.0,11,0,999,405,0,9,24,2025-07-10 15:08:03.316503
stat_00014906,shelter_0041,2025-07-10 15:09:03.316503,330,1.0,7,0,986,327,0,18,30,2025-07-11 15:08:03.316503
stat_00014907,shelter_0041,2025-07-11 15:09:03.316503,326,0.988,0,4,984,218,0,11,29,2025-07-12 15:08:03.316503
stat_00014908,shelter_0041,2025-07-12 15:09:03.316503,319,0.967,0,7,959,511,0,5,17,2025-07-13 15:08:03.316503
stat_00014909,shelter_0041,2025-07-13 15:09:03.316503,326,0.988,7,0,996,265,1,17,22,2025-07-14 15:08:03.316503
stat_00014910,shelter_0041,2025-07-14 15:09:03.316503,330,1.0,5,0,991,188,0,19,7,2025-07-15 15:08:03.316503
stat_00014911,shelter_0041,2025-07-15 15:09:03.316503,330,1.0,10,0,985,124,0,5,18,2025-07-16 15:08:03.316503
stat_00014912,shelter_0041,2025-07-16 15:09:03.316503,324,0.982,0,6,983,263,0,8,4,2025-07-17 15:08:03.316503
stat_00014913,shelter_0041,2025-07-17 15:09:03.316503,323,0.979,0,1,986,58,0,17,0,2025-07-18 15:08:03.316503
stat_00014914,shelter_0041,2025-07-18 15:09:03.316503,330,1.0,10,0,1001,480,0,5,16,2025-07-19 15:08:03.316503
stat_00014915,shelter_0041,2025-07-19 15:09:03.316503,330,1.0,4,0,1006,263,0,18,0,2025-07-20 15:08:03.316503
stat_00014916,shelter_0041,2025-07-20 15:09:03.316503,330,1.0,3,0,992,466,0,5,27,2025-07-21 15:08:03.316503
stat_00014917,shelter_0041,2025-07-21 15:09:03.316503,327,0.991,0,3,983,363,0,8,11,2025-07-22 15:08:03.316503
stat_00014918,shelter_0041,2025-07-22 15:09:03.316503,330,1.0,13,0,1009,117,0,15,21,2025-07-23 15:08:03.316503
stat_00014919,shelter_0041,2025-07-23 15:09:03.316503,326,0.988,0,4,969,640,0,20,16,2025-07-24 15:08:03.316503
stat_00014920,shelter_0041,2025-07-24 15:09:03.316503,330,1.0,6,0,993,191,0,17,3,2025-07-25 15:08:03.316503
stat_00014921,shelter_0041,2025-07-25 15:09:03.316503,330,1.0,15,0,993,534,0,13,26,2025-07-26 15:08:03.316503
stat_00014922,shelter_0041,2025-07-26 15:09:03.316503,330,1.0,11,0,1002,313,0,12,14,2025-07-27 15:08:03.316503
stat_00014923,shelter_0041,2025-07-27 15:09:03.316503,327,0.991,0,3,978,299,0,6,28,2025-07-28 15:08:03.316503
stat_00014924,shelter_0041,2025-07-28 15:09:03.316503,329,0.997,2,0,1002,406,0,13,24,2025-07-29 15:08:03.316503
stat_00014925,shelter_0041,2025-07-29 15:09:03.316503,330,1.0,8,0,1002,95,0,10,11,2025-07-30 15:08:03.316503
stat_00014926,shelter_0041,2025-07-30 15:09:03.316503,320,0.97,0,10,956,350,0,9,16,2025-07-31 15:08:03.316503
stat_00014927,shelter_0041,2025-07-31 15:09:03.316503,313,0.948,0,7,952,570,0,9,3,2025-08-01 15:08:03.316503
stat_00014928,shelter_0041,2025-08-01 15:09:03.316503,309,0.936,0,4,935,184,0,6,3,2025-08-02 15:08:03.316503
stat_00014929,shelter_0041,2025-08-02 15:09:03.316503,303,0.918,0,6,903,516,0,12,17,2025-08-03 15:08:03.316503
stat_00014930,shelter_0041,2025-08-03 15:09:03.316503,296,0.897,0,7,888,0,0,7,0,2025-08-04 15:08:03.316503
stat_00014931,shelter_0041,2025-08-04 15:09:03.316503,309,0.936,13,0,938,281,0,8,4,2025-08-05 15:08:03.316503
stat_00014932,shelter_0041,2025-08-05 15:09:03.316503,315,0.955,6,0,951,9,0,5,3,2025-08-06 15:08:03.316503
stat_00014933,shelter_0041,2025-08-06 15:09:03.316503,328,0.994,13,0,992,34,0,8,19,2025-08-07 15:08:03.316503
stat_00014934,shelter_0041,2025-08-07 15:09:03.316503,326,0.988,0,2,988,200,0,17,21,2025-08-08 15:08:03.316503
stat_00014935,shelter_0041,2025-08-08 15:09:03.316503,330,1.0,6,0,988,529,0,8,17,2025-08-09 15:08:03.316503
stat_00014936,shelter_0041,2025-08-09 15:09:03.316503,330,1.0,8,0,987,489,0,12,3,2025-08-10 15:08:03.316503
stat_00014937,shelter_0041,2025-08-10 15:09:03.316503,330,1.0,4,0,1006,589,0,13,8,2025-08-11 15:08:03.316503
stat_00014938,shelter_0041,2025-08-11 15:09:03.316503,330,1.0,13,0,1001,118,0,7,13,2025-08-12 15:08:03.316503
stat_00014939,shelter_0041,2025-08-12 15:09:03.316503,330,1.0,10,0,994,310,0,14,24,2025-08-13 15:08:03.316503
stat_00014940,shelter_0041,2025-08-13 15:09:03.316503,330,1.0,4,0,1000,614,0,14,11,2025-08-14 15:08:03.316503
stat_00014941,shelter_0041,2025-08-14 15:09:03.316503,330,1.0,11,0,995,334,0,18,19,2025-08-15 15:08:03.316503
stat_00014942,shelter_0041,2025-08-15 15:09:03.316503,330,1.0,8,0,1000,2,0,15,10,2025-08-16 15:08:03.316503
stat_00014943,shelter_0041,2025-08-16 15:09:03.316503,330,1.0,8,0,1001,155,0,11,28,2025-08-17 15:08:03.316503
stat_00014944,shelter_0041,2025-08-17 15:09:03.316503,330,1.0,0,0,981,84,1,7,4,2025-08-18 15:08:03.316503
stat_00014945,shelter_0041,2025-08-18 15:09:03.316503,330,1.0,15,0,1005,438,0,16,8,2025-08-19 15:08:03.316503
stat_00014946,shelter_0041,2025-08-19 15:09:03.316503,325,0.985,0,5,994,419,0,18,14,2025-08-20 15:08:03.316503
stat_00014947,shelter_0041,2025-08-20 15:09:03.316503,328,0.994,3,0,974,383,0,20,10,2025-08-21 15:08:03.316503
stat_00014948,shelter_0041,2025-08-21 15:09:03.316503,330,1.0,14,0,1007,232,0,15,23,2025-08-22 15:08:03.316503
stat_00014949,shelter_0041,2025-08-22 15:09:03.316503,330,1.0,2,0,993,127,1,6,9,2025-08-23 15:08:03.316503
stat_00014950,shelter_0041,2025-08-23 15:09:03.316503,330,1.0,7,0,993,558,0,6,22,2025-08-24 15:08:03.316503
stat_00014951,shelter_0041,2025-08-24 15:09:03.316503,330,1.0,10,0,1003,322,0,16,16,2025-08-25 15:08:03.316503
stat_00014952,shelter_0041,2025-08-25 15:09:03.316503,330,1.0,15,0,996,476,0,18,14,2025-08-26 15:08:03.316503
stat_00014953,shelter_0041,2025-08-26 15:09:03.316503,321,0.973,0,9,968,297,0,9,10,2025-08-27 15:08:03.316503
stat_00014954,shelter_0041,2025-08-27 15:09:03.316503,313,0.948,0,8,953,204,0,11,11,2025-08-28 15:08:03.316503
stat_00014955,shelter_0041,2025-08-28 15:09:03.316503,312,0.945,0,1,948,29,0,13,30,2025-08-29 15:08:03.316503
stat_00014956,shelter_0041,2025-08-29 15:09:03.316503,327,0.991,15,0,979,467,0,9,30,2025-08-30 15:08:03.316503
stat_00014957,shelter_0041,2025-08-30 15:09:03.316503,330,1.0,12,0,1004,145,0,16,12,2025-08-31 15:08:03.316503
stat_00014958,shelter_0041,2025-08-31 15:09:03.316503,323,0.979,0,7,983,618,0,17,3,2025-09-01 15:08:03.316503
stat_00014959,shelter_0041,2025-09-01 15:09:03.316503,315,0.955,0,8,957,286,0,7,28,2025-09-02 15:08:03.316503
stat_00014960,shelter_0041,2025-09-02 15:09:03.316503,305,0.924,0,10,916,383,0,17,16,2025-09-03 15:08:03.316503
stat_00014961,shelter_0041,2025-09-03 15:09:03.316503,302,0.915,0,3,913,23,0,11,3,2025-09-04 15:08:03.316503
stat_00014962,shelter_0041,2025-09-04 15:09:03.316503,315,0.955,13,0,938,258,0,5,17,2025-09-05 15:08:03.316503
stat_00014963,shelter_0041,2025-09-05 15:09:03.316503,327,0.991,12,0,980,568,0,17,19,2025-09-06 15:08:03.316503
stat_00014964,shelter_0041,2025-09-06 15:09:03.316503,319,0.967,0,8,969,36,0,16,13,2025-09-07 15:08:03.316503
stat_00014965,shelter_0041,2025-09-07 15:09:03.316503,316,0.958,0,3,957,60,0,18,6,2025-09-08 15:08:03.316503
stat_00014966,shelter_0042,2024-09-08 15:09:03.316503,0,0.0,0,2,18,0,0,18,12,2024-09-09 15:08:03.316503
stat_00014967,shelter_0042,2024-09-09 15:09:03.316503,0,0.0,0,9,1,0,0,5,30,2024-09-10 15:08:03.316503
stat_00014968,shelter_0042,2024-09-10 15:09:03.316503,0,0.0,0,7,16,0,0,9,23,2024-09-11 15:08:03.316503
stat_00014969,shelter_0042,2024-09-11 15:09:03.316503,0,0.0,0,6,-8,0,0,9,7,2024-09-12 15:08:03.316503
stat_00014970,shelter_0042,2024-09-12 15:09:03.316503,14,0.044,14,0,46,19,0,8,18,2024-09-13 15:08:03.316503
stat_00014971,shelter_0042,2024-09-13 15:09:03.316503,24,0.076,10,0,72,32,0,20,11,2024-09-14 15:08:03.316503
stat_00014972,shelter_0042,2024-09-14 15:09:03.316503,24,0.076,0,0,63,19,0,10,25,2024-09-15 15:08:03.316503
stat_00014973,shelter_0042,2024-09-15 15:09:03.316503,16,0.051,0,8,48,9,0,12,1,2024-09-16 15:08:03.316503
stat_00014974,shelter_0042,2024-09-16 15:09:03.316503,28,0.089,12,0,84,53,0,12,4,2024-09-17 15:08:03.316503
stat_00014975,shelter_0042,2024-09-17 15:09:03.316503,21,0.066,0,7,82,11,0,19,9,2024-09-18 15:08:03.316503
stat_00014976,shelter_0042,2024-09-18 15:09:03.316503,26,0.082,5,0,76,34,0,13,4,2024-09-19 15:08:03.316503
