preference_id,user_id,item_category,preference_score,interaction_count,last_interaction,created_at,updated_at
pref_00000664,user_000199,shelter,0.0095,1,2025-09-08 15:09:05,2025-09-08 15:09:14.334212,2025-09-08 15:09:14.334213
pref_00000665,user_000199,education,0.0429,2,2025-09-08 15:09:05,2025-09-08 15:09:14.342476,2025-09-08 15:09:14.342476
pref_00000666,user_000199,food,0.0619,4,2025-09-08 15:09:05,2025-09-08 15:09:14.350204,2025-09-08 15:09:14.350205
pref_00000667,user_000199,clothing,0.0238,1,2025-09-08 15:09:05,2025-09-08 15:09:14.358715,2025-09-08 15:09:14.358716
pref_00000668,user_000200,daily,0.4375,6,2025-09-08 15:09:00,2025-09-08 15:09:14.366760,2025-09-08 15:09:14.366761
pref_00000669,user_000200,clothing,0.2812,4,2025-09-08 15:09:00,2025-09-08 15:09:14.368402,2025-09-08 15:09:14.368402
pref_00000670,user_000200,other,0.1562,1,2025-09-08 15:09:00,2025-09-08 15:09:14.370061,2025-09-08 15:09:14.370061
pref_00000671,user_000200,shelter,0.125,1,2025-09-08 15:09:00,2025-09-08 15:09:14.372271,2025-09-08 15:09:14.372271
pref_00000672,user_000201,daily,0.8148,15,2025-09-08 15:08:58,2025-09-08 15:09:14.382917,2025-09-08 15:09:14.382918
pref_00000673,user_000201,shelter,0.1111,2,2025-09-08 15:08:58,2025-09-08 15:09:14.385438,2025-09-08 15:09:14.385439
pref_00000674,user_000201,education,0.0741,1,2025-09-08 15:08:58,2025-09-08 15:09:14.388100,2025-09-08 15:09:14.388101
pref_00000675,user_000202,medical,0.7023,33,2025-09-08 15:09:03,2025-09-08 15:09:14.426205,2025-09-08 15:09:14.426206
pref_00000676,user_000202,other,0.0153,2,2025-09-08 15:09:03,2025-09-08 15:09:14.435812,2025-09-08 15:09:14.435813
pref_00000677,user_000202,shelter,0.0687,4,2025-09-08 15:09:03,2025-09-08 15:09:14.442080,2025-09-08 15:09:14.442081
pref_00000678,user_000202,daily,0.1221,5,2025-09-08 15:09:03,2025-09-08 15:09:14.449448,2025-09-08 15:09:14.449448
pref_00000679,user_000202,clothing,0.0305,2,2025-09-08 15:09:03,2025-09-08 15:09:14.460399,2025-09-08 15:09:14.460400
pref_00000680,user_000202,hygiene,0.0076,1,2025-09-08 15:09:03,2025-09-08 15:09:14.467040,2025-09-08 15:09:14.467041
pref_00000681,user_000202,food,0.0534,2,2025-09-08 15:09:03,2025-09-08 15:09:14.474062,2025-09-08 15:09:14.474063
pref_00000682,user_000203,hygiene,1.0,1,2025-09-08 15:08:45,2025-09-08 15:09:14.475990,2025-09-08 15:09:14.475991
pref_00000683,user_000204,food,0.0674,0,,2025-09-08 15:09:14.477300,2025-09-08 15:09:14.477308
pref_00000684,user_000204,medical,0.9326,0,,2025-09-08 15:09:14.477318,2025-09-08 15:09:14.477318
pref_00000685,user_000205,daily,0.6923,2,2025-09-08 15:07:51,2025-09-08 15:09:14.480362,2025-09-08 15:09:14.480363
pref_00000686,user_000205,food,0.3077,1,2025-09-08 15:07:51,2025-09-08 15:09:14.480792,2025-09-08 15:09:14.480792
pref_00000687,user_000206,education,0.3404,9,2025-09-08 15:08:58,2025-09-08 15:09:14.499851,2025-09-08 15:09:14.499852
pref_00000688,user_000206,hygiene,0.5745,15,2025-09-08 15:08:58,2025-09-08 15:09:14.507950,2025-09-08 15:09:14.507951
pref_00000689,user_000206,medical,0.0745,2,2025-09-08 15:08:58,2025-09-08 15:09:14.513186,2025-09-08 15:09:14.513187
pref_00000690,user_000206,other,0.0106,1,2025-09-08 15:08:58,2025-09-08 15:09:14.517352,2025-09-08 15:09:14.517352
pref_00000691,user_000207,shelter,0.75,7,2025-09-08 15:09:00,2025-09-08 15:09:14.525039,2025-09-08 15:09:14.525040
pref_00000692,user_000207,medical,0.25,2,2025-09-08 15:09:00,2025-09-08 15:09:14.527560,2025-09-08 15:09:14.527561
pref_00000693,user_000208,medical,0.1,1,2025-09-08 15:07:24,2025-09-08 15:09:14.531240,2025-09-08 15:09:14.531240
pref_00000694,user_000208,food,0.4,1,2025-09-08 15:07:24,2025-09-08 15:09:14.531817,2025-09-08 15:09:14.531817
pref_00000695,user_000208,other,0.5,2,2025-09-08 15:07:24,2025-09-08 15:09:14.532404,2025-09-08 15:09:14.532405
pref_00000696,user_000209,other,0.0316,2,2025-09-08 15:09:02,2025-09-08 15:09:14.554638,2025-09-08 15:09:14.554639
pref_00000697,user_000209,education,0.4632,14,2025-09-08 15:09:02,2025-09-08 15:09:14.563067,2025-09-08 15:09:14.563068
pref_00000698,user_000209,food,0.0526,2,2025-09-08 15:09:02,2025-09-08 15:09:14.567792,2025-09-08 15:09:14.567793
pref_00000699,user_000209,clothing,0.1368,5,2025-09-08 15:09:02,2025-09-08 15:09:14.572580,2025-09-08 15:09:14.572581
pref_00000700,user_000209,hygiene,0.2421,9,2025-09-08 15:09:02,2025-09-08 15:09:14.577291,2025-09-08 15:09:14.577292
pref_00000701,user_000209,shelter,0.0526,1,2025-09-08 15:09:02,2025-09-08 15:09:14.582062,2025-09-08 15:09:14.582063
pref_00000702,user_000209,daily,0.0211,1,2025-09-08 15:09:02,2025-09-08 15:09:14.586612,2025-09-08 15:09:14.586612
pref_00000703,user_000210,shelter,0.4694,8,2025-09-08 15:09:04,2025-09-08 15:09:14.597015,2025-09-08 15:09:14.597016
pref_00000704,user_000210,medical,0.102,1,2025-09-08 15:09:04,2025-09-08 15:09:14.599308,2025-09-08 15:09:14.599309
pref_00000705,user_000210,food,0.0816,3,2025-09-08 15:09:04,2025-09-08 15:09:14.601615,2025-09-08 15:09:14.601615
pref_00000706,user_000210,education,0.2041,3,2025-09-08 15:09:04,2025-09-08 15:09:14.604484,2025-09-08 15:09:14.604485
pref_00000707,user_000210,daily,0.0408,1,2025-09-08 15:09:04,2025-09-08 15:09:14.606768,2025-09-08 15:09:14.606769
pref_00000708,user_000210,other,0.102,1,2025-09-08 15:09:04,2025-09-08 15:09:14.609038,2025-09-08 15:09:14.609039
pref_00000709,user_000211,shelter,0.3654,20,2025-09-08 15:09:06,2025-09-08 15:09:14.646547,2025-09-08 15:09:14.646548
pref_00000710,user_000211,daily,0.274,17,2025-09-08 15:09:06,2025-09-08 15:09:14.655594,2025-09-08 15:09:14.655594
pref_00000711,user_000211,clothing,0.1971,16,2025-09-08 15:09:06,2025-09-08 15:09:14.665114,2025-09-08 15:09:14.665115
pref_00000712,user_000211,food,0.0288,2,2025-09-08 15:09:06,2025-09-08 15:09:14.679343,2025-09-08 15:09:14.679344
pref_00000713,user_000211,medical,0.0433,4,2025-09-08 15:09:06,2025-09-08 15:09:14.689037,2025-09-08 15:09:14.689038
pref_00000714,user_000211,education,0.0337,3,2025-09-08 15:09:06,2025-09-08 15:09:14.698759,2025-09-08 15:09:14.698759
pref_00000715,user_000211,hygiene,0.0096,2,2025-09-08 15:09:06,2025-09-08 15:09:14.707516,2025-09-08 15:09:14.707516
pref_00000716,user_000211,other,0.0481,3,2025-09-08 15:09:06,2025-09-08 15:09:14.717040,2025-09-08 15:09:14.717041
pref_00000717,user_000212,education,1.0,0,,2025-09-08 15:09:14.718398,2025-09-08 15:09:14.718398
pref_00000718,user_000213,shelter,0.52,4,2025-09-08 15:09:02,2025-09-08 15:09:14.723136,2025-09-08 15:09:14.723137
pref_00000719,user_000213,clothing,0.2,1,2025-09-08 15:09:02,2025-09-08 15:09:14.724448,2025-09-08 15:09:14.724448
pref_00000720,user_000213,other,0.2,1,2025-09-08 15:09:02,2025-09-08 15:09:14.725400,2025-09-08 15:09:14.725400
pref_00000721,user_000213,medical,0.08,1,2025-09-08 15:09:02,2025-09-08 15:09:14.726319,2025-09-08 15:09:14.726319
pref_00000722,user_000214,education,0.0903,3,2025-09-08 15:09:03,2025-09-08 15:09:14.755808,2025-09-08 15:09:14.755808
pref_00000723,user_000214,food,0.7935,47,2025-09-08 15:09:03,2025-09-08 15:09:14.764736,2025-09-08 15:09:14.764736
pref_00000724,user_000214,daily,0.0194,2,2025-09-08 15:09:03,2025-09-08 15:09:14.773392,2025-09-08 15:09:14.773393
pref_00000725,user_000214,medical,0.0387,2,2025-09-08 15:09:03,2025-09-08 15:09:14.782530,2025-09-08 15:09:14.782531
pref_00000726,user_000214,clothing,0.0323,1,2025-09-08 15:09:03,2025-09-08 15:09:14.790566,2025-09-08 15:09:14.790568
pref_00000727,user_000214,hygiene,0.0258,1,2025-09-08 15:09:03,2025-09-08 15:09:14.798743,2025-09-08 15:09:14.798744
pref_00000728,user_000215,hygiene,1.0,1,2025-09-08 15:09:02,2025-09-08 15:09:14.800818,2025-09-08 15:09:14.800819
pref_00000729,user_000216,daily,0.0256,1,2025-09-08 15:08:54,2025-09-08 15:09:14.808781,2025-09-08 15:09:14.808782
pref_00000730,user_000216,hygiene,0.0513,1,2025-09-08 15:08:54,2025-09-08 15:09:14.810541,2025-09-08 15:09:14.810541
pref_00000731,user_000216,food,0.3333,5,2025-09-08 15:08:54,2025-09-08 15:09:14.812284,2025-09-08 15:09:14.812285
pref_00000732,user_000216,medical,0.3077,3,2025-09-08 15:08:54,2025-09-08 15:09:14.814029,2025-09-08 15:09:14.814029
pref_00000733,user_000216,education,0.1282,1,2025-09-08 15:08:54,2025-09-08 15:09:14.815737,2025-09-08 15:09:14.815738
pref_00000734,user_000216,other,0.1538,2,2025-09-08 15:08:54,2025-09-08 15:09:14.817910,2025-09-08 15:09:14.817911
pref_00000735,user_000217,shelter,0.0851,1,2025-09-08 15:08:52,2025-09-08 15:09:14.833596,2025-09-08 15:09:14.833597
pref_00000736,user_000217,other,0.617,10,2025-09-08 15:08:52,2025-09-08 15:09:14.838684,2025-09-08 15:09:14.838684
pref_00000737,user_000217,medical,0.0426,1,2025-09-08 15:08:52,2025-09-08 15:09:14.843666,2025-09-08 15:09:14.843667
pref_00000738,user_000217,daily,0.234,4,2025-09-08 15:08:52,2025-09-08 15:09:14.845987,2025-09-08 15:09:14.845987
pref_00000739,user_000217,education,0.0213,1,2025-09-08 15:08:52,2025-09-08 15:09:14.848308,2025-09-08 15:09:14.848309
pref_00000740,user_000218,hygiene,0.25,1,2025-09-08 15:08:30,2025-09-08 15:09:14.851211,2025-09-08 15:09:14.851212
pref_00000741,user_000218,food,0.75,2,2025-09-08 15:08:30,2025-09-08 15:09:14.851645,2025-09-08 15:09:14.851645
pref_00000742,user_000219,education,0.1995,0,,2025-09-08 15:09:14.852991,2025-09-08 15:09:14.852992
pref_00000743,user_000219,clothing,0.8005,0,,2025-09-08 15:09:14.852997,2025-09-08 15:09:14.852997
pref_00000744,user_000220,medical,1.0,2,2025-09-08 15:05:11,2025-09-08 15:09:14.855400,2025-09-08 15:09:14.855401
pref_00000745,user_000221,hygiene,0.5384,0,,2025-09-08 15:09:14.856724,2025-09-08 15:09:14.856724
pref_00000746,user_000221,shelter,0.1441,0,,2025-09-08 15:09:14.856730,2025-09-08 15:09:14.856730
pref_00000747,user_000221,medical,0.3175,0,,2025-09-08 15:09:14.856739,2025-09-08 15:09:14.856740
pref_00000748,user_000222,other,1.0,1,2025-09-08 15:08:39,2025-09-08 15:09:14.858657,2025-09-08 15:09:14.858657
pref_00000749,user_000223,shelter,1.0,7,2025-09-08 15:08:58,2025-09-08 15:09:14.863368,2025-09-08 15:09:14.863369
pref_00000750,user_000224,other,1.0,4,2025-09-08 15:08:13,2025-09-08 15:09:14.866679,2025-09-08 15:09:14.866679
pref_00000751,user_000225,other,0.122,1,2025-09-08 15:09:00,2025-09-08 15:09:14.874060,2025-09-08 15:09:14.874060
pref_00000752,user_000225,medical,0.4146,4,2025-09-08 15:09:00,2025-09-08 15:09:14.875735,2025-09-08 15:09:14.875736
pref_00000753,user_000225,daily,0.0732,2,2025-09-08 15:09:00,2025-09-08 15:09:14.877653,2025-09-08 15:09:14.877654
pref_00000754,user_000225,food,0.0976,1,2025-09-08 15:09:00,2025-09-08 15:09:14.879372,2025-09-08 15:09:14.879372
pref_00000755,user_000225,clothing,0.122,1,2025-09-08 15:09:00,2025-09-08 15:09:14.880942,2025-09-08 15:09:14.880942
pref_00000756,user_000225,education,0.1463,2,2025-09-08 15:09:00,2025-09-08 15:09:14.882499,2025-09-08 15:09:14.882500
pref_00000757,user_000225,shelter,0.0244,1,2025-09-08 15:09:00,2025-09-08 15:09:14.884665,2025-09-08 15:09:14.884665
pref_00000758,user_000226,shelter,0.8333,1,2025-09-08 15:08:59,2025-09-08 15:09:14.887538,2025-09-08 15:09:14.887539
pref_00000759,user_000226,other,0.1667,1,2025-09-08 15:08:59,2025-09-08 15:09:14.887853,2025-09-08 15:09:14.887854
pref_00000760,user_000227,daily,1.0,2,2025-09-08 15:08:09,2025-09-08 15:09:14.890244,2025-09-08 15:09:14.890245
pref_00000761,user_000228,other,0.3171,8,2025-09-08 15:09:04,2025-09-08 15:09:14.905978,2025-09-08 15:09:14.905979
pref_00000762,user_000228,education,0.3659,10,2025-09-08 15:09:04,2025-09-08 15:09:14.909608,2025-09-08 15:09:14.909609
pref_00000763,user_000228,clothing,0.1707,6,2025-09-08 15:09:04,2025-09-08 15:09:14.913931,2025-09-08 15:09:14.913932
pref_00000764,user_000228,medical,0.0976,2,2025-09-08 15:09:04,2025-09-08 15:09:14.919982,2025-09-08 15:09:14.919983
pref_00000765,user_000228,food,0.0488,1,2025-09-08 15:09:04,2025-09-08 15:09:14.925637,2025-09-08 15:09:14.925638
pref_00000766,user_000229,food,0.3333,1,2025-09-08 15:08:44,2025-09-08 15:09:14.929019,2025-09-08 15:09:14.929020
pref_00000767,user_000229,education,0.6667,3,2025-09-08 15:08:44,2025-09-08 15:09:14.929630,2025-09-08 15:09:14.929630
pref_00000768,user_000230,daily,0.4865,4,2025-09-08 15:09:04,2025-09-08 15:09:14.936334,2025-09-08 15:09:14.936334
pref_00000769,user_000230,shelter,0.027,1,2025-09-08 15:09:04,2025-09-08 15:09:14.939709,2025-09-08 15:09:14.939710
pref_00000770,user_000230,hygiene,0.2432,3,2025-09-08 15:09:04,2025-09-08 15:09:14.942753,2025-09-08 15:09:14.942753
pref_00000771,user_000230,food,0.1081,1,2025-09-08 15:09:04,2025-09-08 15:09:14.945754,2025-09-08 15:09:14.945755
pref_00000772,user_000230,medical,0.1351,1,2025-09-08 15:09:04,2025-09-08 15:09:14.949061,2025-09-08 15:09:14.949062
pref_00000773,user_000231,clothing,1.0,4,2025-09-08 15:08:51,2025-09-08 15:09:14.952996,2025-09-08 15:09:14.952997
pref_00000774,user_000232,other,0.1667,1,2025-09-08 15:08:08,2025-09-08 15:09:14.955380,2025-09-08 15:09:14.955381
pref_00000775,user_000232,food,0.8333,1,2025-09-08 15:08:08,2025-09-08 15:09:14.955709,2025-09-08 15:09:14.955709
pref_00000776,user_000233,medical,0.7679,13,2025-09-08 15:09:04,2025-09-08 15:09:14.965162,2025-09-08 15:09:14.965163
pref_00000777,user_000233,daily,0.1607,2,2025-09-08 15:09:04,2025-09-08 15:09:14.967360,2025-09-08 15:09:14.967361
pref_00000778,user_000233,shelter,0.0714,1,2025-09-08 15:09:04,2025-09-08 15:09:14.969504,2025-09-08 15:09:14.969504
pref_00000779,user_000234,medical,1.0,1,2025-09-08 15:08:04,2025-09-08 15:09:14.971560,2025-09-08 15:09:14.971561
pref_00000780,user_000235,hygiene,0.2432,11,2025-09-08 15:09:04,2025-09-08 15:09:15.007390,2025-09-08 15:09:15.007391
pref_00000781,user_000235,shelter,0.1892,6,2025-09-08 15:09:04,2025-09-08 15:09:15.014481,2025-09-08 15:09:15.014482
pref_00000782,user_000235,education,0.0991,3,2025-09-08 15:09:04,2025-09-08 15:09:15.020190,2025-09-08 15:09:15.020191
pref_00000783,user_000235,food,0.027,2,2025-09-08 15:09:04,2025-09-08 15:09:15.025334,2025-09-08 15:09:15.025335
pref_00000784,user_000235,other,0.3333,11,2025-09-08 15:09:04,2025-09-08 15:09:15.032054,2025-09-08 15:09:15.032054
pref_00000785,user_000235,medical,0.1081,5,2025-09-08 15:09:04,2025-09-08 15:09:15.036992,2025-09-08 15:09:15.036993
pref_00000786,user_000236,clothing,0.7822,24,2025-09-08 15:09:06,2025-09-08 15:09:15.055738,2025-09-08 15:09:15.055739
pref_00000787,user_000236,shelter,0.0198,1,2025-09-08 15:09:06,2025-09-08 15:09:15.060300,2025-09-08 15:09:15.060300
pref_00000788,user_000236,other,0.0792,3,2025-09-08 15:09:06,2025-09-08 15:09:15.064598,2025-09-08 15:09:15.064599
pref_00000789,user_000236,education,0.0198,1,2025-09-08 15:09:06,2025-09-08 15:09:15.068825,2025-09-08 15:09:15.068825
pref_00000790,user_000236,daily,0.0396,1,2025-09-08 15:09:06,2025-09-08 15:09:15.073260,2025-09-08 15:09:15.073261
pref_00000791,user_000236,medical,0.0594,2,2025-09-08 15:09:06,2025-09-08 15:09:15.078792,2025-09-08 15:09:15.078793
pref_00000792,user_000237,medical,0.8108,17,2025-09-08 15:08:55,2025-09-08 15:09:15.097956,2025-09-08 15:09:15.097957
pref_00000793,user_000237,hygiene,0.0676,1,2025-09-08 15:08:55,2025-09-08 15:09:15.100667,2025-09-08 15:09:15.100668
pref_00000794,user_000237,education,0.0676,1,2025-09-08 15:08:55,2025-09-08 15:09:15.103412,2025-09-08 15:09:15.103413
pref_00000795,user_000237,daily,0.0541,1,2025-09-08 15:08:55,2025-09-08 15:09:15.106496,2025-09-08 15:09:15.106497
pref_00000796,user_000238,hygiene,0.5938,5,2025-09-08 15:08:50,2025-09-08 15:09:15.114591,2025-09-08 15:09:15.114592
pref_00000797,user_000238,clothing,0.2812,5,2025-09-08 15:08:50,2025-09-08 15:09:15.116217,2025-09-08 15:09:15.116218
pref_00000798,user_000238,daily,0.0625,1,2025-09-08 15:08:50,2025-09-08 15:09:15.117809,2025-09-08 15:09:15.117809
pref_00000799,user_000238,shelter,0.0625,1,2025-09-08 15:08:50,2025-09-08 15:09:15.119594,2025-09-08 15:09:15.119595
pref_00000800,user_000239,daily,0.9412,5,2025-09-08 15:09:03,2025-09-08 15:09:15.125877,2025-09-08 15:09:15.125878
pref_00000801,user_000239,food,0.0588,1,2025-09-08 15:09:03,2025-09-08 15:09:15.126787,2025-09-08 15:09:15.126788
pref_00000802,user_000240,education,0.4333,3,2025-09-08 15:08:54,2025-09-08 15:09:15.133007,2025-09-08 15:09:15.133008
pref_00000803,user_000240,daily,0.4,4,2025-09-08 15:08:54,2025-09-08 15:09:15.134405,2025-09-08 15:09:15.134405
pref_00000804,user_000240,medical,0.1,2,2025-09-08 15:08:54,2025-09-08 15:09:15.135789,2025-09-08 15:09:15.135789
pref_00000805,user_000240,shelter,0.0667,1,2025-09-08 15:08:54,2025-09-08 15:09:15.137315,2025-09-08 15:09:15.137315
pref_00000806,user_000241,shelter,1.0,1,2025-09-08 15:06:12,2025-09-08 15:09:15.139141,2025-09-08 15:09:15.139141
pref_00000807,user_000242,education,1.0,1,2025-09-08 15:06:36,2025-09-08 15:09:15.141035,2025-09-08 15:09:15.141035
pref_00000808,user_000243,daily,0.5,8,2025-09-08 15:09:03,2025-09-08 15:09:15.151000,2025-09-08 15:09:15.151000
pref_00000809,user_000243,education,0.3939,7,2025-09-08 15:09:03,2025-09-08 15:09:15.153274,2025-09-08 15:09:15.153275
pref_00000810,user_000243,medical,0.0758,1,2025-09-08 15:09:03,2025-09-08 15:09:15.155602,2025-09-08 15:09:15.155603
pref_00000811,user_000243,hygiene,0.0303,1,2025-09-08 15:09:03,2025-09-08 15:09:15.157831,2025-09-08 15:09:15.157831
pref_00000812,user_000244,medical,0.7143,1,2025-09-08 15:08:38,2025-09-08 15:09:15.160672,2025-09-08 15:09:15.160673
pref_00000813,user_000244,other,0.1429,1,2025-09-08 15:08:38,2025-09-08 15:09:15.161115,2025-09-08 15:09:15.161115
pref_00000814,user_000244,food,0.1429,1,2025-09-08 15:08:38,2025-09-08 15:09:15.161549,2025-09-08 15:09:15.161550
pref_00000815,user_000245,other,0.3462,20,2025-09-08 15:09:01,2025-09-08 15:09:15.194726,2025-09-08 15:09:15.194727
pref_00000816,user_000245,education,0.351,24,2025-09-08 15:09:01,2025-09-08 15:09:15.206218,2025-09-08 15:09:15.206219
pref_00000817,user_000245,daily,0.0865,6,2025-09-08 15:09:01,2025-09-08 15:09:15.217175,2025-09-08 15:09:15.217176
pref_00000818,user_000245,medical,0.0433,3,2025-09-08 15:09:01,2025-09-08 15:09:15.225679,2025-09-08 15:09:15.225679
pref_00000819,user_000245,food,0.0337,2,2025-09-08 15:09:01,2025-09-08 15:09:15.234295,2025-09-08 15:09:15.234296
pref_00000820,user_000245,hygiene,0.0385,3,2025-09-08 15:09:01,2025-09-08 15:09:15.242757,2025-09-08 15:09:15.242758
pref_00000821,user_000245,shelter,0.0625,3,2025-09-08 15:09:01,2025-09-08 15:09:15.251892,2025-09-08 15:09:15.251893
pref_00000822,user_000245,clothing,0.0385,2,2025-09-08 15:09:01,2025-09-08 15:09:15.265286,2025-09-08 15:09:15.265287
pref_00000823,user_000246,other,0.1168,7,2025-09-08 15:08:55,2025-09-08 15:09:15.298510,2025-09-08 15:09:15.298511
pref_00000824,user_000246,shelter,0.0584,3,2025-09-08 15:08:55,2025-09-08 15:09:15.304343,2025-09-08 15:09:15.304343
pref_00000825,user_000246,food,0.4453,16,2025-09-08 15:08:55,2025-09-08 15:09:15.310931,2025-09-08 15:09:15.310932
pref_00000826,user_000246,medical,0.3066,13,2025-09-08 15:08:55,2025-09-08 15:09:15.316761,2025-09-08 15:09:15.316761
pref_00000827,user_000246,hygiene,0.0146,2,2025-09-08 15:08:55,2025-09-08 15:09:15.322734,2025-09-08 15:09:15.322734
pref_00000828,user_000246,education,0.0073,1,2025-09-08 15:08:55,2025-09-08 15:09:15.329331,2025-09-08 15:09:15.329332
pref_00000829,user_000246,clothing,0.0511,3,2025-09-08 15:08:55,2025-09-08 15:09:15.335139,2025-09-08 15:09:15.335140
pref_00000830,user_000247,food,0.3529,2,2025-09-08 15:08:32,2025-09-08 15:09:15.339636,2025-09-08 15:09:15.339637
pref_00000831,user_000247,hygiene,0.3529,2,2025-09-08 15:08:32,2025-09-08 15:09:15.340352,2025-09-08 15:09:15.340352
pref_00000832,user_000247,clothing,0.2941,1,2025-09-08 15:08:32,2025-09-08 15:09:15.341061,2025-09-08 15:09:15.341061
pref_00000833,user_000248,daily,0.2188,3,2025-09-08 15:08:58,2025-09-08 15:09:15.348184,2025-09-08 15:09:15.348184
pref_00000834,user_000248,other,0.1562,2,2025-09-08 15:08:58,2025-09-08 15:09:15.350312,2025-09-08 15:09:15.350313
pref_00000835,user_000248,education,0.1562,3,2025-09-08 15:08:58,2025-09-08 15:09:15.351964,2025-09-08 15:09:15.351964
pref_00000836,user_000248,medical,0.3438,3,2025-09-08 15:08:58,2025-09-08 15:09:15.353737,2025-09-08 15:09:15.353737
pref_00000837,user_000248,food,0.125,1,2025-09-08 15:08:58,2025-09-08 15:09:15.355462,2025-09-08 15:09:15.355463
pref_00000838,user_000249,other,0.4545,3,2025-09-08 15:08:56,2025-09-08 15:09:15.360883,2025-09-08 15:09:15.360883
pref_00000839,user_000249,hygiene,0.0909,2,2025-09-08 15:08:56,2025-09-08 15:09:15.362000,2025-09-08 15:09:15.362001
pref_00000840,user_000249,medical,0.2727,2,2025-09-08 15:08:56,2025-09-08 15:09:15.363108,2025-09-08 15:09:15.363108
pref_00000841,user_000249,education,0.1818,1,2025-09-08 15:08:56,2025-09-08 15:09:15.364218,2025-09-08 15:09:15.364218
pref_00000842,user_000250,medical,0.2121,3,2025-09-08 15:09:00,2025-09-08 15:09:15.371873,2025-09-08 15:09:15.371874
pref_00000843,user_000250,clothing,0.3636,4,2025-09-08 15:09:00,2025-09-08 15:09:15.373561,2025-09-08 15:09:15.373562
pref_00000844,user_000250,shelter,0.1212,1,2025-09-08 15:09:00,2025-09-08 15:09:15.375155,2025-09-08 15:09:15.375156
pref_00000845,user_000250,daily,0.303,4,2025-09-08 15:09:00,2025-09-08 15:09:15.378273,2025-09-08 15:09:15.378274
pref_00000846,user_000251,medical,0.0208,1,2025-09-08 15:09:06,2025-09-08 15:09:15.405564,2025-09-08 15:09:15.405565
pref_00000847,user_000251,clothing,0.6979,23,2025-09-08 15:09:06,2025-09-08 15:09:15.409957,2025-09-08 15:09:15.409958
pref_00000848,user_000251,hygiene,0.0938,2,2025-09-08 15:09:06,2025-09-08 15:09:15.414292,2025-09-08 15:09:15.414293
pref_00000849,user_000251,daily,0.0625,3,2025-09-08 15:09:06,2025-09-08 15:09:15.421956,2025-09-08 15:09:15.421957
pref_00000850,user_000251,shelter,0.0625,2,2025-09-08 15:09:06,2025-09-08 15:09:15.426191,2025-09-08 15:09:15.426191
pref_00000851,user_000251,food,0.0417,1,2025-09-08 15:09:06,2025-09-08 15:09:15.430989,2025-09-08 15:09:15.430990
pref_00000852,user_000251,education,0.0208,1,2025-09-08 15:09:06,2025-09-08 15:09:15.436414,2025-09-08 15:09:15.436415
pref_00000853,user_000252,education,0.4167,1,2025-09-08 15:08:18,2025-09-08 15:09:15.439332,2025-09-08 15:09:15.439333
pref_00000854,user_000252,medical,0.5833,2,2025-09-08 15:08:18,2025-09-08 15:09:15.439764,2025-09-08 15:09:15.439765
pref_00000855,user_000253,education,0.5,2,2025-09-08 15:08:42,2025-09-08 15:09:15.443014,2025-09-08 15:09:15.443015
pref_00000856,user_000253,daily,0.5,1,2025-09-08 15:08:42,2025-09-08 15:09:15.443574,2025-09-08 15:09:15.443574
pref_00000857,user_000254,clothing,1.0,2,2025-09-08 15:08:16,2025-09-08 15:09:15.445931,2025-09-08 15:09:15.445931
pref_00000858,user_000255,clothing,0.9474,24,2025-09-08 15:08:56,2025-09-08 15:09:15.460394,2025-09-08 15:09:15.460395
pref_00000859,user_000255,shelter,0.0526,1,2025-09-08 15:08:56,2025-09-08 15:09:15.463740,2025-09-08 15:09:15.463741
pref_00000860,user_000256,daily,0.5957,26,2025-09-08 15:09:03,2025-09-08 15:09:15.492683,2025-09-08 15:09:15.492684
pref_00000861,user_000256,clothing,0.1915,11,2025-09-08 15:09:03,2025-09-08 15:09:15.501764,2025-09-08 15:09:15.501765
pref_00000862,user_000256,hygiene,0.0426,3,2025-09-08 15:09:03,2025-09-08 15:09:15.508567,2025-09-08 15:09:15.508568
pref_00000863,user_000256,food,0.0355,3,2025-09-08 15:09:03,2025-09-08 15:09:15.518387,2025-09-08 15:09:15.518388
pref_00000864,user_000256,medical,0.0426,2,2025-09-08 15:09:03,2025-09-08 15:09:15.529087,2025-09-08 15:09:15.529088
pref_00000865,user_000256,education,0.0567,2,2025-09-08 15:09:03,2025-09-08 15:09:15.540245,2025-09-08 15:09:15.540245
pref_00000866,user_000256,shelter,0.0213,2,2025-09-08 15:09:03,2025-09-08 15:09:15.546991,2025-09-08 15:09:15.546992
pref_00000867,user_000256,other,0.0142,2,2025-09-08 15:09:03,2025-09-08 15:09:15.554590,2025-09-08 15:09:15.554591
pref_00000868,user_000257,clothing,0.5427,25,2025-09-08 15:09:05,2025-09-08 15:09:15.582762,2025-09-08 15:09:15.582763
pref_00000869,user_000257,food,0.0305,2,2025-09-08 15:09:05,2025-09-08 15:09:15.590576,2025-09-08 15:09:15.590576
pref_00000870,user_000257,shelter,0.3537,19,2025-09-08 15:09:05,2025-09-08 15:09:15.597379,2025-09-08 15:09:15.597379
pref_00000871,user_000257,hygiene,0.0061,1,2025-09-08 15:09:05,2025-09-08 15:09:15.605251,2025-09-08 15:09:15.605252
pref_00000872,user_000257,medical,0.0427,2,2025-09-08 15:09:05,2025-09-08 15:09:15.611940,2025-09-08 15:09:15.611940
pref_00000873,user_000257,education,0.0122,1,2025-09-08 15:09:05,2025-09-08 15:09:15.619651,2025-09-08 15:09:15.619652
