similarity_id,user_id_1,user_id_2,similarity_score,similarity_type,feature_vector_1,feature_vector_2,calculated_at,is_valid,created_at
sim_00000448,user_000187,user_000445,0.5,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0",2025-09-08 15:09:30.764635,True,2025-09-08 15:09:30.764635
sim_00000449,user_000187,user_000518,0.7071,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.764645,True,2025-09-08 15:09:30.764646
sim_00000450,user_000187,user_000899,0.6565,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.2857,0.0,0.7143,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.764656,True,2025-09-08 15:09:30.764657
sim_00000451,user_000187,user_000196,0.3747,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.6154,0.0,0.3846,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.764667,True,2025-09-08 15:09:30.764667
sim_00000452,user_000187,user_000709,0.5209,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.1935,0.0,0.3548,0.1613,0.129,0.1613,0.0,0.0",2025-09-08 15:09:30.764724,True,2025-09-08 15:09:30.764724
sim_00000453,user_000187,user_000996,0.189,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0847,0.0,0.1525,0.0678,0.5254,0.0847,0.0,0.0847",2025-09-08 15:09:30.764741,True,2025-09-08 15:09:30.764741
sim_00000454,user_000187,user_000992,0.7047,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.9155,0.0,0.0749,0.0,0.0096,0.0",2025-09-08 15:09:30.764752,True,2025-09-08 15:09:30.764752
sim_00000455,user_000187,user_000987,0.1858,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.1429,0.0,0.1429,0.3571,0.3571,0.0,0.0,0.0",2025-09-08 15:09:30.764769,True,2025-09-08 15:09:30.764769
sim_00000456,user_000187,user_000251,0.7142,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0417,0.6979,0.0208,0.0625,0.0625,0.0938,0.0208,0.0",2025-09-08 15:09:30.764780,True,2025-09-08 15:09:30.764781
sim_00000457,user_000187,user_000105,0.4423,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0,0.1111,0.2222,0.0,0.0,0.3333,0.3333,0.0",2025-09-08 15:09:30.764792,True,2025-09-08 15:09:30.764792
sim_00000458,user_000187,user_000901,0.124,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0909,0.2727,0.4091,0.0909,0.0455,0.0909",2025-09-08 15:09:30.764804,True,2025-09-08 15:09:30.764804
sim_00000459,user_000187,user_000086,0.2734,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.2812,0.2188,0.0,0.4375,0.0,0.0,0.0312,0.0312",2025-09-08 15:09:30.764821,True,2025-09-08 15:09:30.764821
sim_00000460,user_000187,user_000772,0.5178,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.4054,0.0,0.4595,0.1351,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.764844,True,2025-09-08 15:09:30.764844
sim_00000461,user_000187,user_000707,0.3779,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.3333,0.0,0.0,0.5,0.0,0.1667",2025-09-08 15:09:30.764855,True,2025-09-08 15:09:30.764855
sim_00000462,user_000187,user_000924,0.6962,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0,0.0073,0.6934,0.0146,0.0949,0.0292,0.0438,0.1168",2025-09-08 15:09:30.764866,True,2025-09-08 15:09:30.764866
sim_00000463,user_000187,user_000784,0.137,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0,0.1649,0.0,0.8351,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.764877,True,2025-09-08 15:09:30.764877
sim_00000464,user_000187,user_000054,0.7071,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.764888,True,2025-09-08 15:09:30.764888
sim_00000465,user_000187,user_000159,0.6067,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.5132,0.0526,0.2895,0.0658,0.0526,0.0263",2025-09-08 15:09:30.764905,True,2025-09-08 15:09:30.764905
sim_00000466,user_000187,user_000522,0.5667,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0227,0.0,0.4318,0.1818,0.2273,0.1364,0.0,0.0",2025-09-08 15:09:30.764923,True,2025-09-08 15:09:30.764923
sim_00000467,user_000187,user_000394,0.2917,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.1111,0.2222,0.0,0.3889,0.0,0.0,0.2778,0.0",2025-09-08 15:09:30.764939,True,2025-09-08 15:09:30.764939
sim_00000468,user_000187,user_000547,0.3038,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.2903,0.1935,0.0,0.1935,0.129,0.1613,0.0323,0.0",2025-09-08 15:09:30.764956,True,2025-09-08 15:09:30.764957
sim_00000469,user_000187,user_000320,0.2797,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0,0.25,0.0,0.0,0.2083,0.0,0.0,0.5417",2025-09-08 15:09:30.764967,True,2025-09-08 15:09:30.764968
sim_00000470,user_000187,user_000885,0.6934,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0,0.8333,0.0,0.1667,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.764990,True,2025-09-08 15:09:30.764990
sim_00000471,user_000187,user_000080,0.3626,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.1032,0.1613,0.0968,0.0387,0.0129,0.0194,0.1355,0.4323",2025-09-08 15:09:30.765007,True,2025-09-08 15:09:30.765007
sim_00000472,user_000187,user_000540,0.6565,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0,0.7143,0.0,0.0,0.0,0.2857,0.0,0.0",2025-09-08 15:09:30.765046,True,2025-09-08 15:09:30.765046
sim_00000473,user_000187,user_000119,0.6665,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0,0.6667,0.0,0.0,0.0667,0.2222,0.0444,0.0",2025-09-08 15:09:30.765063,True,2025-09-08 15:09:30.765063
sim_00000474,user_000187,user_000362,0.4116,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.2857,0.1964,0.0714,0.0179,0.0179,0.0,0.2321,0.1786",2025-09-08 15:09:30.765075,True,2025-09-08 15:09:30.765075
sim_00000475,user_000187,user_000029,0.1051,cosine,"0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.08,0.24,0.0,0.16,0.44,0.08",2025-09-08 15:09:30.765092,True,2025-09-08 15:09:30.765092
sim_00000476,user_000231,user_000602,1.0,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.765110,True,2025-09-08 15:09:30.765110
sim_00000477,user_000231,user_000419,0.2981,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.1818,0.0,0.4545,0.3636,0.0,0.0,0.0",2025-09-08 15:09:30.765121,True,2025-09-08 15:09:30.765121
sim_00000478,user_000231,user_000718,0.7578,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.1739,0.3986,0.0145,0.029,0.0797,0.2826,0.0072,0.0145",2025-09-08 15:09:30.765155,True,2025-09-08 15:09:30.765156
sim_00000479,user_000231,user_000537,0.9517,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.7353,0.0294,0.0,0.0,0.0,0.0,0.2353",2025-09-08 15:09:30.765184,True,2025-09-08 15:09:30.765184
sim_00000480,user_000231,user_000092,1.0,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.765217,True,2025-09-08 15:09:30.765217
sim_00000481,user_000231,user_000323,0.9264,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.2353,0.6471,0.1176,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.765300,True,2025-09-08 15:09:30.765300
sim_00000482,user_000231,user_000918,0.7071,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.765311,True,2025-09-08 15:09:30.765311
sim_00000483,user_000231,user_000251,0.9808,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0417,0.6979,0.0208,0.0625,0.0625,0.0938,0.0208,0.0",2025-09-08 15:09:30.765832,True,2025-09-08 15:09:30.765833
sim_00000484,user_000231,user_000105,0.2085,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.1111,0.2222,0.0,0.0,0.3333,0.3333,0.0",2025-09-08 15:09:30.765869,True,2025-09-08 15:09:30.765869
sim_00000485,user_000231,user_000086,0.3866,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.2812,0.2188,0.0,0.4375,0.0,0.0,0.0312,0.0312",2025-09-08 15:09:30.765947,True,2025-09-08 15:09:30.765948
sim_00000486,user_000231,user_000784,0.1937,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.1649,0.0,0.8351,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.766062,True,2025-09-08 15:09:30.766063
sim_00000487,user_000231,user_000054,1.0,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.766093,True,2025-09-08 15:09:30.766093
sim_00000488,user_000231,user_000394,0.4125,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.1111,0.2222,0.0,0.3889,0.0,0.0,0.2778,0.0",2025-09-08 15:09:30.766173,True,2025-09-08 15:09:30.766173
sim_00000489,user_000231,user_000547,0.4296,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.2903,0.1935,0.0,0.1935,0.129,0.1613,0.0323,0.0",2025-09-08 15:09:30.766221,True,2025-09-08 15:09:30.766222
sim_00000490,user_000231,user_000320,0.3956,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.25,0.0,0.0,0.2083,0.0,0.0,0.5417",2025-09-08 15:09:30.766252,True,2025-09-08 15:09:30.766253
sim_00000491,user_000231,user_000885,0.9806,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.8333,0.0,0.1667,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.766315,True,2025-09-08 15:09:30.766316
sim_00000492,user_000231,user_000080,0.3205,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.1032,0.1613,0.0968,0.0387,0.0129,0.0194,0.1355,0.4323",2025-09-08 15:09:30.766376,True,2025-09-08 15:09:30.766377
sim_00000493,user_000231,user_000540,0.9285,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.7143,0.0,0.0,0.0,0.2857,0.0,0.0",2025-09-08 15:09:30.766487,True,2025-09-08 15:09:30.766488
sim_00000494,user_000231,user_000119,0.9426,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.6667,0.0,0.0,0.0667,0.2222,0.0444,0.0",2025-09-08 15:09:30.766535,True,2025-09-08 15:09:30.766536
sim_00000495,user_000231,user_000362,0.4269,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.2857,0.1964,0.0714,0.0179,0.0179,0.0,0.2321,0.1786",2025-09-08 15:09:30.766567,True,2025-09-08 15:09:30.766567
sim_00000496,user_000737,user_000718,0.3306,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.1739,0.3986,0.0145,0.029,0.0797,0.2826,0.0072,0.0145",2025-09-08 15:09:30.766740,True,2025-09-08 15:09:30.766741
sim_00000497,user_000737,user_000096,0.4741,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.35,0.0,0.0,0.0,0.0,0.0,0.65,0.0",2025-09-08 15:09:30.766852,True,2025-09-08 15:09:30.766852
sim_00000498,user_000737,user_000088,0.594,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.3333,0.0,0.0,0.0,0.0,0.0556,0.2222,0.3889",2025-09-08 15:09:30.767058,True,2025-09-08 15:09:30.767058
sim_00000499,user_000737,user_000199,0.1087,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0619,0.0238,0.0286,0.0714,0.0095,0.2762,0.0429,0.4857",2025-09-08 15:09:30.767114,True,2025-09-08 15:09:30.767115
sim_00000500,user_000737,user_000323,0.3369,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.2353,0.6471,0.1176,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.767162,True,2025-09-08 15:09:30.767163
sim_00000501,user_000737,user_000021,0.9516,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.6016,0.0,0.122,0.0813,0.1138,0.0407,0.0407,0.0",2025-09-08 15:09:30.767210,True,2025-09-08 15:09:30.767211
sim_00000502,user_000737,user_000720,0.2357,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.1667,0.0,0.1667,0.0,0.0,0.6667,0.0,0.0",2025-09-08 15:09:30.767241,True,2025-09-08 15:09:30.767241
sim_00000503,user_000737,user_000726,0.3235,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.1583,0.0,0.0583,0.2333,0.0417,0.0667,0.3833,0.0583",2025-09-08 15:09:30.767284,True,2025-09-08 15:09:30.767285
sim_00000504,user_000737,user_000081,1.0,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.767333,True,2025-09-08 15:09:30.767334
sim_00000505,user_000737,user_000732,0.9299,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.6562,0.0,0.0,0.0,0.0,0.25,0.0625,0.0312",2025-09-08 15:09:30.767364,True,2025-09-08 15:09:30.767365
sim_00000506,user_000737,user_000899,0.3714,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.2857,0.0,0.7143,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.767428,True,2025-09-08 15:09:30.767428
sim_00000507,user_000737,user_000196,0.848,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.6154,0.0,0.3846,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.767459,True,2025-09-08 15:09:30.767459
sim_00000508,user_000737,user_000857,0.2425,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0",2025-09-08 15:09:30.767498,True,2025-09-08 15:09:30.767498
sim_00000509,user_000737,user_000968,0.2586,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.1786,0.0,0.0,0.0,0.0,0.0,0.1786,0.6429",2025-09-08 15:09:30.767529,True,2025-09-08 15:09:30.767530
sim_00000510,user_000737,user_000852,0.4061,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.2105,0.0,0.0,0.3684,0.2105,0.0,0.2105,0.0",2025-09-08 15:09:30.767608,True,2025-09-08 15:09:30.767609
sim_00000511,user_000737,user_000426,0.1925,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.1429,0.0,0.0,0.0,0.0,0.7143,0.0,0.1429",2025-09-08 15:09:30.767639,True,2025-09-08 15:09:30.767639
sim_00000512,user_000737,user_000747,0.722,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.4375,0.0,0.0,0.0,0.0,0.0,0.375,0.1875",2025-09-08 15:09:30.767670,True,2025-09-08 15:09:30.767670
sim_00000513,user_000737,user_000709,0.4017,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.1935,0.0,0.3548,0.1613,0.129,0.1613,0.0,0.0",2025-09-08 15:09:30.767701,True,2025-09-08 15:09:30.767701
sim_00000514,user_000737,user_000229,0.4472,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.3333,0.0,0.0,0.0,0.0,0.0,0.6667,0.0",2025-09-08 15:09:30.767731,True,2025-09-08 15:09:30.767731
sim_00000515,user_000737,user_000996,0.1485,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0847,0.0,0.1525,0.0678,0.5254,0.0847,0.0,0.0847",2025-09-08 15:09:30.767762,True,2025-09-08 15:09:30.767762
sim_00000516,user_000737,user_000093,0.1615,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.093,0.0,0.0233,0.3721,0.0,0.4186,0.093,0.0",2025-09-08 15:09:30.767809,True,2025-09-08 15:09:30.767809
sim_00000517,user_000737,user_000987,0.2627,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.1429,0.0,0.1429,0.3571,0.3571,0.0,0.0,0.0",2025-09-08 15:09:30.767839,True,2025-09-08 15:09:30.767840
sim_00000518,user_000737,user_000086,0.4969,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.2812,0.2188,0.0,0.4375,0.0,0.0,0.0312,0.0312",2025-09-08 15:09:30.767943,True,2025-09-08 15:09:30.767943
sim_00000519,user_000737,user_000497,1.0,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.767989,True,2025-09-08 15:09:30.767989
sim_00000520,user_000737,user_000772,0.6461,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.4054,0.0,0.4595,0.1351,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.768019,True,2025-09-08 15:09:30.768020
sim_00000521,user_000737,user_000214,0.9908,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.7935,0.0323,0.0387,0.0194,0.0,0.0258,0.0903,0.0",2025-09-08 15:09:30.768114,True,2025-09-08 15:09:30.768114
sim_00000522,user_000737,user_000394,0.2063,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.1111,0.2222,0.0,0.3889,0.0,0.0,0.2778,0.0",2025-09-08 15:09:30.768181,True,2025-09-08 15:09:30.768181
sim_00000523,user_000737,user_000547,0.6445,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.2903,0.1935,0.0,0.1935,0.129,0.1613,0.0323,0.0",2025-09-08 15:09:30.768228,True,2025-09-08 15:09:30.768229
sim_00000524,user_000737,user_000972,1.0,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.768298,True,2025-09-08 15:09:30.768299
sim_00000525,user_000737,user_000273,1.0,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.768345,True,2025-09-08 15:09:30.768345
sim_00000526,user_000737,user_000080,0.205,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.1032,0.1613,0.0968,0.0387,0.0129,0.0194,0.1355,0.4323",2025-09-08 15:09:30.768376,True,2025-09-08 15:09:30.768376
sim_00000527,user_000737,user_000640,0.3253,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.1628,0.0,0.0,0.2326,0.0,0.0233,0.2791,0.3023",2025-09-08 15:09:30.768501,True,2025-09-08 15:09:30.768502
sim_00000528,user_000737,user_000362,0.6209,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.2857,0.1964,0.0714,0.0179,0.0179,0.0,0.2321,0.1786",2025-09-08 15:09:30.768549,True,2025-09-08 15:09:30.768549
sim_00000529,user_000737,user_000836,0.1091,cosine,"1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0727,0.0091,0.0,0.0909,0.1,0.0455,0.0364,0.6455",2025-09-08 15:09:30.768580,True,2025-09-08 15:09:30.768581
sim_00000530,user_000602,user_000419,0.2981,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.1818,0.0,0.4545,0.3636,0.0,0.0,0.0",2025-09-08 15:09:30.768637,True,2025-09-08 15:09:30.768637
sim_00000531,user_000602,user_000718,0.7578,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.1739,0.3986,0.0145,0.029,0.0797,0.2826,0.0072,0.0145",2025-09-08 15:09:30.768733,True,2025-09-08 15:09:30.768734
sim_00000532,user_000602,user_000537,0.9517,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.7353,0.0294,0.0,0.0,0.0,0.0,0.2353",2025-09-08 15:09:30.768812,True,2025-09-08 15:09:30.768812
sim_00000533,user_000602,user_000092,1.0,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.768905,True,2025-09-08 15:09:30.768906
sim_00000534,user_000602,user_000323,0.9264,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.2353,0.6471,0.1176,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.769134,True,2025-09-08 15:09:30.769135
sim_00000535,user_000602,user_000918,0.7071,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.769165,True,2025-09-08 15:09:30.769166
sim_00000536,user_000602,user_000251,0.9808,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0417,0.6979,0.0208,0.0625,0.0625,0.0938,0.0208,0.0",2025-09-08 15:09:30.769592,True,2025-09-08 15:09:30.769593
sim_00000537,user_000602,user_000105,0.2085,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.1111,0.2222,0.0,0.0,0.3333,0.3333,0.0",2025-09-08 15:09:30.769624,True,2025-09-08 15:09:30.769625
sim_00000538,user_000602,user_000086,0.3866,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.2812,0.2188,0.0,0.4375,0.0,0.0,0.0312,0.0312",2025-09-08 15:09:30.769688,True,2025-09-08 15:09:30.769689
sim_00000539,user_000602,user_000784,0.1937,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.1649,0.0,0.8351,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.769807,True,2025-09-08 15:09:30.769807
sim_00000540,user_000602,user_000054,1.0,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.769837,True,2025-09-08 15:09:30.769838
sim_00000541,user_000602,user_000394,0.4125,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.1111,0.2222,0.0,0.3889,0.0,0.0,0.2778,0.0",2025-09-08 15:09:30.769916,True,2025-09-08 15:09:30.769916
sim_00000542,user_000602,user_000547,0.4296,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.2903,0.1935,0.0,0.1935,0.129,0.1613,0.0323,0.0",2025-09-08 15:09:30.769963,True,2025-09-08 15:09:30.769964
sim_00000543,user_000602,user_000320,0.3956,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.25,0.0,0.0,0.2083,0.0,0.0,0.5417",2025-09-08 15:09:30.769994,True,2025-09-08 15:09:30.769994
sim_00000544,user_000602,user_000885,0.9806,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.8333,0.0,0.1667,0.0,0.0,0.0,0.0",2025-09-08 15:09:30.770056,True,2025-09-08 15:09:30.770056
sim_00000545,user_000602,user_000080,0.3205,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.1032,0.1613,0.0968,0.0387,0.0129,0.0194,0.1355,0.4323",2025-09-08 15:09:30.770103,True,2025-09-08 15:09:30.770104
sim_00000546,user_000602,user_000540,0.9285,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.7143,0.0,0.0,0.0,0.2857,0.0,0.0",2025-09-08 15:09:30.770221,True,2025-09-08 15:09:30.770221
sim_00000547,user_000602,user_000119,0.9426,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.6667,0.0,0.0,0.0667,0.2222,0.0444,0.0",2025-09-08 15:09:30.770268,True,2025-09-08 15:09:30.770268
sim_00000548,user_000602,user_000362,0.4269,cosine,"0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0","0.2857,0.1964,0.0714,0.0179,0.0179,0.0,0.2321,0.1786",2025-09-08 15:09:30.770299,True,2025-09-08 15:09:30.770300
sim_00000549,user_000419,user_000202,0.1962,cosine,"0.0,0.1818,0.0,0.4545,0.3636,0.0,0.0,0.0","0.0534,0.0305,0.7023,0.1221,0.0687,0.0076,0.0,0.0153",2025-09-08 15:09:30.770365,True,2025-09-08 15:09:30.770365
sim_00000550,user_000419,user_000928,0.5452,cosine,"0.0,0.1818,0.0,0.4545,0.3636,0.0,0.0,0.0","0.0333,0.0333,0.0133,0.0133,0.5667,0.3267,0.0,0.0133",2025-09-08 15:09:30.770413,True,2025-09-08 15:09:30.770413
sim_00000551,user_000419,user_000947,0.5963,cosine,"0.0,0.1818,0.0,0.4545,0.3636,0.0,0.0,0.0","0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0",2025-09-08 15:09:30.770443,True,2025-09-08 15:09:30.770444
sim_00000552,user_000419,user_000718,0.3574,cosine,"0.0,0.1818,0.0,0.4545,0.3636,0.0,0.0,0.0","0.1739,0.3986,0.0145,0.029,0.0797,0.2826,0.0072,0.0145",2025-09-08 15:09:30.770474,True,2025-09-08 15:09:30.770475
sim_00000553,user_000419,user_000031,0.3817,cosine,"0.0,0.1818,0.0,0.4545,0.3636,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.4545,0.0,0.0,0.5455",2025-09-08 15:09:30.770505,True,2025-09-08 15:09:30.770506
sim_00000554,user_000419,user_000226,0.5847,cosine,"0.0,0.1818,0.0,0.4545,0.3636,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.8333,0.0,0.0,0.1667",2025-09-08 15:09:30.770547,True,2025-09-08 15:09:30.770547
sim_00000555,user_000419,user_000666,0.7643,cosine,"0.0,0.1818,0.0,0.4545,0.3636,0.0,0.0,0.0","0.0,0.0,0.0,0.5789,0.1053,0.0,0.0526,0.2632",2025-09-08 15:09:30.770579,True,2025-09-08 15:09:30.770580
