inventory_id,shelter_id,item_id,current_quantity,minimum_threshold,maximum_capacity,last_updated,expiry_date
inv_000342,shelter_0016,item_00185,647,16,1129,2025-08-31 17:30:53,
inv_000343,shelter_0016,item_00111,840,22,1434,2025-09-06 08:40:33,2026-08-16 15:09:03.473478
inv_000344,shelter_0016,item_00005,174,85,630,2025-08-24 08:42:32,2025-12-01 15:09:03.473516
inv_000345,shelter_0016,item_00136,116,73,1718,2025-08-16 02:17:28,2026-08-19 15:09:03.473553
inv_000346,shelter_0016,item_00049,225,18,915,2025-08-11 22:17:18,
inv_000347,shelter_0016,item_00097,436,53,1889,2025-09-01 13:29:17,
inv_000348,shelter_0016,item_00056,411,51,747,2025-08-16 18:07:00,
inv_000349,shelter_0016,item_00171,999,97,1679,2025-08-15 20:10:07,
inv_000350,shelter_0016,item_00127,558,27,1158,2025-08-20 21:28:31,
inv_000351,shelter_0016,item_00032,856,37,593,2025-09-07 14:28:06,
inv_000352,shelter_0016,item_00074,607,32,1187,2025-08-26 23:28:58,
inv_000353,shelter_0016,item_00103,64,25,1060,2025-08-30 04:17:17,
inv_000354,shelter_0016,item_00037,144,63,844,2025-09-01 04:02:40,
inv_000355,shelter_0016,item_00170,713,57,1633,2025-08-15 23:10:02,
inv_000356,shelter_0016,item_00090,168,66,998,2025-08-13 18:17:01,
inv_000357,shelter_0016,item_00107,947,84,583,2025-09-02 09:01:06,
inv_000358,shelter_0016,item_00042,136,22,1794,2025-08-27 23:17:17,
inv_000359,shelter_0016,item_00126,627,58,823,2025-08-13 08:34:37,
inv_000360,shelter_0016,item_00031,16,72,665,2025-09-04 00:10:50,
inv_000361,shelter_0016,item_00070,6,10,867,2025-09-07 18:05:47,
inv_000362,shelter_0016,item_00036,948,21,1947,2025-09-05 18:47:06,
inv_000363,shelter_0016,item_00013,667,85,1081,2025-09-06 21:17:37,
inv_000364,shelter_0016,item_00138,426,98,1474,2025-09-05 12:58:31,
inv_000365,shelter_0016,item_00198,708,26,922,2025-09-02 17:59:05,
inv_000366,shelter_0016,item_00010,146,91,1054,2025-09-05 12:17:17,
inv_000367,shelter_0016,item_00123,535,67,1343,2025-08-31 16:02:49,
inv_000368,shelter_0016,item_00157,244,32,1750,2025-09-02 11:19:53,
inv_000369,shelter_0017,item_00111,610,33,1968,2025-08-30 04:35:11,2026-06-20 15:09:03.475101
inv_000370,shelter_0017,item_00128,626,21,1784,2025-09-01 17:52:19,
inv_000371,shelter_0017,item_00050,846,48,1212,2025-08-30 21:24:16,
inv_000372,shelter_0017,item_00149,428,10,1642,2025-08-27 15:28:23,
inv_000373,shelter_0017,item_00154,241,34,740,2025-08-12 17:12:45,
inv_000374,shelter_0017,item_00069,542,22,1767,2025-08-20 04:50:00,
inv_000375,shelter_0017,item_00102,370,79,1539,2025-09-02 21:48:38,
inv_000376,shelter_0017,item_00016,224,69,1782,2025-09-01 22:50:15,
inv_000377,shelter_0017,item_00164,675,36,1066,2025-09-01 04:35:16,
inv_000378,shelter_0017,item_00083,54,34,730,2025-08-13 08:13:45,
inv_000379,shelter_0017,item_00160,815,29,1903,2025-08-15 21:12:18,
inv_000380,shelter_0018,item_00171,509,32,827,2025-08-19 23:24:38,
inv_000381,shelter_0018,item_00138,686,15,610,2025-09-08 01:44:28,
inv_000382,shelter_0018,item_00058,660,56,1083,2025-09-04 16:51:12,
inv_000383,shelter_0018,item_00185,214,65,1014,2025-08-13 17:02:47,
inv_000384,shelter_0018,item_00029,342,88,1428,2025-09-04 12:10:37,
inv_000385,shelter_0018,item_00105,44,23,607,2025-09-06 11:37:49,
inv_000386,shelter_0018,item_00006,947,78,860,2025-08-20 11:12:18,2025-12-27 15:09:03.476183
inv_000387,shelter_0018,item_00187,804,13,1493,2025-09-08 11:21:22,
inv_000388,shelter_0018,item_00018,527,24,645,2025-08-31 18:58:43,
inv_000389,shelter_0018,item_00161,916,40,1977,2025-08-17 10:25:22,
inv_000390,shelter_0018,item_00074,455,85,1687,2025-08-11 15:45:28,
inv_000391,shelter_0018,item_00027,333,63,907,2025-08-23 02:44:08,
inv_000392,shelter_0018,item_00135,765,96,1167,2025-09-03 05:28:28,2026-02-02 15:09:03.476430
inv_000393,shelter_0018,item_00033,797,24,1167,2025-09-01 18:22:24,
inv_000394,shelter_0018,item_00084,233,22,985,2025-08-20 13:05:26,
inv_000395,shelter_0018,item_00089,755,62,909,2025-08-11 12:23:48,
inv_000396,shelter_0018,item_00062,384,38,650,2025-08-22 23:26:42,
inv_000397,shelter_0018,item_00039,482,84,1492,2025-08-27 04:01:58,
inv_000398,shelter_0018,item_00183,55,65,796,2025-08-15 07:21:35,
inv_000399,shelter_0018,item_00190,221,88,1431,2025-09-07 02:58:20,
inv_000400,shelter_0018,item_00090,182,59,1264,2025-08-21 21:48:55,
inv_000401,shelter_0018,item_00142,139,68,1974,2025-08-25 02:54:43,
inv_000402,shelter_0018,item_00078,198,90,1234,2025-08-26 05:07:24,
inv_000403,shelter_0018,item_00050,998,44,914,2025-09-02 23:11:51,
inv_000404,shelter_0018,item_00157,343,26,565,2025-08-29 12:42:22,
inv_000405,shelter_0019,item_00162,61,45,779,2025-09-03 09:07:04,
inv_000406,shelter_0019,item_00019,113,69,1439,2025-08-13 17:35:37,
inv_000407,shelter_0019,item_00187,428,31,1203,2025-08-31 18:42:53,
inv_000408,shelter_0019,item_00040,225,47,1736,2025-08-20 11:22:06,
inv_000409,shelter_0019,item_00063,160,91,1752,2025-08-23 06:00:52,
inv_000410,shelter_0019,item_00058,927,31,1683,2025-08-15 03:21:07,
inv_000411,shelter_0019,item_00005,993,80,970,2025-09-04 18:36:29,2025-11-21 15:09:03.477678
inv_000412,shelter_0019,item_00150,421,76,1501,2025-09-05 14:22:45,
inv_000413,shelter_0019,item_00144,882,37,1711,2025-08-11 02:49:37,
inv_000414,shelter_0019,item_00092,484,69,1071,2025-09-02 20:05:53,
inv_000415,shelter_0019,item_00167,14,64,1005,2025-09-06 17:25:50,
inv_000416,shelter_0019,item_00091,253,51,1389,2025-08-29 04:22:35,
inv_000417,shelter_0019,item_00106,593,38,1711,2025-08-24 18:18:20,
inv_000418,shelter_0019,item_00174,968,29,1674,2025-08-11 13:48:45,
inv_000419,shelter_0019,item_00180,919,10,1355,2025-08-21 16:03:45,2025-10-30 15:09:03.478129
inv_000420,shelter_0019,item_00015,41,70,1532,2025-08-14 19:44:56,
inv_000421,shelter_0019,item_00055,34,64,1587,2025-08-26 12:24:32,
inv_000422,shelter_0019,item_00066,403,71,1926,2025-09-02 03:35:15,
inv_000423,shelter_0019,item_00067,841,22,1426,2025-08-25 02:48:38,
inv_000424,shelter_0019,item_00188,507,40,670,2025-09-03 09:20:32,
inv_000425,shelter_0019,item_00136,571,11,1919,2025-08-25 17:19:11,2026-05-04 15:09:03.478486
inv_000426,shelter_0019,item_00039,972,37,771,2025-08-18 23:40:09,
inv_000427,shelter_0019,item_00122,367,47,989,2025-09-06 05:46:00,
inv_000428,shelter_0019,item_00095,663,21,532,2025-08-14 18:41:59,
inv_000429,shelter_0019,item_00199,491,95,1124,2025-09-04 19:31:09,
inv_000430,shelter_0019,item_00033,165,100,1440,2025-08-25 10:08:25,
inv_000431,shelter_0019,item_00068,878,83,1695,2025-08-21 04:56:14,2025-10-20 15:09:03.478847
inv_000432,shelter_0019,item_00149,999,68,1449,2025-08-28 15:02:44,
inv_000433,shelter_0020,item_00063,895,100,1330,2025-08-16 10:30:22,
inv_000434,shelter_0020,item_00085,189,57,1783,2025-08-11 05:33:41,
inv_000435,shelter_0020,item_00024,475,100,1797,2025-08-27 04:33:30,
inv_000436,shelter_0020,item_00136,1,90,644,2025-08-23 04:07:30,2026-04-23 15:09:03.479701
inv_000437,shelter_0020,item_00149,914,98,1181,2025-08-24 11:16:41,
inv_000438,shelter_0020,item_00146,543,14,1107,2025-09-07 19:18:32,2026-05-14 15:09:03.479837
inv_000439,shelter_0020,item_00012,770,44,1929,2025-08-18 21:55:50,
inv_000440,shelter_0020,item_00158,968,88,1610,2025-08-21 01:34:22,
inv_000441,shelter_0020,item_00152,589,36,1902,2025-09-06 23:00:41,
inv_000442,shelter_0020,item_00189,82,89,1187,2025-08-18 12:00:43,
inv_000443,shelter_0020,item_00058,753,17,1554,2025-08-31 09:10:35,
inv_000444,shelter_0020,item_00031,968,96,1245,2025-08-13 13:41:51,
inv_000445,shelter_0020,item_00053,909,16,727,2025-09-05 23:43:24,
inv_000446,shelter_0020,item_00187,392,56,1453,2025-08-24 23:33:02,
inv_000447,shelter_0021,item_00028,41,56,1250,2025-08-21 20:21:32,
inv_000448,shelter_0021,item_00074,179,92,1644,2025-08-11 03:22:52,
inv_000449,shelter_0021,item_00125,721,18,1648,2025-08-29 13:30:32,
inv_000450,shelter_0021,item_00045,726,36,783,2025-08-20 16:40:40,
inv_000451,shelter_0021,item_00037,342,40,1605,2025-09-03 16:59:21,
inv_000452,shelter_0021,item_00080,116,93,1479,2025-08-24 21:00:10,
inv_000453,shelter_0021,item_00113,755,84,1939,2025-08-30 01:02:29,
inv_000454,shelter_0021,item_00092,214,38,1156,2025-08-31 18:31:48,
inv_000455,shelter_0021,item_00117,361,44,1531,2025-08-10 00:58:34,2026-05-12 15:09:03.481457
inv_000456,shelter_0021,item_00157,283,16,629,2025-08-16 10:34:48,
inv_000457,shelter_0021,item_00187,381,54,1426,2025-08-12 06:41:51,
inv_000458,shelter_0021,item_00075,497,74,1578,2025-09-01 08:42:51,
inv_000459,shelter_0021,item_00139,849,25,1462,2025-08-13 06:11:11,
inv_000460,shelter_0021,item_00107,726,78,1889,2025-08-26 20:53:25,
inv_000461,shelter_0021,item_00149,845,78,1098,2025-08-19 04:55:42,
inv_000462,shelter_0021,item_00071,462,89,1253,2025-08-31 21:30:03,
inv_000463,shelter_0021,item_00119,819,96,1919,2025-09-05 18:20:32,2025-11-10 15:09:03.481939
inv_000464,shelter_0021,item_00120,192,68,678,2025-08-23 04:19:54,
inv_000465,shelter_0021,item_00056,82,60,866,2025-08-18 15:45:11,
inv_000466,shelter_0021,item_00026,295,19,723,2025-08-12 07:25:41,
inv_000467,shelter_0021,item_00148,168,45,729,2025-08-26 10:41:44,
inv_000468,shelter_0021,item_00145,713,28,1516,2025-08-27 01:27:51,
inv_000469,shelter_0021,item_00144,154,36,1566,2025-08-26 12:52:57,
inv_000470,shelter_0021,item_00044,974,90,546,2025-08-25 23:17:23,
inv_000471,shelter_0021,item_00060,300,63,1897,2025-08-20 06:21:26,
inv_000472,shelter_0021,item_00042,554,26,1470,2025-08-25 03:31:26,
inv_000473,shelter_0021,item_00072,355,63,1409,2025-08-22 14:12:18,
inv_000474,shelter_0021,item_00186,755,92,543,2025-08-23 08:11:19,
inv_000475,shelter_0021,item_00198,298,34,628,2025-08-11 09:06:24,
inv_000476,shelter_0022,item_00072,892,39,1564,2025-08-31 11:38:36,
inv_000477,shelter_0022,item_00075,660,52,1343,2025-09-03 16:30:27,
inv_000478,shelter_0022,item_00012,592,53,1842,2025-09-07 10:36:24,
inv_000479,shelter_0022,item_00031,661,51,1495,2025-08-29 16:32:24,
inv_000480,shelter_0022,item_00184,607,95,1927,2025-08-31 18:28:02,
inv_000481,shelter_0022,item_00166,542,80,1411,2025-09-01 08:23:30,
inv_000482,shelter_0022,item_00110,468,48,1661,2025-09-03 01:34:44,
inv_000483,shelter_0022,item_00150,135,49,851,2025-09-04 03:33:28,
inv_000484,shelter_0022,item_00183,808,43,964,2025-09-04 18:01:14,
inv_000485,shelter_0022,item_00056,495,57,1090,2025-09-07 04:00:28,
inv_000486,shelter_0023,item_00051,151,55,1082,2025-08-17 15:05:22,
inv_000487,shelter_0023,item_00139,466,31,1766,2025-08-16 04:55:53,
inv_000488,shelter_0023,item_00101,946,30,1957,2025-08-14 18:28:43,
inv_000489,shelter_0023,item_00148,548,46,873,2025-08-11 03:35:55,
inv_000490,shelter_0023,item_00179,996,32,1950,2025-08-11 12:14:19,
inv_000491,shelter_0023,item_00181,709,95,814,2025-08-31 17:53:02,
inv_000492,shelter_0023,item_00178,165,40,739,2025-08-16 10:04:26,
inv_000493,shelter_0023,item_00172,42,50,1676,2025-08-10 01:48:36,
inv_000494,shelter_0023,item_00135,129,66,1033,2025-08-23 02:08:57,2026-04-15 15:09:03.485024
inv_000495,shelter_0023,item_00037,188,36,1651,2025-08-10 16:23:28,
inv_000496,shelter_0023,item_00123,724,14,1863,2025-08-24 16:44:29,
inv_000497,shelter_0024,item_00089,352,28,1263,2025-09-02 15:16:24,
inv_000498,shelter_0024,item_00117,459,79,832,2025-08-12 22:26:09,2026-07-08 15:09:03.485796
inv_000499,shelter_0024,item_00041,308,25,551,2025-08-15 16:32:52,
inv_000500,shelter_0024,item_00167,414,73,797,2025-08-18 01:37:41,
inv_000501,shelter_0024,item_00108,970,68,1155,2025-08-23 22:54:12,
inv_000502,shelter_0024,item_00140,159,10,1618,2025-08-29 04:08:06,
inv_000503,shelter_0024,item_00026,999,74,1178,2025-08-14 18:14:31,
inv_000504,shelter_0024,item_00069,662,100,1105,2025-08-31 03:58:27,
inv_000505,shelter_0024,item_00126,485,47,1674,2025-08-27 10:48:28,
inv_000506,shelter_0024,item_00098,682,28,1657,2025-09-02 12:07:03,
inv_000507,shelter_0024,item_00085,746,66,1193,2025-09-04 17:17:04,
inv_000508,shelter_0024,item_00042,705,24,1998,2025-08-10 09:21:15,
inv_000509,shelter_0024,item_00083,490,15,785,2025-08-23 04:46:43,
inv_000510,shelter_0024,item_00166,694,80,739,2025-08-14 05:34:32,
inv_000511,shelter_0024,item_00017,315,13,1322,2025-08-10 17:55:51,
inv_000512,shelter_0024,item_00175,632,38,1413,2025-08-24 17:03:19,
inv_000513,shelter_0024,item_00194,365,21,1168,2025-09-05 10:13:16,
inv_000514,shelter_0024,item_00097,56,87,1813,2025-08-30 09:15:05,
inv_000515,shelter_0024,item_00072,199,84,1578,2025-08-29 11:30:04,
inv_000516,shelter_0024,item_00106,227,45,900,2025-09-02 02:26:25,
inv_000517,shelter_0025,item_00126,85,78,1412,2025-08-13 14:28:35,
inv_000518,shelter_0025,item_00014,693,95,678,2025-09-03 23:06:40,
inv_000519,shelter_0025,item_00115,999,75,1307,2025-08-29 22:40:01,2026-01-15 15:09:03.487423
inv_000520,shelter_0025,item_00153,502,50,1735,2025-08-22 02:42:29,
inv_000521,shelter_0025,item_00061,619,75,614,2025-08-22 21:42:35,
inv_000522,shelter_0025,item_00140,930,95,1239,2025-08-16 20:40:21,
inv_000523,shelter_0025,item_00068,407,28,1966,2025-08-30 16:06:09,2026-05-14 15:09:03.487693
inv_000524,shelter_0025,item_00188,378,59,1263,2025-08-15 18:02:53,
inv_000525,shelter_0025,item_00162,12,46,1206,2025-08-23 19:45:24,
inv_000526,shelter_0025,item_00005,359,49,1412,2025-08-24 05:23:50,2026-07-22 15:09:03.487856
inv_000527,shelter_0026,item_00029,220,66,1351,2025-09-02 18:51:22,
inv_000528,shelter_0026,item_00177,822,66,1091,2025-08-12 12:14:00,
inv_000529,shelter_0026,item_00034,167,64,1992,2025-08-22 04:37:46,
inv_000530,shelter_0026,item_00151,917,63,785,2025-09-05 23:02:10,
inv_000531,shelter_0026,item_00198,855,85,1724,2025-09-05 06:19:56,
inv_000532,shelter_0026,item_00124,88,28,925,2025-08-29 17:59:40,
inv_000533,shelter_0026,item_00195,310,70,1575,2025-09-01 10:45:45,
inv_000534,shelter_0026,item_00007,343,18,1709,2025-08-13 14:52:44,
inv_000535,shelter_0026,item_00068,774,58,681,2025-08-15 05:06:45,2025-10-11 15:09:03.488770
inv_000536,shelter_0026,item_00105,419,91,1059,2025-08-10 09:24:34,
inv_000537,shelter_0026,item_00115,424,32,1638,2025-08-15 08:00:49,2026-06-01 15:09:03.488883
inv_000538,shelter_0026,item_00060,727,82,780,2025-09-03 00:07:01,
inv_000539,shelter_0027,item_00088,190,58,1092,2025-09-01 02:48:05,2026-07-18 15:09:03.489359
inv_000540,shelter_0027,item_00182,502,15,1118,2025-09-01 06:18:52,
inv_000541,shelter_0027,item_00057,854,84,1122,2025-08-10 07:12:19,2026-06-17 15:09:03.489494
inv_000542,shelter_0027,item_00167,572,69,959,2025-08-20 20:12:15,
inv_000543,shelter_0027,item_00181,27,10,815,2025-08-21 09:19:11,
inv_000544,shelter_0027,item_00053,268,48,1811,2025-08-17 06:06:15,
inv_000545,shelter_0027,item_00098,854,91,1467,2025-08-25 11:19:02,
inv_000546,shelter_0027,item_00105,127,93,1863,2025-09-01 02:52:08,
inv_000547,shelter_0027,item_00075,914,46,1354,2025-08-11 21:55:01,
inv_000548,shelter_0027,item_00141,183,72,1908,2025-08-23 11:30:33,
inv_000549,shelter_0027,item_00156,660,41,558,2025-08-23 21:24:11,
inv_000550,shelter_0027,item_00184,122,45,1509,2025-08-20 12:16:47,
inv_000551,shelter_0027,item_00148,993,18,1726,2025-08-11 01:06:39,
inv_000552,shelter_0027,item_00095,763,56,1690,2025-09-01 03:15:41,
inv_000553,shelter_0027,item_00029,492,82,1393,2025-08-21 11:45:02,
inv_000554,shelter_0027,item_00010,889,43,1786,2025-08-16 03:58:32,
inv_000555,shelter_0028,item_00031,997,98,744,2025-08-24 13:56:51,
inv_000556,shelter_0028,item_00166,382,75,1678,2025-08-27 21:27:53,
inv_000557,shelter_0028,item_00080,17,43,833,2025-08-30 04:09:00,
inv_000558,shelter_0028,item_00001,595,17,799,2025-09-04 08:46:32,2026-03-20 15:09:03.490877
inv_000559,shelter_0028,item_00033,472,98,777,2025-09-06 02:55:55,
inv_000560,shelter_0028,item_00092,365,30,608,2025-09-08 10:00:18,
inv_000561,shelter_0028,item_00161,279,56,1359,2025-09-02 01:45:07,
inv_000562,shelter_0028,item_00084,651,55,599,2025-08-22 01:50:24,
inv_000563,shelter_0028,item_00091,296,47,1584,2025-09-07 19:02:22,
inv_000564,shelter_0028,item_00100,654,19,1552,2025-08-12 12:52:18,
inv_000565,shelter_0028,item_00176,198,90,875,2025-08-20 00:14:01,
inv_000566,shelter_0028,item_00171,783,22,1726,2025-08-12 09:36:55,
inv_000567,shelter_0028,item_00121,770,31,1613,2025-08-22 06:59:02,
inv_000568,shelter_0028,item_00049,330,50,1902,2025-08-20 16:18:01,
inv_000569,shelter_0028,item_00157,819,48,1055,2025-09-03 13:20:09,
inv_000570,shelter_0028,item_00038,701,99,1909,2025-08-14 12:56:30,
inv_000571,shelter_0028,item_00024,371,22,1594,2025-09-01 03:47:37,
inv_000572,shelter_0028,item_00172,593,55,794,2025-08-31 02:28:47,
inv_000573,shelter_0028,item_00130,13,27,1561,2025-09-07 12:08:39,
inv_000574,shelter_0028,item_00026,288,57,1493,2025-09-02 21:56:20,
inv_000575,shelter_0028,item_00044,421,53,833,2025-09-07 06:25:18,
inv_000576,shelter_0028,item_00040,104,37,816,2025-09-06 11:13:42,
inv_000577,shelter_0028,item_00126,515,38,885,2025-08-16 13:26:45,
inv_000578,shelter_0028,item_00111,814,81,1756,2025-08-22 07:22:47,2026-07-04 15:09:03.492009
inv_000579,shelter_0028,item_00039,866,78,1959,2025-08-29 05:46:44,
inv_000580,shelter_0029,item_00180,719,24,1354,2025-09-06 11:27:19,2026-05-31 15:09:03.492384
inv_000581,shelter_0029,item_00148,938,19,738,2025-08-17 10:32:51,
inv_000582,shelter_0029,item_00193,838,26,535,2025-08-23 09:36:12,
inv_000583,shelter_0029,item_00152,491,54,1138,2025-09-01 07:22:49,
inv_000584,shelter_0029,item_00137,707,56,784,2025-08-10 17:10:07,
inv_000585,shelter_0029,item_00072,836,66,1723,2025-08-23 08:17:55,
inv_000586,shelter_0029,item_00178,535,53,852,2025-09-04 05:36:43,
inv_000587,shelter_0029,item_00037,726,48,558,2025-08-15 12:22:22,
inv_000588,shelter_0029,item_00162,762,25,955,2025-08-14 17:48:48,
inv_000589,shelter_0029,item_00069,131,98,791,2025-08-18 22:26:18,
inv_000590,shelter_0029,item_00120,704,39,1129,2025-08-12 12:06:34,
inv_000591,shelter_0029,item_00153,128,36,766,2025-08-14 03:47:18,
inv_000592,shelter_0029,item_00074,80,64,1914,2025-09-03 11:16:30,
inv_000593,shelter_0029,item_00026,781,24,659,2025-08-30 07:28:57,
inv_000594,shelter_0029,item_00122,19,71,1383,2025-08-23 15:10:32,
inv_000595,shelter_0029,item_00052,43,35,720,2025-08-21 12:40:03,
inv_000596,shelter_0029,item_00115,33,94,1551,2025-08-16 05:29:06,2026-08-07 15:09:03.492997
inv_000597,shelter_0029,item_00011,60,70,743,2025-08-21 15:27:47,
inv_000598,shelter_0029,item_00104,930,42,588,2025-08-13 16:42:44,
inv_000599,shelter_0029,item_00136,67,48,1867,2025-08-22 11:04:06,2025-10-13 15:09:03.493120
inv_000600,shelter_0029,item_00001,772,22,753,2025-08-26 23:24:15,2026-08-12 15:09:03.493183
inv_000601,shelter_0029,item_00008,210,85,909,2025-08-28 00:39:57,
inv_000602,shelter_0029,item_00054,189,95,1219,2025-08-27 16:04:45,
inv_000603,shelter_0029,item_00112,29,21,798,2025-08-14 08:02:39,2026-02-27 15:09:03.493414
inv_000604,shelter_0029,item_00161,971,84,1212,2025-09-03 09:27:56,
inv_000605,shelter_0029,item_00199,360,30,1525,2025-08-15 16:26:06,
inv_000606,shelter_0029,item_00145,799,88,995,2025-08-17 16:36:51,
inv_000607,shelter_0030,item_00183,583,18,702,2025-09-01 03:25:10,
inv_000608,shelter_0030,item_00155,839,84,528,2025-08-27 10:58:27,2026-07-05 15:09:03.494241
inv_000609,shelter_0030,item_00040,222,34,1077,2025-09-07 12:00:00,
inv_000610,shelter_0030,item_00184,175,78,508,2025-08-13 13:08:33,
inv_000611,shelter_0030,item_00003,996,22,938,2025-09-01 16:08:03,2026-06-23 15:09:03.494445
inv_000612,shelter_0030,item_00196,871,100,1472,2025-08-12 09:24:30,
inv_000613,shelter_0030,item_00160,375,99,1707,2025-08-10 16:17:10,
inv_000614,shelter_0030,item_00048,189,66,1879,2025-08-21 13:26:51,
inv_000615,shelter_0030,item_00178,980,23,870,2025-08-22 19:09:12,
inv_000616,shelter_0030,item_00187,854,55,1277,2025-08-21 09:08:22,
inv_000617,shelter_0030,item_00189,434,37,1553,2025-08-31 23:25:56,
inv_000618,shelter_0030,item_00056,233,62,731,2025-08-22 18:40:10,
inv_000619,shelter_0030,item_00101,779,50,753,2025-08-19 05:37:00,
inv_000620,shelter_0030,item_00132,477,24,1564,2025-08-17 03:13:22,
inv_000621,shelter_0030,item_00015,139,73,1239,2025-08-26 19:42:24,
inv_000622,shelter_0030,item_00145,721,46,1641,2025-08-28 03:26:09,
inv_000623,shelter_0030,item_00005,739,15,668,2025-09-01 09:34:15,2026-03-24 15:09:03.495148
inv_000624,shelter_0030,item_00063,505,24,1288,2025-08-24 00:02:12,
inv_000625,shelter_0030,item_00044,290,68,1729,2025-08-11 00:09:46,
inv_000626,shelter_0030,item_00104,753,49,1907,2025-08-25 16:19:55,
inv_000627,shelter_0030,item_00006,999,66,962,2025-08-19 19:48:03,2026-07-18 15:09:03.495380
inv_000628,shelter_0030,item_00128,417,47,1376,2025-08-28 01:48:57,
inv_000629,shelter_0030,item_00069,193,18,1474,2025-08-16 08:01:00,
inv_000630,shelter_0030,item_00059,961,96,1252,2025-08-24 22:23:17,
inv_000631,shelter_0030,item_00021,183,11,1880,2025-08-14 01:39:02,
inv_000632,shelter_0030,item_00127,503,96,715,2025-08-17 03:32:51,
inv_000633,shelter_0031,item_00073,448,76,1848,2025-08-19 14:34:52,
inv_000634,shelter_0031,item_00052,692,20,744,2025-08-15 15:00:22,
inv_000635,shelter_0031,item_00147,146,60,1320,2025-08-13 04:14:52,
inv_000636,shelter_0031,item_00021,711,85,708,2025-08-25 23:16:05,
inv_000637,shelter_0031,item_00157,759,31,632,2025-08-22 03:32:59,
inv_000638,shelter_0031,item_00153,372,35,1193,2025-08-14 22:24:07,
inv_000639,shelter_0031,item_00162,205,86,1327,2025-08-12 20:35:02,
inv_000640,shelter_0031,item_00004,125,39,1369,2025-08-15 03:26:15,2026-06-20 15:09:03.496805
inv_000641,shelter_0031,item_00096,285,84,1715,2025-09-07 08:43:56,
inv_000642,shelter_0031,item_00100,279,92,1319,2025-08-10 22:37:48,
inv_000643,shelter_0031,item_00034,364,70,1865,2025-08-16 07:21:36,
inv_000644,shelter_0031,item_00159,617,61,1492,2025-08-10 23:30:10,2026-06-26 15:09:03.496994
inv_000645,shelter_0031,item_00033,285,28,1431,2025-08-28 00:55:42,
inv_000646,shelter_0031,item_00007,110,25,1013,2025-08-10 04:38:34,
inv_000647,shelter_0031,item_00040,501,73,972,2025-09-02 08:38:39,
inv_000648,shelter_0031,item_00118,643,27,560,2025-08-14 14:31:34,
inv_000649,shelter_0031,item_00070,101,16,639,2025-08-21 15:54:46,
inv_000650,shelter_0031,item_00130,510,96,554,2025-08-29 03:31:40,
inv_000651,shelter_0031,item_00106,995,32,1283,2025-09-06 22:27:43,
inv_000652,shelter_0031,item_00037,619,96,1169,2025-08-19 12:42:53,
inv_000653,shelter_0031,item_00158,156,48,1773,2025-08-12 04:37:06,
inv_000654,shelter_0031,item_00187,638,22,656,2025-08-11 05:39:18,
inv_000655,shelter_0032,item_00033,785,73,1454,2025-08-27 03:08:29,
inv_000656,shelter_0032,item_00072,206,47,1855,2025-08-15 20:58:28,
inv_000657,shelter_0032,item_00188,509,72,1533,2025-08-18 04:49:49,
inv_000658,shelter_0032,item_00184,267,79,1203,2025-08-13 06:59:00,
inv_000659,shelter_0032,item_00127,828,79,1619,2025-08-24 15:30:07,
inv_000660,shelter_0032,item_00053,18,14,1381,2025-08-22 11:38:23,
inv_000661,shelter_0032,item_00043,901,25,1285,2025-08-17 14:09:59,
inv_000662,shelter_0032,item_00076,460,50,1270,2025-08-30 04:57:01,
inv_000663,shelter_0032,item_00051,453,68,573,2025-08-30 21:09:12,
inv_000664,shelter_0032,item_00173,33,32,1640,2025-08-21 11:49:56,
inv_000665,shelter_0032,item_00136,675,48,1946,2025-08-27 09:01:57,2025-12-31 15:09:03.498435
inv_000666,shelter_0032,item_00024,503,65,775,2025-08-19 08:21:41,
inv_000667,shelter_0032,item_00150,319,59,1498,2025-09-05 20:13:30,
inv_000668,shelter_0032,item_00196,782,24,1665,2025-08-22 12:29:50,
inv_000669,shelter_0032,item_00139,691,72,1851,2025-08-16 05:42:22,
inv_000670,shelter_0032,item_00177,567,97,1604,2025-08-24 23:16:27,
inv_000671,shelter_0032,item_00186,585,70,1474,2025-08-30 05:38:09,
inv_000672,shelter_0032,item_00193,575,30,1537,2025-08-15 10:52:00,
inv_000673,shelter_0032,item_00153,57,60,1039,2025-08-15 15:15:51,
inv_000674,shelter_0032,item_00200,506,85,1273,2025-08-29 12:05:11,
inv_000675,shelter_0032,item_00059,631,96,1222,2025-08-14 21:45:28,
inv_000676,shelter_0032,item_00078,784,46,1156,2025-08-24 19:26:16,
inv_000677,shelter_0032,item_00062,62,13,1709,2025-09-06 08:16:08,
inv_000678,shelter_0032,item_00100,46,26,1250,2025-09-08 07:08:42,
inv_000679,shelter_0032,item_00190,357,84,555,2025-08-24 17:35:19,
inv_000680,shelter_0032,item_00049,783,90,1198,2025-08-22 17:52:49,
inv_000681,shelter_0033,item_00141,99,64,1206,2025-08-16 12:12:26,
inv_000682,shelter_0033,item_00030,365,62,1219,2025-08-29 16:25:55,
inv_000683,shelter_0033,item_00049,57,94,1000,2025-08-13 18:29:56,
inv_000684,shelter_0033,item_00179,253,40,1827,2025-09-04 13:14:03,
inv_000685,shelter_0033,item_00012,319,85,673,2025-08-22 23:47:46,
inv_000686,shelter_0033,item_00085,932,98,634,2025-08-25 14:59:18,
inv_000687,shelter_0033,item_00111,889,49,734,2025-08-24 21:40:02,2026-03-29 15:09:03.500494
