시설구분코드|시설코드|시설명|시설규모|대피가능인원수|관리기관명|관리기관전화번호|시설주소도로명|경도|위도|개방여부|지상지하구분
무더위|E198800002|청구성조타운|300|300|대구광역시 수성구청|053-666-2960|대구광역시 수성구 국채보상로 846 (범어동, 청구성조타운)|128.6227777777778|35.86638888888889|Y|0
지진|S201200008|범어역우방유쉘 지하주차장 1~3층|16038|19440|대구광역시 수성구청|053-666-2960|대구광역시 수성구 동대구로 345, 지하주차장 1~3층 (범어동, 범어역우방유쉘)|128.62555555555556|35.86194444444445|Y|1
지진|S200600047|대공원역 지하 1~5층|6729|8156|대구광역시 수성구청|053-666-2960|대구광역시 수성구 달구벌대로 지하2950, 대공원역 지하1~5층층 (연호동)|128.67999999999998|35.8425|Y|1
지진|S200600046|연호역 지하1~3층|6203|7518|대구광역시 수성구청|053-666-2960|대구광역시 수성구 달구벌대로 지하2870, 연호역 지하1~3층 (연호동)|128.67194444444445|35.84638888888889|Y|1
지진|S200600048|고산역지하1~3층|6162|7469|대구광역시 수성구청|053-666-2960|대구광역시 수성구 달구벌대로 3080, 고산역 지하1~3층 (시지동)|128.6938888888889|35.84277777777778|Y|1
지진|S198900003|전원타운 지하1층 1~4지하주차장|3926|4758|대구광역시 수성구청|053-666-2960|대구광역시 수성구 시지로 45, 1~4지하주차장지하층 (시지동, 전원타운)|128.695|35.84055555555556|Y|1
지진|S199300048|장미아파트3단지 지하1층 지하주차장|1788|2167|대구광역시 달서구청|053-667-2890|대구광역시 달서구 상화로 370 (상인동, 장미아파트)|128.55444444444444|35.808055555555555|Y|1
지진|S201000004|만촌보성타운 전체 동의 지하주차장 지하1~2층|5111|6195|대구광역시 수성구청|053-666-2960|대구광역시 수성구 공경로 70, 지하주차장지하1~2층 (만촌동, 만촌보성타운아파트)|128.64277777777778|35.87388888888889|Y|1
지진|S201000002|메트로팔레스5단지 전체 동의 지하주차장 지하1~3층|7397|8966|대구광역시 수성구청|053-666-2960|대구광역시 수성구 동원로 100, 지하주차장지하1~3층 (만촌동, 메트로팔레스5단지아파트)|128.64111111111112|35.86888888888889|Y|1
지진|S201000003|화성파크스위트 전체 동의 지하주차장 지하1~2층|4152|5032|대구광역시 수성구청|053-666-2960|대구광역시 수성구 화랑로34길 141, 지하주차장지하1~2층 (만촌동, 화성파크스위트)|128.65277777777777|35.87444444444444|Y|1
지진|S201000001|메트로팔레스1단지 전체 동의 지하주차장 지하1~2층|7143|8658|대구광역시 수성구청|053-666-2960|대구광역시 수성구 동원로 135, 지하주차장지하1~2층 (만촌동, 메트로팔레스1단지아파트)|128.63416666666666|35.87027777777778|Y|1
한파|E198700001|만촌보성아파트|470|470|대구광역시 수성구청|053-666-2960|대구광역시 수성구 공경로 70 (만촌동, 만촌보성타운아파트)|128.64305555555555|35.87388888888889|Y|0
지진|S200000004|천마타운225,227,231,233동근처 지하주차장1층|5336|6467|대구광역시 수성구청|053-666-2960|대구광역시 수성구 신매로 71, 지하주차장 1층 (신매동, 시지천마타운)|128.7072222222222|35.836666666666666|Y|1
한파|E200000005|욱수동|272|272|대구광역시 수성구청|053-666-2960|대구광역시 수성구 욱수길 61 (욱수동)|128.70583333333332|35.82416666666667|Y|0
지진|S200600050|사월역 지하1,3,4층|8653|10488|대구광역시 수성구청|053-666-2960|대구광역시 수성구 달구벌대로 지하3290, 사월역 지하1,3,4층 (신매동)|128.71527777777777|35.836666666666666|Y|1
지진|S200600049|신매역 지하1~3층|7966|9655|대구광역시 수성구청|053-666-2960|대구광역시 수성구 달구벌대로 지하3180, 신매역 지하1~3층 (매호동)|128.70444444444442|35.840833333333336|Y|1
지진|S201000008|시지효성백년가약1단지 전체 동의 지하주차장 지하1~3층|23272|28208|대구광역시 수성구청|053-666-2960|대구광역시 수성구 달구벌대로 3280, 지하주차장 1~3층 (신매동, 시지 효성 백년가약 1단지)|128.7147222222222|35.836666666666666|Y|1
지진|S201700005|보국웰리치 101,103동 근처 지하주차장 지하1~2층|17932|21735|대구광역시 수성구청|053-666-2960|대구광역시 수성구 욱수천로 55, 지하주차장 1~2층 (욱수동, 보국 웰리치아파트)|128.71055555555554|35.83361111111111|Y|1
지진|S201700006|태왕월드하이츠 전체 동의 지하주차장 지하1층|6203|7518|대구광역시 수성구청|053-666-2960|대구광역시 수성구 욱수천로 7, 지하주차장 1층 (욱수동, 태왕월드하이츠아파트)|128.70888888888888|35.82972222222222|Y|1
지진|S199100017|지산5단지아파트 지하주차장 지하1층|1052|1275|대구광역시 수성구청|053-666-2960|대구광역시 수성구 용학로 325, 전체동의지하주차장1층 (지산동, 지산5단지아파트)|128.64249999999998|35.82527777777778|Y|1
지진|S199100018|대구경찰청 지하주차장 지하1층|1739|2107|대구광역시 수성구청|053-666-2960|대구광역시 수성구 무학로 227, 대구광역시경찰청 지하주차장 지하1층 (지산동)|128.63416666666666|35.82944444444445|Y|1
지진|S199100012|청산맨션 지하주차장 지하1층|3623|4391|대구광역시 수성구청|053-666-2960|대구광역시 수성구 지범로21길 15, 전체동의지하주차장1층 (지산동, 청산맨션)|128.6363888888889|35.82555555555556|Y|1
지진|S199100014|지산1동보성맨션 지하주차장 지하1층|2376|2880|대구광역시 수성구청|053-666-2960|대구광역시 수성구 지범로21길 3, 전체동의지하주차장1층 (지산동, 지산보성맨션)|128.63555555555556|35.823888888888895|Y|1
지진|S199100015|지산타운 지하주차장 지하1층|2075|2515|대구광역시 수성구청|053-666-2960|대구광역시 수성구 용학로 303, 전체동의지하주차장1층 (지산동, 지산타운)|128.64111111111112|35.823055555555555|Y|1
지진|S199700010|동서무학아파트 지하주차장 지하1층|1980|2400|대구광역시 수성구청|053-666-2960|대구광역시 수성구 지산로14길 83, 전체동의지하주차장1층 (지산동, 동서무학아파트)|128.63833333333332|35.82666666666667|Y|1
지진|S199100013|지산청구 지하주차장 지하1층|3953|4791|대구광역시 수성구청|053-666-2960|대구광역시 수성구 지산로 48, 전체동의자하주차장1층 (지산동, 지산청구)|128.63472222222222|35.82527777777778|Y|1
지진|S198900012|녹원아파트 지하주차장 지하1층|2240|2715|대구광역시 수성구청|053-666-2960|대구광역시 수성구 무학로 189, 전체동의지하주차장1층 (지산동, 녹원아파트)|128.62972222222223|35.831388888888895|Y|1
지진|S199100011|동서아파트 지하주차장 지하1층|4940|5987|대구광역시 수성구청|053-666-2960|대구광역시 수성구 지산로 56, 전체동의지하주차장1층 (지산동, 동서아파트)|128.63416666666666|35.82666666666667|Y|1
지진|S199100016|지산서한이다음아파트 지하주차장 지하1층|2088|2530|대구광역시 수성구청|053-666-2960|대구광역시 수성구 용학로 313, 전체동의지하주차장1층 (지산동, 지산서한이다음아파트)|128.64222222222222|35.823888888888895|Y|1
지진|S201200004|래미안수성 지하주차장 1~3층|21301|25819|대구광역시 수성구청|053-666-2960|대구광역시 수성구 상록로 69, 지하주차장 1~3층 (범어동, 래미안수성아파트)|128.62333333333333|35.86555555555556|Y|1
한파|E198200001|제2작전사령부|1200|1200|대구광역시 수성구청|053-666-2960|대구광역시 수성구 무열로 92 (만촌동)|128.65194444444444|35.86694444444444|Y|0
지진|S198500012|대현프리몰 지하상가 지하1층|5455|6612|대구광역시 중구청|053-661-2250|대구광역시 중구 국채보상로 지하 580 (동성로2가, 대현프리몰)|128.5952777777778|35.87083333333334|Y|1
지진|S201100009|봉산문화회관 지하주차장 1층|396|480|대구광역시 중구청|053-661-2250|대구광역시 중구 봉산문화길 77 (봉산동, 봉산문화회관)|128.59666666666666|35.86333333333334|Y|1
지진|S200600003|메트로프라자 지하상가 지하1층|7702|9335|대구광역시 중구청|053-661-2250|대구광역시 중구 달구벌대로 지하 2160 (봉산동, 메트로프라자)|128.59805555555556|35.864444444444445|Y|1
지진해일|E199900001|궁전사우나|200|200|대구광역시 중구청|053-661-2250|대구광역시 중구 동성로12길 16-1 (문화동, 궁전목욕탕)|128.59666666666666|35.87111111111111|Y|0
한파|E199700001|제일중학교|390|390|대구광역시 중구청|053-661-2250|대구광역시 중구 명륜로23길 16 (봉산동, 대구제일중학교)|128.59666666666666|35.861666666666665|Y|0
지진|S199800004|대구지하철반월당역 지하1층~4층|7279|8823|대구광역시 중구청|053-661-2250|대구광역시 중구 달구벌대로 지하 2100 (남산동, 하나은행)|128.59333333333333|35.86472222222223|Y|1
지진|S201000006|청라언덕역 지하1층~4층|1035|1254|대구광역시 중구청|053-661-2250|대구광역시 중구 달구벌대로 2000 (남산동)|128.58277777777778|35.86472222222223|Y|1
무더위|E199500001|대봉동방천둑길숲|640|640|대구광역시 중구청|053-661-2250|대구광역시 중구 신천대로 677(대봉동)|128.6063888888889|35.85916666666667|Y|0
지진|S198600003|청운맨션아파트 전체 동 지하1층|2632|3190|대구광역시 중구청|053-661-2250|대구광역시 중구 동덕로 33 (대봉동, 청운맨션아파트)|128.60472222222222|35.858333333333334|Y|1
지진|S199300008|대백프라자 지하주차장 2층~5층|8380|10157|대구광역시 중구청|053-661-2250|대구광역시 중구 명덕로 333 (대봉동, 대백프라자)|128.6063888888889|35.85583333333334|Y|1
지진|S201100007|센트로팰리스 지하주차장 1층~3층|62453|75700|대구광역시 중구청|053-661-2250|대구광역시 중구 대봉로 260 (대봉동, 센트로팰리스아파트)|128.60027777777776|35.86194444444445|Y|1
지진|S201600001|대봉태왕아너스 지하주차장 1층~2층|3904|4732|대구광역시 중구청|053-661-2250|대구광역시 중구 동덕로 55 (대봉동, 대봉태왕아너스)|128.60305555555556|35.86|Y|1
지진|S201000007|대봉화성파크드림아파트(전 동 지하1층~2층)|4920|5963|대구광역시 중구청|053-661-2250|대구광역시 중구 명덕로55길 25 (대봉동, 대봉화성파크드림아파트)|128.59944444444446|35.856944444444444|Y|1
지진|S200300001|명덕지하철역 지하1층~2층|5884|7132|대구광역시 중구청|053-661-2250|대구광역시 중구 명덕로 지하 185 (남산동, 명덕역)|128.59111111111113|35.85805555555556|Y|1
지진|S199300010|진석타워 지하2층~5층|10161|12316|대구광역시 중구청|053-661-2250|대구광역시 중구 동덕로 115 (삼덕동2가, 진석타워)|128.60277777777776|35.865|Y|1
지진|S201600002|경북대학교병원(외래진료동 지하식당 1층)|383|464|대구광역시 중구청|053-661-2250|대구광역시 중구 동덕로 130-0 (삼덕동2가, 경북대학교병원)|128.6038888888889|35.86666666666667|Y|1
지진|S201600003|삼덕교회기념관 지하1층~2층|2000|2424|대구광역시 중구청|053-661-2250|대구광역시 중구 공평로 22 (삼덕동2가)|128.60027777777776|35.86611111111111|Y|1
지진|S200600005|경대병원역 지하1층~3층|5259|6374|대구광역시 중구청|053-661-2250|대구광역시 중구 달구벌대로 지하 2190 (삼덕동2가, 경대병원역)|128.60277777777776|35.86333333333334|Y|1
한파|E199400001|월곡역사공원|500|500|대구광역시 달서구청||대구광역시 달서구 상인로 128 (상인동)|128.54472222222222|35.81805555555556|Y|0
지진|S210600001|동성로 중앙지하주차장 1층|10316|12504|대구광역시 중구청|053-661-2250|대구광역시 중구 동성로2길 80 (공평동, 2.28 기념중앙공원)|128.59805555555556|35.87|Y|1
지진|S199700002|중앙로 지하철역 지하1층~2층|10428|12640|대구광역시 중구청|053-661-2250|대구광역시 중구 중앙대로 지하 424 (남일동, 중앙로역)|128.5938888888889|35.87111111111111|Y|1
지진|S201600006|도시철도 상인역 지하 1~2층|6299|7635|대구광역시 달서구청|053-667-2890|대구광역시 달서구 월배로 지하 223 (상인동, 대구지하철1호선 상인역)|128.53805555555556|35.81916666666667|Y|1
무더위|E200000001|침산공원 비상급수시설|98|98|대구광역시 북구청|053-665-2850||128.58472222222224|35.89611111111111|Y|0
지진|S201700005|복현3차서한이다음 전체동 지하주차장 1층|983|1191|대구광역시 북구청|053-665-3640|대구광역시 북구 복현로 130 (복현동, 복현3차서한이다음)|128.61833333333334|35.90138888888889|Y|1
지진|S201600008|명문세가2단지 전체동 지하주차장 1층|1152|1396|대구광역시 북구청|053-665-3640|대구광역시 북구 복현로 50 (복현동, 복현블루밍브라운스톤명문세가아파트)|128.62444444444446|35.896388888888886|Y|1
지진|S200300151|동서영남타운 지하1층 주차장|8929|10823|대구광역시 북구청|053-665-3800|대구광역시 북구 구암로 180(구암동, 칠곡동서영남아파트)|128.55944444444447|35.93|Y|1
지진|S200300152|청구타운 지하1층~2층 주차장|7881|9552|대구광역시 북구청|053-665-3800|대구광역시 북구 학정로 271(구암동, 칠곡청구타운)|128.55972222222223|35.92944444444444|Y|1
지진|S200300156|동서2차아파트 지하1층 주차장|5309|6435|대구광역시 북구청|053-665-3800|대구광역시 북구 구암로32길 22 (구암동, 칠곡2차동서타운)|128.5575|35.92972222222222|Y|1
지진|S200300157|한라아파트 지하1층~2층 주차장|8555|10369|대구광역시 북구청|053-665-3800|대구광역시 북구 구암로 170(구암동, 칠곡2차한라타운)|128.55916666666667|35.93|Y|1
지진|S201500001|화성그랜드파크 지하1층~2층주차장|2179|2641|대구광역시 북구청|053-665-3800|대구광역시 북구 구암로65길 9(구암동, 화성그랜드파크)|128.5686111111111|35.94083333333333|Y|1
지진|S200300153|칠곡미래타운 지하1층 주차장|7474|9059|대구광역시 북구청|053-665-4430|대구광역시 북구 팔거천동로 52(구암동, 칠곡미래타운)|128.5536111111111|35.92916666666667|Y|1
한파|E198400001|두류수영장|550|550|대구광역시 달서구청|053-667-2890|대구광역시 달서구 성당로 167 (성당동)|128.56944444444443|35.848888888888894|Y|0
지진|S199900002|원화여자고등학교 지하 1층|346|419|대구광역시 달서구청|053-667-2890|대구광역시 달서구 당산로30길 30 (성당동, 원화여자고등학교,원화중학교)|128.54972222222221|35.848333333333336|Y|1
지진|S198800009|그린맨션3차 각 동 라인별 지하 창고|6854|8307|대구광역시 달서구청|053-667-2890|대구광역시 달서구 구마로36길 33 (본동, 그린맨션3차아파트)|128.54694444444445|35.83555555555556|Y|1
무더위|E199700001|와룡공원|300|300|대구광역시 달서구청|053-667-2890|대구광역시 달서구 선원남로 5 (이곡동)|128.50055555555556|35.858333333333334|Y|0
지진해일|E199400003|동서서한타운|200|200|대구광역시 달서구청|053-667-2890|대구광역시 달서구 선원로 100 (이곡동, 성서동서서한아파트)|128.50333333333333|35.858333333333334|Y|1
지진|S198300007|대구공업대학 도서관 지하 1층|198|240|대구광역시 달서구청|053-667-2890|대구광역시 달서구 송현로 205 (본동, 대구공업대학교)|128.54444444444445|35.83583333333333|Y|1
지진|S198600004|그린맨션2차 각 동 라인별 지하 창고|5676|6880|대구광역시 달서구청|053-667-2890|대구광역시 달서구 구마로36길 20 (본동, 그린맨션2차아파트)|128.54666666666665|35.836111111111116|Y|1
지진|S199400016|동서서한아파트 지하1~4층 지하주차장|2640|3200|대구광역시 달서구청|053-667-2890|대구광역시 달서구 선원로 100(이곡동, 성서동서서한아파트)|128.50305555555556|35.85888888888889|Y|1
지진|S199700018|서한2차아파트 지하1층 지하주차장|2287|2772|대구광역시 달서구청|053-667-2890|대구광역시 달서구 선원로 122(이곡동, 성서2차서한타운)|128.50583333333333|35.85888888888889|Y|1
지진|S199500010|보성화성아파트 지하1층 지하주차장|3387|4105|대구광역시 달서구청|053-667-2890|대구광역시 달서구 계대동문로 99 (이곡동, 성서보성화성타운)|128.50333333333333|35.855555555555554|Y|1
지진|S201400007|한국산업인력공단 대구지역본부 지하1층 대피소|500|606|대구광역시 달서구청|053-667-2890|대구광역시 달서구 성서공단로 213(갈산동)|128.50611111111112|35.836111111111116|Y|1
지진|S200600076|성서산업단지역 지하1~3층 대피소|2085|2527|대구광역시 달서구청|053-667-2890|대구광역시 달서구 달구벌대로 지하 1280 (이곡동, 대구지하철2호선 성서산업단지역)|128.50722222222223|35.85166666666667|Y|1
지진|S202100001|SS패션(경동어패럴) 지하1층 대피소|757|917|대구광역시 달서구청|053-667-2890|대구광역시 달서구 성서서로 230(갈산동)|128.5|35.845555555555556|Y|1
지진|S200600059|진천청구타운 지하1층 지하주차장|7702|9335|대구광역시 달서구청|053-667-2890|대구광역시 달서구 진천로 41 (진천동, 진천청구타운)|128.52444444444447|35.81222222222222|Y|1
무더위|E198200002|계명대학교_1_동산병원 주차장|80|80|대구광역시 달서구청|053-667-2890|대구광역시 달서구 달구벌대로 1035, 계명대학교동산병원 (신당동)|128.48|35.85388888888889|Y|0
지진|S199900007|삼성한국형아파트(지하1층 주차장)|4950|6000|대구광역시 달서구청|053-667-2890|대구광역시 달서구 호산로 126 (호산동, 삼성한국형아파트)|128.47833333333332|35.85111111111111|Y|1
지진|S199600019|KT대구물류센터_구 한국통신대구망(지하1층 기계실)|1320|1600|대구광역시 달서구청|053-667-2890|대구광역시 달서구 선원로 7 (신당동, 한국통신대구망)|128.49305555555554|35.859722222222224|Y|1
지진|S199400017|대백창신한라아파트 지하1~2층 지하주차장|736|892|대구광역시 달서구청|053-667-2890|대구광역시 달서구 성서서로 316(이곡동, 성서대백창신한라맨션)|128.5|35.85333333333333|Y|1
지진|S199400018|청남타운 지하1층 지하주차장|3291|3989|대구광역시 달서구청|053-667-2890|대구광역시 달서구 성서서로 330(이곡동, 성서청남타운)|128.5|35.85444444444445|Y|1
지진|S202300004|계명대학교 동산병원 지하2층 주차장|20193|24476|대구광역시 달서구청|053-667-2890|대구광역시 달서구 달구벌대로 1035, 계명대학교동산병원 (신당동)|128.48|35.85388888888889|N|1
지진|S200600035|강창역(지하2층 역사)|1930|2339|대구광역시 달서구청|053-667-2890|대구광역시 달서구 달구벌대로 지하 1014 (호산동, 대구지하철2호선 강창역)|128.47833333333332|35.85305555555556|Y|1
지진|S201300001|한화꿈에그린아파트(지하1층 주차장)|3960|4800|대구광역시 달서구청|053-667-2890|대구광역시 달서구 달서대로 719 (신당동, 신당한화꿈에그린아파트)|128.4911111111111|35.86388888888889|Y|1
지진해일|E200600004|계명대학교_2_의양관 옆 노천강당|320|320|대구광역시 달서구청|053-667-2890|대구광역시 달서구 달구벌대로 1095 (신당동, 계명대학교)|128.48722222222221|35.85277777777778|Y|0
지진|S201400006|대구테크노파크 벤처공장(지하1층 주차장)|3400|4121|대구광역시 달서구청|053-667-2890|대구광역시 달서구 성서공단로11길 62 (호산동, 대구테크노파크벤처공장)|128.48888888888888|35.84027777777778|Y|1
지진|E202200004|계명대역|316|316|대구광역시 달서구청|053-667-2890|대구광역시 달서구 달구벌대로 지하1140, 대구지하철2호선 계명대역 (신당동)|128.49194444444444|35.85138888888889|Y|1
지진|S200600034|계명대역(지하2층 역사)|3610|4375|대구광역시 달서구청|053-667-2890|대구광역시 달서구 달구벌대로 지하 1140 (신당동, 대구지하철2호선 계명대역)|128.49194444444444|35.85138888888889|Y|1
지진|S199800019|외국어고등학교(기숙사 지하1층)|2098|2543|대구광역시 달서구청|053-667-2890|대구광역시 달서구 선원로11길 21 (신당동, 대구외국어고등학교)|128.4986111111111|35.86027777777778|Y|1
지진|S199900003|삼성명가타운(지하1층 주차장)|9900|12000|대구광역시 달서구청|053-667-2890|대구광역시 달서구 호산로 125 (파호동, 삼성명가타운)|128.4777777777778|35.85111111111111|Y|1
지진|S200800002|우방유쉘(지하1층 주차장)|6768|8203|대구광역시 달서구청|053-667-2890|대구광역시 달서구 달구벌대로 995 (파호동, 성서우방유쉘)|128.47611111111112|35.853611111111114|Y|1
지진|E202200005|두류역|326|326|대구광역시 달서구청||대구광역시 달서구 달구벌대로 지하1760, 대구지하철2호선 두류역 (두류동)|128.55611111111114|35.8575|Y|1
지진|S201100013|월드마크웨스트엔드 지하1층~지하3층 지하주차장|3044|3689|대구광역시 달서구청|053-667-2890|대구광역시 달서구 와룡로 169 (감삼동, 월드마크웨스트엔드)|128.5361111111111|35.84805555555556|Y|1
지진|S200600039|우방드림시티아파트 지하1층 지하주차장|6399|7756|대구광역시 달서구청|053-667-2890|대구광역시 달서구 장기로 242 (감삼동, 우방드림시티)|128.53416666666666|35.84527777777778|Y|1
지진|S200600037|감삼우방맨션아파트 지하1층 주차장|2445|2963|대구광역시 달서구청|053-667-2890|대구광역시 달서구 당산로 187 (감삼동, 감삼우방맨션)|128.54805555555555|35.85333333333333|Y|1
지진|S200600038|감삼가든아파트 지하1층 지하주차장|594|720|대구광역시 달서구청|053-667-2890|대구광역시 달서구 감삼길 107 (감삼동, 감삼가든아파트)|128.5438888888889|35.85027777777778|Y|1
지진해일|E201300003|태백사우나|320|320|대구광역시 북구청|053-665-3800|대구광역시 북구 팔거천동로 80-1 (구암동)|128.5552777777778|35.93138888888889|Y|0
지진|S201600006|그린빌3단지아파트 지하1층~2층 주차장|2570|3115|대구광역시 북구청|053-665-3800|대구광역시 북구 구암서로 41(구암동, 그린빌3차)|128.56583333333336|35.94|Y|1
지진해일|E201200002|칠곡보석헬스장(1)|370|370|대구광역시 북구청|053-665-3800|대구광역시 북구 학정로 416 (구암동)|128.56361111111113|35.94166666666666|Y|0
지진해일|E201200003|칠곡보석헬스장(2)|210|210|대구광역시 북구청|053-665-3800|대구광역시 북구 학정로 416 (구암동)|128.56361111111113|35.94166666666666|Y|0
지진해일|E200000015|복현건영타운|90|90|대구광역시 북구청||대구광역시 북구 검단로 28 (복현동, 복현건영아파트)|128.61555555555555|35.9|Y|0
지진|E197000001|경북농업기술원 비상급수시설|150|150|대구광역시 북구청|053-665-3880|대구광역시 북구 칠곡중앙대로136길 47 (동호동, 경상북도농업기술원)|128.5602777777778|35.95777777777778|Y|0
지진해일|E200600002|강북웰빙랜드(1)|400|400|대구광역시 북구청|053-665-3880|대구광역시 북구 구리로 29 (학정동)|128.55833333333334|35.94694444444444|Y|1
지진해일|E200900005|강북웰빙랜드(2)|300|300|대구광역시 북구청|053-665-3880|대구광역시 북구 구리로 29 (학정동)|128.55833333333334|35.94694444444444|Y|1
지진|E201300001|경북대학교(농대부속시설)|136|136|대구광역시 북구청|053-665-3620|대구광역시 북구 대학로 80 (복현동)|128.60944444444445|35.8875|Y|0
지진해일|E200900001|송림스포츠프라자|370|370|대구광역시 북구청||대구광역시 북구 칠곡중앙대로 309 (태전동)|128.54638888888888|35.92333333333333|Y|1
지진|S200500016|홈플러스 칠곡점 지하주차장 1층|15765|19109|대구광역시 북구청|053-665-2160|대구광역시 북구 동암로12길 8 (동천동, 칠곡홈플러스)|128.555|35.94499999999999|Y|1
지진해일|E201200005|그린파크사우나(1)|550|550|대구광역시 북구청|053-665-2160|대구광역시 북구 학정로 439 (동천동, 칠곡메가타운)|128.56333333333333|35.943888888888885|Y|1
지진해일|E201200006|그린파크사우나(2)|320|320|대구광역시 북구청|053-665-2160|대구광역시 북구 학정로 439 (동천동, 칠곡메가타운)|128.56333333333333|35.943888888888885|Y|1
지진|S200300171|영남2차아파트 지하주차장 1층|2047|2481|대구광역시 북구청|053-665-2160|대구광역시 북구 팔거천동로24길 40 (동천동, 칠곡2차영남타운)|128.56083333333333|35.9325|Y|1
지진해일|E200000009|대산목욕탕|92|92|대구광역시 북구청||대구광역시 북구 연암로 127 (산격동)|128.59444444444446|35.89611111111111|Y|0
지진|E200600001|북대구농협산격지점|206|206|대구광역시 북구청|053-665-3560|대구광역시 북구 대불서길 8 (산격동)|128.6147222222222|35.900555555555556|Y|1
지진|S201600001|산격거평타운 전동 지하주차장 1층|5365|6503|대구광역시 북구청|053-665-4055|대구광역시 북구 유통단지로3길 7 (산격동, 산격거평아파트)|128.60416666666666|35.90555555555555|Y|1
지진|S201100007|산격대우아파트 전동 지하주차장 1층, 2층|4071|4934|대구광역시 북구청|053-665-4055|대구광역시 북구 동북로 163 (산격동, 산격대우아파트)|128.61055555555555|35.89972222222222|N|1
지진|S201100008|양우내안애아파트 전동 지하주차장 1층, 2층|926|1122|대구광역시 북구청|053-665-3560|대구광역시 북구 동북로 131 (산격동, 양우내안애아파트)|128.60805555555555|35.90138888888889|Y|1
지진|S200500009|전시컨벤션센터 지하주차장 1 ~ 4층|54647|66238|대구광역시 북구청|053-665-3560|대구광역시 북구 엑스코로 10, 대구전시컨벤션센터 (산격동)|128.61305555555555|35.907222222222224|Y|1
지진|S200500010|대구종합유통단지산업용재관 전동 지하주차장 1층|49600|60121|대구광역시 북구청|053-665-4055|대구광역시 북구 유통단지로 16 (산격동, 유통단지산업용재관)|128.605|35.90472222222222|Y|1
지진|S200900003|태전휴먼시아1단지아파트 지하주차장 1층|4296|5207|대구광역시 북구청|053-665-4310|대구광역시 북구 매전로 73 (태전동, 태전휴먼시아1단지)|128.54611111111112|35.91222222222222|Y|1
지진|S200500011|네오시티프라자 지하주차장 1층~5층|8283|10040|대구광역시 북구청|053-665-4310|대구광역시 북구 칠곡중앙대로 412 (태전동, 네오시티프라자)|128.54888888888888|35.93222222222222|Y|1
지진|S200300163|두성파크 전체동 지하주차장 1층|1610|1951|대구광역시 북구청|053-665-4310|대구광역시 북구 학정로13길 16 (태전동, 두성2차파크아파트)|128.54944444444445|35.915277777777774|Y|1
지진|S200300164|우방미진아파트 지하주차장 1층|1818|2203|대구광역시 북구청|053-665-4310|대구광역시 북구 칠곡중앙대로52길 46 (태전동, 태전미진타운)|128.54916666666668|35.922777777777775|Y|1
지진|S200300154|칠곡금빛타운 지하1층 주차장|5867|7111|대구광역시 북구청|053-665-3800|대구광역시 북구 팔거천동로 70(구암동, 칠곡금빛타운)|128.55444444444444|35.93055555555555|Y|1
지진|S200300155|서한아파트 지하1층~2층 주차장|6354|7701|대구광역시 북구청|053-665-3800|대구광역시 북구 구암로32길 14(구암동, 칠곡3차서한타운)|128.5577777777778|35.930277777777775|Y|1
지진|S200300167|태전3차우방아파트 지하주차장 1층~2층|1693|2052|대구광역시 북구청|053-665-4310|대구광역시 북구 학정로 126 (태전동, 태전3차우방타운)|128.5513888888889|35.91916666666666|Y|1
지진|S201700007|수성아트피아 지하주차장 지하1~2층|5520|6690|대구광역시 수성구청|053-666-2960|대구광역시 수성구 무학로 180, 수성아트피아 지하주차장지하1~2층 (지산동)|128.62833333333333|35.82944444444445|Y|1
한파|E199200003|대구보건환경연구원|500|500|대구광역시 수성구청|053-666-2960|대구광역시 수성구 무학로 215 (지산동, 보건환경연구원)|128.6327777777778|35.83027777777778|Y|0
지진|S201000013|화성파크뷰 101동 근처 지하주차장 1~2층|4122|4996|대구광역시 수성구청|053-666-2960|대구광역시 수성구 파동로 19, 101동 근처주차장지하1~2층 (파동, 화성파크뷰)|128.62194444444447|35.806666666666665|Y|1
지진|E198800004|애망원|140|140|대구광역시 수성구청|053-666-2960|대구광역시 수성구 파동로51길 56 (파동)|128.60805555555555|35.82361111111111|Y|0
지진|S201700002|수성못코오롱하늘채 112동 근처주차장 지하1~3층|40011|48498|대구광역시 수성구청|053-666-2960|대구광역시 수성구 파동로 222, 112동 근처주차장지하1~3층 (파동, 수성못코오롱하늘채)|128.61111111111111|35.823888888888895|Y|1
지진|S201700003|수성아이파크 102동 근처 지하주차장 지하 1~2층|17222|20875|대구광역시 수성구청|053-666-2960|대구광역시 수성구 파동로22길 15, 102동 근처주차장지하1~2층 (파동, 수성 아이파크)|128.61805555555557|35.81305555555555|Y|1
한파|E199300001|구민운동장|100|100|대구광역시 수성구청|053-666-2960|대구광역시 수성구 동대구로50길 121-7 (범어동)|128.63|35.84916666666667|Y|0
지진|S199300005|수성구청 대강당 지하1층|326|395|대구광역시 수성구청|053-666-2960|대구광역시 수성구 달구벌대로 2450, 수성구청 대강당 지하1층 (범어동)|128.63055555555556|35.858333333333334|Y|1
지진|S201000009|범어쌍용예가 전체동의 지하주차장 지하 1~2층|20532|24887|대구광역시 수성구청|053-666-2960|대구광역시 수성구 명덕로 477, 지하주차장지하1~2층 (범어동, 범어 쌍용 예가)|128.6225|35.855000000000004|Y|1
지진|S199800016|성당 제림하이츠 아파트 지하주차장 1층|2032|2463|대구광역시 달서구청|053-667-2890|대구광역시 달서구 당산로30길 12 (성당동, 성당제림하이츠아파트)|128.54777777777778|35.848888888888894|Y|1
